train_mae,test_mae
0.2500460147857666,0.05815148712590945
0.29836010932922363,0.4940365654850396
0.31342601776123047,0.401537957900552
0.2824244499206543,0.6265089100981016
0.1063532829284668,0.5136806801759279
0.0480344295501709,0.22116274465438446
0.37839722633361816,0.44842957937853534
0.004997730255126953,0.12712494647904515
0.5623931884765625,0.5713672602707547
0.0049953460693359375,0.7766952188151084
0.07450342178344727,0.6395204182973306
0.12589597702026367,0.4738970780193559
0.5832891464233398,0.7015524503051545
0.2182176113128662,0.21840100454338973
0.035923004150390625,0.048656065729200115
0.2557029724121094,0.054609249792771486
0.004997730255126953,0.12417021077655876
0.26280832290649414,0.2810876916785263
0.26907896995544434,0.4203612960081293
0.33440589904785156,0.5847002482559547
0.004997968673706055,1.7168501482837946
0.25737428665161133,0.31279224443904674
0.12035846710205078,0.3429262576577914
0.17242836952209473,0.46572418928318626
0.23105478286743164,0.16993268490700864
0.46130943298339844,0.17907144396389008
0.007677316665649414,0.4869457589427473
0.2863883972167969,3.3015610329955964
0.06542658805847168,0.3713006189421315
0.33505702018737793,0.5973913843673406
0.20873785018920898,0.0733191071442496
0.16582584381103516,0.09213030878032713
0.028990745544433594,0.8013577478013478
1.1789422035217285,5.0145242826373275
0.15320253372192383,0.03486596228361316
0.056303977966308594,0.25760153427834354
0.25536036491394043,0.8493351275509569
0.02342367172241211,0.10331285843992477
0.4521160125732422,0.1337570181245349
0.32170581817626953,0.2868932040427472
0.21979379653930664,0.09173645434306543
0.051320791244506836,0.4726804412600254
0.28150463104248047,0.5344610382887183
0.0062067508697509766,0.3017122493143036
0.09162330627441406,1.372234912361032
0.30170583724975586,0.6900241031752499
0.23185014724731445,0.34310564092656826
0.2483232021331787,0.2417782226900469
0.36505556106567383,0.4639184591785792
0.1339874267578125,0.6963581446751226
0.10953330993652344,0.3668105163959563
0.017534255981445312,0.924785927498327
0.35718250274658203,2.193973781688797
0.10101699829101562,0.04337050913346374
0.006242513656616211,0.25366330242912616
0.3597114086151123,0.08644112240976298
0.027730464935302734,0.09664718318286258
0.6300239562988281,0.5530521923601368
0.479062557220459,0.14305643087642306
0.13198590278625488,0.4694951154624949
0.21164917945861816,0.1490371922154039
0.022022485733032227,0.5673626667748355
0.22341012954711914,0.3874502388639902
0.013054609298706055,0.09972121125602218
0.05046558380126953,0.22699136634231376
0.14579057693481445,0.008223652297581374
0.24461770057678223,0.16578036342445257
1.2703065872192383,0.1350677066506103
0.18553400039672852,0.42647174405753496
0.21657800674438477,0.3062362857228673
0.004998683929443359,0.6486468444415756
0.10886907577514648,0.7286148797195611
0.14274930953979492,0.09706126507971824
0.2704787254333496,0.6133508104676677
0.22121620178222656,0.7287047618222995
0.24445867538452148,0.4150897199601804
0.4307889938354492,0.3482483447341198
0.14077425003051758,0.46567062878583476
0.28897690773010254,0.40910472306738566
0.0049974918365478516,0.44845273310607725
1.161905288696289,5.031974315482396
0.5909085273742676,0.3203264919553068
0.30613136291503906,0.03279841851095089
1.0377976894378662,2.533454934471195
2.033144235610962,3.212965231679183
0.22710466384887695,2.5597138915240323
0.4944472312927246,0.9453554452152515
0.28422069549560547,0.22850768699426238
0.035379886627197266,0.2647198892406095
0.15676569938659668,0.5700238947142502
0.5171413421630859,0.3166492267173098
0.11378979682922363,0.3589208450173391
0.004993438720703125,0.6516152517210969
0.2335963249206543,0.3104589153104298
0.004999876022338867,0.09386870108877865
0.4283323287963867,0.7745369345014175
0.2554144859313965,0.38499318192241017
0.3335719108581543,0.32399129043045694
0.258831262588501,0.6008319902254664
0.6162941455841064,0.6874134565730148
