,train,test
0,0.03210091590881348,5.640911835574443
1,0.19391584396362305,0.6478300699484434
2,0.28835535049438477,6.122997903381529
3,0.0075092315673828125,0.1382565955646018
4,0.03433942794799805,3.497010729670116
5,0.02584242820739746,1.0928690909969832
6,0.009778499603271484,0.8590427602711217
7,0.026111602783203125,14.036686871692135
8,1.726491928100586,28.510122970410542
9,1.6076464653015137,8.785065025222188
10,2.254347324371338,0.3264280390337193
11,0.3033881187438965,9.048132872913662
12,0.00948333740234375,17.193556419382134
13,0.07363581657409668,11.877468203275175
14,0.007117271423339844,12.52717071769247
15,0.027476787567138672,0.6691649105300086
16,0.16996526718139648,1.3884811757362812
17,0.017535924911499023,17.24766407506159
18,0.005103349685668945,2.8422595623766633
19,0.2125687599182129,2.4000715417524408
20,0.05975079536437988,4.607395704906403
21,0.005416393280029297,4.082537154571634
22,0.059369564056396484,9.88834925940167
23,0.1405951976776123,10.406662761613749
24,0.011749744415283203,4.523691529714721
25,0.14921855926513672,30.853701453819777
26,0.069915771484375,10.388842226940382
27,1.3134765625,36.88068744574614
28,0.008530378341674805,1.7487155158821581
29,0.0011954307556152344,3.3379526180490657
30,0.30869579315185547,1.0600478716881252
31,1.903688907623291,2.9879128269480413
32,0.020691871643066406,0.38610010228660485
33,0.777163028717041,1.1252780889025331
34,2.034839630126953,3.7917872275525917
35,0.03732776641845703,3.6863497017980453
36,0.0035877227783203125,7.432964787698055
37,0.31143760681152344,3.2398393152097795
38,0.0020074844360351562,3.5120211654591618
39,0.02513885498046875,0.32518887517174644
40,0.015384197235107422,4.159998505044866
41,0.03543686866760254,11.765967046202306
42,0.028995990753173828,0.407650884697655
43,1.4811632633209229,162.481117166596
44,0.05368781089782715,0.4886351956742736
45,0.14793634414672852,4.275207226559301
46,0.4152851104736328,3.1956970340870505
47,0.07192444801330566,3.1415708319219906
48,0.17644548416137695,4.956787540837443
49,0.0003154277801513672,5.165873764117998
50,0.0032453536987304688,5.107614945864411
51,0.0046844482421875,0.27196503850027565
52,1.8812832832336426,159.1930993126966
53,0.00814962387084961,0.0468840187144286
54,0.8068404197692871,5.345919796577585
55,0.007904529571533203,0.022309215473332422
56,0.013624191284179688,0.06896560423476217
57,0.3983330726623535,9.326531931813172
58,0.029059886932373047,9.269433916690723
59,0.09650111198425293,3.6289728698968733
60,0.0006918907165527344,0.017403299047090037
61,0.00031876564025878906,7.752351475280218
62,0.16687822341918945,7.468049536857199
63,0.26726818084716797,20.92816579365587
64,0.8226368427276611,1.1100559561748153
65,0.019845962524414062,2.2328417239552762
66,0.4422893524169922,2.525864892244871
67,0.08223915100097656,26.630302114257923
68,0.07245516777038574,3.1882283696714477
69,0.1711883544921875,5.011706759207579
70,0.9080667495727539,82.69547191304596
71,0.023831605911254883,4.2084343411023974
72,0.03680300712585449,1.0325119365216069
73,1.4409124851226807,31.144220351432637
74,0.0030088424682617188,0.3530735612342011
75,0.15003156661987305,16.56672575750119
76,0.0013289451599121094,0.22759010353472942
77,0.252241849899292,2.0095166098201958
78,0.01708364486694336,11.551723930190512
79,0.004495859146118164,2.2423070629286386
80,2.6439590454101562,22.565871152153534
81,0.021882057189941406,0.9510617406459048
82,0.26335740089416504,6.223879550847753
83,0.02588629722595215,2.855186395220608
84,0.05460768938064575,0.4032520941800941
85,2.0450544357299805,68.37887901368175
86,0.17153263092041016,2.8114952542446745
87,0.06562328338623047,0.6584760149240223
88,0.0069615840911865234,0.9025791094647975
89,0.2990226745605469,5.6448305155255944
90,0.24642109870910645,11.334816744584728
91,0.5676581859588623,8.828960657660945
92,3.902301788330078,17.476465652372383
93,0.29586124420166016,74.68488867221754
94,2.1355252265930176,26.341185492960953
95,0.33336544036865234,51.854828683257196
96,0.31157875061035156,13.094998776581914
97,1.213395118713379,7.764134587421091
98,0.18070459365844727,18.335587880750573
99,0.0002460479736328125,1.2044866904589933
