schoolid,schoolname,calendaryear,academicyear,ftjd1sectionsz,ptjd1sectionsz,postjd1courses,courseseclt25,courseseclt50,courseseclt75,courseseclt100,coursesectgte100,totalsimpos,ftsimposfilled,ptsimposfilled,ftsemposfilled,ptsemposfilled,totalclinpos,ftclinposfilled,ftfieldposfilled,ftindstudy,ftlawjour,ftinterskillscomp,ptclinposfilled,ptfieldposfilled,ptindstudy,ptlawjour,ptinterskillscomp,gradreqcredithrs,jd1sectionsz,simposfilled,semposfilled,totalclinics,clinposfilled,fieldposfilled,indstudy,lawjour,interskillscomp,fyreqcourscredithrs,ulreqcourscredithrs
00141706,University of Connecticut,2013,2012,35,29,180,143,26,7,0,0,952,608,141,,,174,148,148,78,112,16,24,15,34,10,0,86,64,749,,,172,163,112,122,16,,
00141706,University of Connecticut,2014,2013,44,30,184,153,19,5,0,0,879,560,197,636,236,180,139,144,57,135,23,10,33,14,10,0,86,74,757,872,,149,177,71,145,23,,
00141706,University of Connecticut,2015,2014,52,,165,141,16,7,0,0,338,222,,698,,195,148,176,58,137,16,,,,,,86,52,222,698,12,148,176,58,137,16,,
00141706,University of Connecticut,2016,2015,,,149,164,19,6,0,0,550,,,,,189,,,,,,,,,,,86,37,485,592,12,157,159,70,159,27,,
00141706,University of Connecticut,2017,2016,,,152,127,14,3,0,0,467,,,,,207,,,,,,,,,,,86,35,,,,,128,,,,33,7
00142600,Yale University,2011,2010,70,0,178,50,18,12,7,3,90,71,0,961,0,710,708,46,,415,116,0,0,,0,0,83,70,71,961,,708,46,,415,116,,
00142600,Yale University,2012,2011,38,0,175,133,19,11,11,1,104,86,0,,,677,636,41,398,509,154,0,0,0,0,0,83,38,86,,,636,41,398,509,154,,
00142600,Yale University,2013,2012,38,0,202,164,21,10,4,3,113,78,0,,,625,536,41,336,451,147,0,0,0,0,0,83,38,78,,,536,41,336,451,147,,
00142600,Yale University,2014,2013,37,0,197,144,24,14,5,0,164,93,0,836,0,810,728,49,397,395,183,0,0,0,0,0,83,37,93,836,,728,49,397,395,183,,
00142600,Yale University,2015,2014,39,,191,139,27,8,8,2,215,175,,819,,770,673,58,422,451,146,,,,,,83,39,175,819,22,673,58,422,451,146,,
00142600,Yale University,2016,2015,,,203,158,27,7,10,1,156,,,,,878,,,,,,,,,,,83,70,128,950,22,788,37,470,461,135,,
00142600,Yale University,2017,2016,,,217,155,35,10,4,3,226,,,,,765,,,,,,,,,,,83,80,,,,,60,,,,16,11
00143401,American University,2011,2010,79,91,297,253,61,45,5,0,1025,381,392,1064,549,223,209,312,,321,46,14,18,,10,5,86,170,773,1613,,223,330,,331,51,,
00143401,American University,2012,2011,80,90,324,364,62,44,5,0,938,558,147,,,226,210,510,193,386,71,16,17,40,16,11,86,170,705,,,226,527,233,402,82,,
00143401,American University,2013,2012,82,90,329,356,56,19,5,2,930,710,114,,,240,231,458,183,418,75,9,18,17,19,14,86,172,824,,,240,476,200,437,89,,
00143401,American University,2014,2013,81,78,312,390,59,16,5,0,810,544,99,1182,1743,240,225,447,172,425,66,12,14,11,21,2,86,159,643,2925,,237,461,183,446,68,,
00143401,American University,2015,2014,82,,190,345,56,33,2,0,661,562,,1827,,230,229,358,269,415,73,,,,,,86,82,562,1827,11,229,358,269,415,73,,
00143401,American University,2016,2015,,,283,377,41,27,2,0,805,,,,,235,,,,,,,,,,,86,87,721,1364,10,234,330,193,394,139,,
00143401,American University,2017,2016,,,299,323,57,24,3,0,861,,,,,232,,,,,,,,,,,86,96,,,,,270,,,,27,5
00143711,Catholic University of America,2011,2010,52,70,135,121,32,13,2,0,382,187,125,325,138,145,100,186,,224,45,36,25,,34,9,84,122,312,463,,136,211,,258,54,,
00143711,Catholic University of America,2012,2011,54,63,137,133,43,15,2,0,474,228,129,,,149,89,178,20,190,22,39,47,23,23,3,84,117,357,,,128,225,43,213,25,,
00143711,Catholic University of America,2013,2012,45,50,127,119,31,10,3,0,479,249,125,,,124,86,153,18,122,29,31,35,25,28,14,84,95,374,,,117,188,43,150,43,,
00143711,Catholic University of America,2014,2013,59,40,129,115,25,6,0,0,338,181,109,176,146,128,88,121,14,139,23,51,49,24,43,5,84,99,290,322,,139,170,38,182,28,,
00143711,Catholic University of America,2015,2014,45,,127,94,19,4,0,0,353,166,,173,,152,118,120,26,128,33,,,,,,84,45,166,173,10,118,120,26,128,33,,
00143711,Catholic University of America,2016,2015,,,111,111,20,6,0,0,350,,,,,141,,,,,,,,,,,84,45,195,231,7,109,101,13,102,74,,
00143711,Catholic University of America,2017,2016,,,102,98,16,5,2,0,388,,,,,122,,,,,,,,,,,84,40,,,,,63,,,,33,39
00144102,District of Columbia,2011,2010,90,40,54,31,16,3,4,0,40,40,0,238,0,181,173,11,,42,2,8,0,,0,0,90,130,40,238,,181,11,,42,2,,
00144102,District of Columbia,2012,2011,78,65,54,33,18,8,0,0,245,190,36,,,206,161,21,12,44,9,26,2,1,5,1,90,143,226,,,187,23,13,49,10,,
00144102,District of Columbia,2013,2012,69,90,50,38,11,9,3,0,189,61,91,,,188,140,21,17,34,4,48,3,6,15,2,90,159,152,,,188,24,23,49,6,,
00144102,District of Columbia,2014,2013,66,32,48,37,25,2,1,0,74,19,22,71,77,216,114,13,23,27,6,62,3,9,14,2,90,98,41,148,,176,16,32,41,8,,
00144102,District of Columbia,2015,2014,50,,45,40,16,4,0,0,160,115,,118,,192,174,14,10,37,10,,,,,,90,50,115,118,9,174,14,10,37,10,,
00144102,District of Columbia,2016,2015,,,51,44,11,6,0,0,139,,,,,168,,,,,,,,,,,90,50,103,139,9,167,21,10,21,12,,
00144102,District of Columbia,2017,2016,,,56,68,9,2,1,0,82,,,,,214,,,,,,,,,,,90,47,,,,,12,,,,30,60
00144402,George Washington University,2011,2010,96,35,226,320,109,41,14,22,1322,363,846,429,190,139,126,343,,488,368,13,52,,49,50,84,131,1209,619,,139,395,,537,418,,
00144402,George Washington University,2012,2011,86,40,237,402,106,41,13,25,1225,341,806,,,141,129,415,123,556,309,12,49,59,63,32,84,126,1147,,,141,464,182,619,341,,
00144402,George Washington University,2013,2012,79,57,257,243,88,40,9,20,1266,436,757,,,180,164,592,120,603,81,16,56,63,52,8,84,136,1193,,,180,648,183,655,89,,
00144402,George Washington University,2014,2013,98,48,265,316,93,21,13,14,1283,415,717,567,227,218,197,475,164,1182,81,21,102,156,78,6,84,146,1132,794,,218,577,320,1260,87,,
00144402,George Washington University,2015,2014,114,,244,306,70,22,9,12,1315,1192,,729,,183,183,417,152,1306,91,,,,,,84,114,1192,729,12,183,417,152,1306,91,,
00144402,George Washington University,2016,2015,,,258,281,92,31,8,20,1382,,,,,219,,,,,,,,,,,84,98,1304,880,12,219,602,254,1326,90,,
00144402,George Washington University,2017,2016,,,263,254,116,38,15,14,3228,,,,,210,,,,,,,,,,,84,85,,,,,437,,,,30,4
00144503,Georgetown University,2011,2010,99,69,461,236,76,30,13,11,2111,1109,653,1879,963,283,278,259,,708,580,5,17,,54,94,85,168,1762,2842,,283,276,,762,674,,
00144503,Georgetown University,2012,2011,100,67,468,490,74,32,14,9,2201,1070,575,,,276,257,471,27,772,628,19,39,7,53,87,85,167,1645,,,276,510,34,825,715,,
00144503,Georgetown University,2013,2012,105,56,477,416,80,31,11,12,1885,954,602,,,296,271,528,32,787,88,25,111,8,53,8,85,161,1556,,,296,639,40,840,96,,
00144503,Georgetown University,2014,2013,99,46,470,441,72,35,15,9,1795,973,443,2140,1115,322,315,586,38,829,82,18,100,12,67,8,85,145,1416,3255,,333,686,50,896,90,,
00144503,Georgetown University,2015,2014,106,,362,301,66,34,16,13,1314,1140,,3359,,538,475,549,36,887,91,,,,,,85,106,1140,3359,36,475,549,36,887,91,,
00144503,Georgetown University,2016,2015,,,501,433,104,33,12,15,1369,,,,,522,,,,,,,,,,,85,105,1197,5026,34,462,611,45,887,174,,
00144503,Georgetown University,2017,2016,,,516,470,104,42,14,10,1960,,,,,655,,,,,,,,,,,85,105,,,,,556,,,,30,10
00144802,Howard University,2011,2010,50,0,131,78,19,12,0,0,223,223,0,474,0,146,123,66,,45,53,0,0,,0,0,88,50,223,474,,123,66,,45,53,,
00144802,Howard University,2012,2011,44,0,111,96,26,8,0,0,158,149,0,,,172,113,98,13,45,54,0,0,0,0,0,88,44,149,,,113,98,13,45,54,,
00144802,Howard University,2013,2012,45,0,94,77,20,5,0,0,169,169,0,,,129,129,44,4,44,61,0,0,0,0,0,88,45,169,,,129,44,4,44,61,,
00144802,Howard University,2014,2013,51,0,97,82,14,9,0,0,178,188,0,437,0,160,107,56,6,42,58,0,0,0,0,0,88,51,188,437,,107,56,6,42,58,,
00144802,Howard University,2015,2014,44,,102,86,21,7,0,0,175,161,,346,,125,98,58,16,40,50,,,,,,88,44,161,346,7,98,58,16,40,50,,
00144802,Howard University,2016,2015,,,103,98,32,5,0,0,216,,,,,287,,,,,,,,,,,88,50,203,302,6,211,92,7,56,48,,
00144802,Howard University,2017,2016,,,112,118,20,3,0,0,260,,,,,131,,,,,,,,,,,88,49,,,,,101,,,,30,10
00146601,Barry University,2011,2010,106,50,94,80,33,19,5,0,744,515,220,183,54,48,25,20,,40,30,4,33,,13,3,90,156,735,237,,29,53,,53,33,,
00146601,Barry University,2012,2011,70,67,108,159,27,18,4,0,665,307,214,,,52,34,20,25,79,21,18,49,28,34,8,90,137,521,,,52,69,53,113,29,,
00146601,Barry University,2013,2012,73,68,113,181,30,19,3,0,658,226,214,,,54,22,10,26,93,19,15,61,41,48,16,90,141,440,,,37,71,67,141,35,,
00146601,Barry University,2014,2013,51,46,121,117,41,25,4,0,671,300,272,132,78,54,28,35,35,97,25,17,74,45,51,6,90,97,572,210,,45,109,80,148,31,,
00146601,Barry University,2015,2014,51,,106,131,37,25,1,0,697,558,,265,,90,74,77,75,190,43,,,,,,90,51,558,265,5,74,77,75,190,43,,
00146601,Barry University,2016,2015,,,139,136,48,16,1,1,523,,,,,126,,,,,,,,,,,90,49,412,158,4,84,91,68,173,31,,
00146601,Barry University,2017,2016,,,126,121,38,11,2,1,507,,,,,110,,,,,,,,,,,90,43,,,,,66,,,,30,30
00146800,St. Thomas University (Florida),2011,2010,68,0,116,145,41,22,1,0,385,311,0,199,0,26,26,135,,123,72,0,0,,0,0,90,68,311,199,,26,135,,123,72,,
00146800,St. Thomas University (Florida),2012,2011,69,0,192,144,44,22,3,0,275,222,0,,,56,56,200,69,140,60,0,0,0,0,0,90,69,222,,,56,200,69,140,60,,
00146800,St. Thomas University (Florida),2013,2012,57,0,183,148,37,18,0,0,313,259,0,,,62,62,147,52,139,46,0,0,0,0,0,90,57,259,,,62,147,52,139,46,,
00146800,St. Thomas University (Florida),2014,2013,68,0,176,128,53,7,0,0,279,231,0,196,0,50,50,138,32,82,61,0,0,0,0,0,90,68,231,196,,50,138,32,82,61,,
00146800,St. Thomas University (Florida),2015,2014,60,,174,136,39,14,0,0,275,251,,209,,50,50,133,13,115,54,,,,,,90,60,251,209,9,50,133,13,115,54,,
00146800,St. Thomas University (Florida),2016,2015,,,172,122,51,13,0,0,285,,,,,50,,,,,,,,,,,90,57,243,199,9,50,143,34,166,43,,
00146800,St. Thomas University (Florida),2017,2016,,,148,20,37,7,0,0,153,,,,,41,,,,,,,,,,,90,55,,,,,77,,,,30,23
00148001,Florida A&M University,2011,2010,75,60,156,98,41,17,0,0,314,183,108,168,67,120,51,34,,44,27,18,6,,7,6,90,135,291,235,,69,40,,51,33,,
00148001,Florida A&M University,2012,2011,75,60,156,98,41,17,0,0,433,264,51,,,120,59,16,33,31,23,6,1,5,10,1,90,135,315,,,65,17,38,41,24,,
00148001,Florida A&M University,2013,2012,51,59,160,95,49,13,3,0,529,370,62,,,180,95,22,37,27,32,15,1,9,11,1,90,110,432,,,110,23,46,38,33,,
00148001,Florida A&M University,2014,2013,55,39,64,45,17,2,0,0,100,66,16,38,10,60,18,0,10,3,5,1,0,4,0,0,90,94,82,48,,19,0,14,3,5,,
00148001,Florida A&M University,2015,2014,51,,83,80,29,4,0,0,367,360,,140,,84,44,40,134,30,67,,,,,,90,51,360,140,3,44,40,134,30,67,,
00148001,Florida A&M University,2016,2015,,,109,96,14,4,1,0,446,,,,,132,,,,,,,,,,,90,55,353,153,11,48,16,108,31,25,,
00148001,Florida A&M University,2017,2016,,,126,81,29,8,0,0,314,,,,,108,,,,,,,,,,,90,60,,,,,4,,,,30,16
00148900,Florida State University,2011,2010,67,0,130,93,43,20,5,4,1001,626,0,241,0,49,49,136,,183,57,0,0,,0,0,88,67,626,241,,49,136,,183,57,,
00148900,Florida State University,2012,2011,65,0,140,117,36,13,6,2,750,472,0,,,76,76,133,9,154,59,0,0,0,0,0,88,65,472,,,76,133,9,154,59,,
00148900,Florida State University,2013,2012,64,0,135,115,37,16,4,2,690,545,0,,,72,77,134,3,164,74,0,0,0,0,0,88,64,545,,,77,134,3,164,74,,
00148900,Florida State University,2014,2013,59,0,131,112,28,21,5,2,856,500,0,288,0,72,71,172,13,178,59,0,0,0,0,0,88,59,500,288,,71,172,13,178,59,,
00148900,Florida State University,2015,2014,63,,123,112,31,13,2,3,889,514,,247,,56,49,164,3,170,74,,,,,,88,63,514,247,8,49,164,3,170,74,,
00148900,Florida State University,2016,2015,,,124,111,35,9,4,1,903,,,,,66,,,,,,,,,,,88,62,591,261,9,66,180,9,160,71,,
00148900,Florida State University,2017,2016,,,134,110,30,11,3,1,902,,,,,72,,,,,,,,,,,88,52,,,,,232,,,,30,15
00150900,Nova Southeastern University,2011,2010,65,62,93,165,43,45,6,0,1408,970,278,278,69,100,28,58,,92,59,17,26,,12,11,90,127,1248,347,,45,84,,104,70,,
00150900,Nova Southeastern University,2012,2011,65,62,136,173,48,27,13,0,1706,1184,298,,,100,55,94,38,109,54,6,13,6,12,13,90,127,1482,,,61,107,44,121,67,,
00150900,Nova Southeastern University,2013,2012,60,60,137,194,26,42,4,0,1528,1083,226,,,100,28,83,31,116,64,17,22,10,17,10,90,120,1309,,,45,105,41,133,74,,
00150900,Nova Southeastern University,2014,2013,50,60,140,171,41,38,2,1,1520,890,339,161,57,120,32,75,36,117,49,13,11,11,20,14,90,110,1229,218,,45,86,47,137,63,,
00150900,Nova Southeastern University,2015,2014,50,,139,150,34,35,1,1,1332,1124,,264,,120,29,97,35,167,78,,,,,,90,50,1124,264,4,29,97,35,167,78,,
00150900,Nova Southeastern University,2016,2015,,,123,133,41,26,0,0,1080,,,,,80,,,,,,,,,,,90,52,881,153,3,27,72,34,122,83,,
00150900,Nova Southeastern University,2017,2016,,,116,117,34,24,3,0,837,,,,,90,,,,,,,,,,,90,52,,,,,63,,,,30,31
00153101,Stetson University,2011,2010,70,70,302,276,57,18,3,2,1321,863,170,286,49,212,99,289,,69,83,8,27,,10,6,88,140,1033,335,,107,316,,79,89,,
00153101,Stetson University,2012,2011,70,70,187,181,45,29,1,0,1479,1005,200,,,192,80,252,31,88,75,5,23,8,20,11,88,140,1205,,,85,275,39,108,86,,
00153101,Stetson University,2013,2012,75,65,236,222,46,32,0,1,1571,1050,272,,,216,92,264,28,80,65,10,22,11,14,11,88,140,1322,,,102,286,39,94,76,,
00153101,Stetson University,2014,2013,75,45,196,189,48,21,5,2,1600,933,351,255,50,181,76,226,22,119,126,8,34,8,34,21,88,120,1284,305,,84,260,30,153,147,,
00153101,Stetson University,2015,2014,70,,187,178,46,17,7,1,1452,1147,,245,,168,72,241,54,195,162,,,,,,88,70,1147,245,11,72,241,54,195,162,,
00153101,Stetson University,2016,2015,,,189,181,38,22,4,0,1353,,,,,142,,,,,,,,,,,88,75,1065,218,9,93,196,52,228,176,,
00153101,Stetson University,2017,2016,,,177,177,43,11,4,1,1292,,,,,145,,,,,,,,,,,88,68,,,,,187,,,,31,57
00153505,University of Florida,2011,2010,100,0,178,92,53,25,12,11,594,560,0,481,0,138,102,281,,353,109,0,0,,0,0,88,100,560,481,,102,281,,353,109,,
00153505,University of Florida,2012,2011,100,0,189,95,42,16,8,6,696,614,0,,,139,110,298,55,389,157,0,0,0,0,0,88,100,614,,,110,298,55,389,157,,
00153505,University of Florida,2013,2012,108,0,178,148,58,10,6,4,624,601,0,,,191,136,285,47,147,106,0,0,0,0,0,88,108,601,,,136,285,47,147,106,,
00153505,University of Florida,2014,2013,100,0,172,134,45,20,3,4,644,600,0,310,0,235,134,333,60,147,107,0,0,0,0,0,88,100,600,310,,134,333,60,147,107,,
00153505,University of Florida,2015,2014,104,,179,129,44,22,2,6,608,529,,331,,281,147,292,61,171,118,,,,,,88,104,529,331,15,147,292,61,171,118,,
00153505,University of Florida,2016,2015,,,155,92,39,19,2,3,638,,,,,288,,,,,,,,,,,88,105,552,287,14,160,239,65,216,150,,
00153505,University of Florida,2017,2016,,,144,87,33,19,2,3,624,,,,,121,,,,,,,,,,,88,100,,,,,310,,,,30,5
00153601,University of Miami,2011,2010,97,0,151,64,41,20,13,12,1150,967,0,1645,0,182,182,271,,219,150,0,0,,0,0,88,97,967,1645,,182,271,,219,150,,
00153601,University of Miami,2012,2011,91,0,153,109,54,25,9,10,1423,875,0,,,228,195,329,145,307,176,0,0,0,0,0,88,91,875,,,195,329,145,307,176,,
00153601,University of Miami,2013,2012,87,0,217,130,62,21,12,8,1183,947,0,,,333,319,381,153,319,142,0,0,0,0,0,88,87,947,,,319,381,153,319,142,,
00153601,University of Miami,2014,2013,62,0,236,145,58,13,11,10,1186,926,0,676,0,332,308,337,142,276,119,0,0,0,0,0,88,62,926,676,,308,337,142,276,119,,
00153601,University of Miami,2015,2014,58,,237,214,49,16,8,6,1177,959,,569,,300,266,285,102,322,94,,,,,,88,58,959,569,18,266,285,102,322,94,,
00153601,University of Miami,2016,2015,,,243,215,48,16,3,1,1367,,,,,505,,,,,,,,,,,88,77,941,707,22,318,241,73,229,84,,
00153601,University of Miami,2017,2016,,,231,194,46,18,6,5,1454,,,,,437,,,,,,,,,,,88,73,,,,,250,,,,29,12
00156400,Emory University,2011,2010,98,0,125,91,24,16,8,5,1186,947,0,183,0,190,112,269,,172,86,0,0,,0,0,90,98,947,183,,112,269,,172,86,,
00156400,Emory University,2012,2011,82,0,155,136,40,18,8,5,1242,1116,0,,,96,96,294,92,181,84,0,0,0,0,0,90,82,1116,,,96,294,92,181,84,,
00156400,Emory University,2013,2012,82,0,156,196,25,13,8,6,1363,1250,0,,,147,99,305,114,188,84,0,0,0,0,0,90,82,1250,,,99,305,114,188,84,,
00156400,Emory University,2014,2013,89,0,172,130,48,17,21,9,1581,1308,0,223,0,147,98,299,120,243,109,0,0,0,0,0,90,89,1308,223,,98,299,120,243,109,,
00156400,Emory University,2015,2014,91,,185,156,47,15,11,10,1719,1311,,259,,132,118,340,95,197,91,,,,,,90,91,1311,259,6,118,340,95,197,91,,
00156400,Emory University,2016,2015,,,199,165,45,15,9,13,1735,,,,,147,,,,,,,,,,,90,103,1326,262,6,109,321,110,202,121,,
00156400,Emory University,2017,2016,,,215,185,41,19,10,11,1663,,,,,105,,,,,,,,,,,90,110,,,,,316,,,,32,58
00157400,Georgia State University,2011,2010,70,0,112,84,41,14,1,0,228,225,0,381,0,119,90,149,,65,89,0,0,,0,0,90,70,225,381,,90,149,,65,89,,
00157400,Georgia State University,2012,2011,70,0,108,106,35,18,0,0,216,151,65,,,75,50,132,34,50,69,20,33,9,21,23,90,70,216,,,70,165,43,71,92,,
00157400,Georgia State University,2013,2012,70,0,107,98,37,11,0,0,240,173,73,,,169,106,148,37,52,59,40,35,14,22,23,90,70,246,,,146,183,51,74,82,,
00157400,Georgia State University,2014,2013,70,0,116,120,36,18,1,0,216,146,62,0,0,198,122,133,42,49,53,51,57,18,21,22,90,70,208,0,,173,190,60,70,75,,
00157400,Georgia State University,2015,2014,65,,121,134,40,10,0,0,258,262,,102,,187,127,144,42,68,78,,,,,,90,65,262,102,12,127,144,42,68,78,,
00157400,Georgia State University,2016,2015,,,132,142,38,12,0,0,325,,,,,173,,,,,,,,,,,90,65,176,92,13,121,121,55,72,53,,
00157400,Georgia State University,2017,2016,,,143,126,55,13,0,0,390,,,,,171,,,,,,,,,,,90,65,,,,,133,,,,30,13
00158015,Mercer University,2011,2010,83,0,96,121,17,8,4,0,864,706,0,138,0,28,28,108,,46,68,0,0,,0,0,91,83,706,138,,28,108,,46,68,,
00158015,Mercer University,2012,2011,42,0,110,138,38,18,7,1,955,792,0,,,15,15,134,8,48,85,0,0,0,0,0,91,42,792,,,15,134,8,48,85,,
00158015,Mercer University,2013,2012,47,0,113,142,23,8,3,1,918,848,0,,,14,14,105,13,46,73,0,0,0,0,0,91,47,848,,,14,105,13,46,73,,
00158015,Mercer University,2014,2013,48,0,115,143,8,9,1,1,991,840,0,240,142,0,37,124,19,46,58,0,0,0,0,0,89,48,840,382,,37,124,19,46,58,,
00158015,Mercer University,2015,2014,41,,98,133,26,10,5,0,849,688,,107,,36,36,149,15,47,81,,,,,,89,41,688,107,2,36,149,15,47,81,,
00158015,Mercer University,2016,2015,,,95,108,23,10,2,0,873,,,,,40,,,,,,,,,,,89,30,731,109,2,40,122,39,48,58,,
00158015,Mercer University,2017,2016,,,92,101,10,8,4,0,873,,,,,29,,,,,,,,,,,89,71,,,,,88,,,,31,58
00159800,University of Georgia,2011,2010,83,0,121,93,31,19,7,0,375,346,0,553,0,599,590,115,,198,398,0,0,,0,0,88,83,346,553,,590,115,,198,398,,
00159800,University of Georgia,2012,2011,64,0,133,92,46,10,7,1,429,338,0,,,313,254,174,116,200,73,0,0,0,0,0,88,64,338,,,254,174,116,200,73,,
00159800,University of Georgia,2013,2012,64,0,130,83,45,11,5,0,672,574,0,,,329,245,167,128,205,71,0,0,0,0,0,88,64,574,,,245,167,128,205,71,,
00159800,University of Georgia,2014,2013,61,0,135,102,37,10,4,0,737,573,0,291,0,351,274,155,100,205,68,0,0,0,0,0,88,61,573,291,,274,155,100,205,68,,
00159800,University of Georgia,2015,2014,63,,136,105,34,8,4,0,713,578,,257,,150,110,254,68,210,71,,,,,,88,63,578,257,8,110,254,68,210,71,,
00159800,University of Georgia,2016,2015,,,133,97,40,13,2,0,726,,,,,183,,,,,,,,,,,88,65,532,311,9,114,260,134,223,89,,
00159800,University of Georgia,2017,2016,,,147,98,26,13,5,0,805,,,,,183,,,,,,,,,,,88,65,,,,,239,,,,31,13
00161000,University of Hawaii,2011,2010,99,53,93,55,8,2,2,0,222,163,0,821,91,158,154,109,,58,41,1,2,,0,0,89,152,163,912,,155,111,,58,41,,
00161000,University of Hawaii,2012,2011,89,15,99,103,21,6,9,0,216,187,15,,,164,130,131,27,82,48,9,6,3,2,1,89,104,202,,,139,137,30,84,49,,
00161000,University of Hawaii,2013,2012,91,17,112,145,19,4,3,0,197,151,29,,,176,140,84,17,98,46,33,12,3,7,3,89,108,180,,,173,96,20,105,49,,
00161000,University of Hawaii,2014,2013,101,35,171,145,19,6,1,0,227,141,32,556,75,222,160,110,50,94,52,18,10,8,5,3,89,136,173,631,,178,120,58,99,55,,
00161000,University of Hawaii,2015,2014,105,,119,110,16,1,0,0,92,75,,175,,204,128,108,37,106,52,,,,,,89,105,75,175,19,128,108,37,106,52,,
00161000,University of Hawaii,2016,2015,,,119,143,13,2,2,0,139,,,,,176,,,,,,,,,,,89,65,97,324,18,148,115,37,95,47,,
00161000,University of Hawaii,2017,2016,,,123,116,6,5,0,0,66,,,,,206,,,,,,,,,,,89,70,,,,,109,,,,30,16
00162600,University of Idaho,2011,2010,65,0,85,60,14,3,3,3,230,200,0,197,0,166,102,88,,43,16,0,0,,0,0,90,65,200,197,,102,88,,43,16,,
00162600,University of Idaho,2012,2011,51,0,86,120,18,8,4,0,410,255,0,,,95,45,163,43,44,19,0,0,0,0,0,90,51,255,,,45,163,43,44,19,,
00162600,University of Idaho,2013,2012,51,0,97,72,12,10,3,0,443,284,0,,,173,84,94,59,42,21,0,0,0,0,0,90,51,284,,,84,94,59,42,21,,
00162600,University of Idaho,2014,2013,55,0,107,56,28,4,1,0,409,307,0,301,0,160,64,82,59,100,23,0,0,0,0,0,90,55,307,301,,64,82,59,100,23,,
00162600,University of Idaho,2015,2014,53,,107,56,28,4,1,0,409,307,,301,,160,64,82,59,100,23,,,,,,90,53,307,301,13,64,82,59,100,23,,
00162600,University of Idaho,2016,2015,,,89,116,9,8,2,0,434,,,,,160,,,,,,,,,,,90,50,263,223,13,67,79,41,82,40,,
00162600,University of Idaho,2017,2016,,,116,72,18,2,3,2,428,,,,,108,,,,,,,,,,,90,48,,,,,73,,,,30,16
00167100,Depaul University,2011,2010,82,48,152,175,43,13,14,3,652,46,524,165,33,202,195,244,,72,12,7,0,,0,0,86,130,570,198,,202,244,,72,12,,
00167100,Depaul University,2012,2011,79,37,143,157,26,15,11,2,720,43,342,,,212,152,298,11,61,42,0,0,0,0,0,86,116,385,,,152,298,11,61,42,,
00167100,Depaul University,2013,2012,78,39,167,144,32,11,9,0,824,459,77,,,168,125,242,14,85,50,8,49,3,2,2,86,117,536,,,133,291,17,87,52,,
00167100,Depaul University,2014,2013,80,39,280,260,33,10,6,0,873,162,299,110,10,240,146,274,71,83,55,5,0,0,0,0,86,119,461,120,,151,274,71,83,55,,
00167100,Depaul University,2015,2014,68,,186,168,37,7,9,0,632,384,,565,,142,109,201,41,73,55,,,,,,86,68,384,565,18,109,201,41,73,55,,
00167100,Depaul University,2016,2015,,,173,135,33,16,5,0,580,,,,,158,,,,,,,,,,,86,70,419,510,11,113,169,18,90,68,,
00167100,Depaul University,2017,2016,,,126,131,36,11,4,0,610,,,,,150,,,,,,,,,,,86,70,,,,,180,,,,28,15
