schoolid,schoolname,calendaryear,sprfactotal,sprftfactotal,sprftfacother,spradminfactotal,sprptfactotal,fallfactotal,fallftfactotal,fallftfacother,falladminfactotal,fallptfactotal,sprfacmen,sprftfacmen,sprotherftfacmen,spradminfacmen,sprptfacmen,fallfacmen,fallftfacmen,fallotherftfacmen,falladminfacmen,fallptfacmen,sprfacwomen,sprftfacwomen,sprotherftfacwomen,spradminfacwomen,sprptfacwomen,fallfacwomen,fallftfacwomen,fallotherftfacwomen,falladminfacwomen,fallptfacwomen,fallfacother,sprfacother,fallfacminority,sprfacminority,fallftfacminority,sprftfacminority,fallotherftfacminority,sprotherftfacminority,falladminfacother,spradminfacother,falladminfacminority,spradminfacminority,fallptfacminority,sprptfacminority,fallptfacother,sprptfacother
00132901,McGeorge School of Law,2016,99,30,0,10,59,78,39,0,10,29,61,19,,4,38,50,23,,4,23,38,11,,6,21,28,16,,6,6,0,0,11,16,7,6,,,0,0,0,0,4,10,0,0
00134201,Whittier Law School,2011,51,25,2,8,16,54,29,4,8,13,24,10,0,3,11,24,14,1,2,7,27,15,2,5,5,30,15,3,6,6,,,7,7,3,1,0,0,,,1,1,3,5,,
00134201,Whittier Law School,2012,62,25,2,8,27,65,24,2,10,29,33,13,1,2,17,33,13,1,3,16,29,12,1,6,10,32,11,1,7,13,,,10,10,3,3,0,0,,,2,1,5,6,,
00134201,Whittier Law School,2013,58,25,1,8,24,68,24,1,12,31,29,13,1,2,13,37,13,1,4,19,29,12,0,6,11,31,11,0,8,12,,,10,10,3,4,0,0,,,2,1,5,5,,
00134201,Whittier Law School,2014,55,26,,8,21,55,25,,8,22,29,14,,3,12,28,14,,2,12,26,12,,5,9,27,11,,6,10,0,0,13,9,5,5,,,0,0,0,0,8,4,0,0
00134201,Whittier Law School,2015,60,30,0,4,26,50,30,0,3,17,35,15,,1,19,28,14,,1,13,25,15,,3,7,22,16,,2,4,0,0,10,12,5,5,,,0,0,0,0,5,7,0,0
00134201,Whittier Law School,2016,56,23,0,10,23,47,18,0,13,16,31,11,,4,16,25,9,,5,11,25,12,,6,7,22,9,,8,5,0,0,9,10,3,4,,,0,0,2,1,4,5,0,0
00137000,University of Colorado,2011,78,46,2,1,29,84,48,2,3,31,48,27,2,1,18,57,27,2,2,26,30,19,0,0,11,27,21,0,1,5,,,13,12,11,9,0,0,,,0,0,2,3,,
00137000,University of Colorado,2012,74,46,1,4,23,74,46,2,3,23,44,25,1,2,16,51,27,2,2,20,30,21,0,2,7,23,19,0,1,3,,,11,15,10,13,0,0,,,0,0,1,2,,
00137000,University of Colorado,2013,79,42,0,4,33,80,44,0,3,33,44,23,0,2,19,54,25,0,2,27,35,19,0,2,14,26,19,0,1,6,,,13,11,12,9,0,0,,,0,0,1,2,,
00137000,University of Colorado,2014,79,48,,4,27,76,50,,4,22,48,28,,2,18,42,25,,2,15,31,20,,2,9,34,25,,2,7,0,0,13,16,12,13,,,0,0,0,0,1,3,0,0
00137000,University of Colorado,2015,76,45,0,5,26,79,48,0,5,26,40,23,,3,14,48,24,,3,21,36,22,,2,12,31,24,,2,5,0,0,16,17,14,14,,,0,0,0,0,2,3,0,0
00137000,University of Colorado,2016,85,48,0,9,28,72,46,0,9,17,45,27,,3,15,40,25,,3,12,40,21,,6,13,32,21,,6,5,0,0,13,13,10,10,,,0,0,1,0,2,3,0,0
00137100,University of Denver,2011,136,62,7,7,60,131,62,6,6,57,91,35,4,4,48,85,34,4,3,44,45,27,3,3,12,46,28,2,3,13,,,21,18,16,14,1,0,,,0,0,4,4,,
00137100,University of Denver,2012,163,70,5,2,86,144,73,6,2,63,111,36,4,2,69,87,39,3,2,43,52,34,1,0,17,57,34,3,0,20,,,21,18,17,14,0,0,,,0,0,4,4,,
00137100,University of Denver,2013,178,72,6,2,98,153,75,9,2,67,114,38,2,2,72,86,37,3,2,44,64,34,4,0,26,67,38,6,0,23,,,20,22,16,17,0,0,,,0,0,4,5,,
00137100,University of Denver,2014,172,87,,2,83,157,73,,2,82,107,42,,1,64,96,37,,1,58,65,45,,1,19,61,36,,1,24,0,0,21,25,17,18,,,0,0,0,0,4,7,0,0
00137100,University of Denver,2015,155,73,0,2,80,142,69,0,2,71,92,36,,1,55,80,33,,1,46,63,37,,1,25,62,36,,1,25,0,0,20,26,16,18,,,0,0,0,0,4,8,0,0
00137100,University of Denver,2016,188,75,0,5,108,156,71,0,5,80,117,37,,2,78,90,36,,2,52,71,38,,3,30,66,35,,3,28,0,0,22,28,15,16,,,0,0,2,2,5,10,0,0
00140201,Quinnipiac University,2011,79,26,7,3,43,72,29,6,3,34,52,17,5,2,28,49,17,4,2,26,27,9,2,1,15,23,12,2,1,8,,,2,4,2,2,0,2,,,0,0,0,0,,
00140201,Quinnipiac University,2012,77,27,5,3,42,65,26,5,3,31,49,17,4,2,26,45,16,4,2,23,28,10,1,1,16,20,10,1,1,8,,,2,4,2,2,0,0,,,0,0,0,2,,
00140201,Quinnipiac University,2013,80,26,4,4,46,61,24,4,4,29,52,16,3,3,30,43,16,3,2,22,28,10,1,1,16,18,8,1,2,7,,,4,3,3,2,0,0,,,0,0,1,1,,
00140201,Quinnipiac University,2014,83,20,,9,54,56,19,,6,31,54,14,,3,37,36,11,,2,23,29,6,,6,17,20,8,,4,8,0,0,2,4,2,3,,,0,0,0,0,0,1,0,0
00140201,Quinnipiac University,2015,69,23,0,6,40,52,20,0,5,27,41,14,,3,24,35,13,,2,20,28,9,,3,16,17,7,,3,7,0,0,2,2,2,2,,,0,0,0,0,0,0,0,0
00140201,Quinnipiac University,2016,73,24,0,6,43,62,22,0,5,35,44,15,,3,26,39,13,,2,24,29,9,,3,17,23,9,,3,11,0,0,4,2,1,2,,,0,0,0,0,3,0,0,0
00141706,University of Connecticut,2011,134,44,7,8,75,99,41,6,4,48,86,24,2,2,58,67,26,2,1,38,48,20,5,6,17,32,15,4,3,10,,,8,14,4,8,0,0,,,2,2,2,4,,
00141706,University of Connecticut,2012,132,37,6,8,81,108,38,6,7,57,88,21,2,2,63,71,24,2,1,44,44,16,4,6,18,37,14,4,6,13,,,12,10,6,4,0,0,,,2,2,4,4,,
00141706,University of Connecticut,2013,132,40,8,6,78,115,38,8,8,61,87,24,4,1,58,78,24,4,3,47,45,16,4,5,20,37,14,4,5,14,,,9,11,6,7,0,0,,,0,1,3,3,,
00141706,University of Connecticut,2014,136,47,,8,81,106,46,,8,52,88,29,,2,57,74,27,,4,43,48,18,,6,24,32,19,,4,9,0,0,10,12,7,6,,,0,0,1,1,2,5,0,0
00141706,University of Connecticut,2015,129,45,0,7,77,93,44,0,9,40,89,25,,4,60,60,28,,4,28,40,20,,3,17,33,16,,5,12,0,0,9,12,7,7,,,0,0,1,1,1,4,0,0
00141706,University of Connecticut,2016,119,44,0,9,66,111,42,0,8,61,78,28,,3,47,77,26,,3,48,41,16,,6,19,34,16,,5,13,0,0,8,10,5,7,,,0,0,1,1,2,2,0,0
00142600,Yale University,2011,155,64,10,16,65,144,61,9,15,59,110,49,6,8,47,107,47,6,9,45,45,15,4,8,18,37,14,3,6,14,,,15,13,9,7,0,0,,,2,4,4,2,,
00142600,Yale University,2012,153,60,12,19,62,167,71,14,16,66,105,43,8,10,44,122,53,10,9,50,48,17,4,9,18,45,18,4,7,16,,,17,17,8,10,3,1,,,3,3,3,3,,
00142600,Yale University,2013,153,64,12,19,58,169,70,11,19,69,106,48,8,9,41,116,51,7,11,47,47,16,4,10,17,53,19,4,8,22,,,17,17,11,9,2,3,,,3,3,1,2,,
00142600,Yale University,2014,172,71,,19,82,177,75,,16,86,118,51,,11,56,120,55,,11,54,54,20,,8,26,57,20,,5,32,0,0,21,16,11,12,,,0,0,2,2,8,2,0,0
00142600,Yale University,2015,159,63,0,12,84,193,71,0,12,110,105,42,,8,55,133,51,,9,73,54,21,,4,29,60,20,,3,37,0,0,13,15,7,7,,,0,0,1,1,5,7,0,0
00142600,Yale University,2016,188,70,0,17,101,200,80,0,17,103,125,47,,9,69,137,55,,9,73,63,23,,8,32,63,25,,8,30,0,0,21,21,11,12,,,0,0,3,3,7,6,0,0
00143401,American University,2011,270,106,15,1,148,260,102,15,1,142,168,60,4,1,103,155,57,4,1,93,102,46,11,0,45,105,45,11,0,49,,,39,41,18,19,5,5,,,1,1,15,16,,
00143401,American University,2012,276,108,21,1,146,265,103,23,1,138,170,60,7,1,102,156,56,8,1,91,106,48,14,0,44,109,47,15,0,47,,,39,40,15,19,7,7,,,1,1,16,13,,
00143401,American University,2013,277,104,11,1,161,254,103,10,1,140,166,54,4,1,107,158,54,3,1,100,111,50,7,0,54,96,49,7,0,40,,,40,42,20,24,3,3,,,1,1,16,14,,
00143401,American University,2014,282,94,,1,187,253,90,,1,162,172,48,,1,123,158,46,,1,111,110,46,,0,64,95,44,,0,51,0,0,37,38,21,22,,,0,0,1,1,15,15,0,0
00143401,American University,2015,324,102,0,1,221,226,91,0,1,134,195,49,,1,145,132,40,,1,91,127,53,,0,74,94,51,,0,43,0,2,43,43,26,24,,,0,0,1,1,16,18,0,2
00143401,American University,2016,348,49,0,29,270,226,48,0,26,152,208,23,,14,171,131,24,,10,97,140,26,,15,99,95,24,,16,55,0,0,41,62,12,12,,,0,0,6,7,23,43,0,0
00143711,Catholic University of America,2011,131,50,6,2,73,110,52,4,3,51,88,26,2,1,59,66,27,2,2,35,43,24,4,1,14,44,25,2,1,16,,,14,17,7,8,1,1,,,1,1,5,7,,
00143711,Catholic University of America,2012,113,49,2,2,60,94,43,2,3,46,72,26,1,1,44,63,23,1,2,37,41,23,1,1,16,31,20,1,1,9,,,10,14,5,7,0,0,,,1,1,4,6,,
00143711,Catholic University of America,2013,120,40,3,5,72,90,39,2,2,47,82,21,2,4,55,57,21,1,2,33,38,19,1,1,17,33,18,1,0,14,,,7,11,4,5,0,0,,,0,1,3,5,,
00143711,Catholic University of America,2014,96,42,,2,52,76,38,,3,35,64,23,,2,39,52,23,,2,27,32,19,,0,13,24,15,,1,8,0,0,7,9,3,4,,,0,0,0,0,4,5,0,0
00143711,Catholic University of America,2015,89,35,0,3,51,72,32,0,3,37,58,20,,2,36,43,13,,2,28,31,15,,1,15,29,19,,1,9,0,0,9,8,5,3,,,0,0,0,0,4,5,0,0
00143711,Catholic University of America,2016,89,32,0,3,54,70,27,0,3,40,57,16,,2,39,45,10,,2,33,32,16,,1,15,25,17,,1,7,0,0,10,12,5,4,,,0,0,0,0,5,8,0,0
00144102,District of Columbia,2011,45,20,0,3,22,46,20,0,3,23,22,11,0,1,10,20,10,0,1,9,23,9,0,2,12,26,10,0,2,14,,,26,27,10,10,0,0,,,1,1,15,16,,
00144102,District of Columbia,2012,46,21,0,1,24,44,20,0,2,22,25,12,0,0,13,24,13,0,0,11,21,9,0,1,11,20,7,0,2,11,,,19,23,7,10,0,0,,,0,0,12,13,,
00144102,District of Columbia,2013,42,17,0,2,23,47,18,0,2,27,22,10,0,0,12,22,8,0,0,14,20,7,0,2,11,25,10,0,2,13,,,22,18,8,6,0,0,,,0,0,14,12,,
00144102,District of Columbia,2014,54,18,,4,32,51,20,,4,27,26,8,,0,18,23,9,,0,14,28,10,,4,14,28,11,,4,13,0,0,27,25,11,8,,,0,0,1,1,15,16,0,0
00144102,District of Columbia,2015,47,17,0,5,25,53,18,0,5,30,21,9,,0,12,26,8,,0,18,26,8,,5,13,27,10,,5,12,0,0,25,24,11,9,,,0,0,0,0,14,15,0,0
00144102,District of Columbia,2016,56,16,0,10,30,49,17,0,10,22,25,7,,2,16,23,7,,2,14,31,9,,8,14,26,10,,8,8,0,0,25,29,9,10,,,0,0,5,4,11,15,0,0
00144402,George Washington University,2011,314,90,4,21,199,267,87,4,21,155,212,57,0,9,146,185,53,2,10,120,102,33,4,12,53,82,34,2,11,35,,,30,42,13,14,0,1,,,5,5,12,22,,
00144402,George Washington University,2012,300,86,7,22,185,275,87,11,19,158,204,54,1,11,138,192,59,2,11,120,96,32,6,11,47,83,28,9,8,38,,,31,41,10,14,4,0,,,4,6,13,21,,
00144402,George Washington University,2013,289,86,11,23,169,281,83,10,23,165,199,55,3,11,130,193,52,4,12,125,90,31,8,12,39,88,31,6,11,40,,,34,37,13,11,2,2,,,6,7,13,17,,
00144402,George Washington University,2014,317,70,,23,224,295,72,,22,201,219,41,,13,165,194,43,,12,139,98,29,,10,59,101,29,,10,62,0,0,33,42,9,12,,,0,0,7,6,17,24,0,0
00144402,George Washington University,2015,371,71,0,24,276,353,70,0,23,260,242,42,,13,187,238,42,,12,184,129,29,,11,89,115,28,,11,76,0,0,45,52,11,10,,,0,0,7,7,27,35,0,0
00144402,George Washington University,2016,348,73,0,19,256,324,69,0,19,236,222,44,,11,167,216,41,,11,164,126,29,,8,89,108,28,,8,72,0,0,41,51,13,12,,,0,0,5,5,23,34,0,0
00144503,Georgetown University,2011,297,124,6,22,145,276,130,7,17,122,199,76,2,6,115,184,79,2,8,95,98,48,4,16,30,92,51,5,9,27,,,29,26,16,12,1,1,,,4,4,8,9,,
00144503,Georgetown University,2012,320,136,7,21,156,297,140,6,22,129,222,86,2,10,124,199,83,2,10,104,98,50,5,11,32,98,57,4,12,25,,,26,32,19,18,2,2,,,3,3,2,9,,
00144503,Georgetown University,2013,309,143,1,25,140,310,131,1,24,154,203,86,1,12,104,212,74,1,12,125,106,57,0,13,36,98,57,0,12,29,,,22,28,17,20,0,0,,,4,4,1,4,,
00144503,Georgetown University,2014,329,124,,20,185,293,124,,20,149,219,74,,11,134,207,72,,11,124,110,50,,9,51,86,52,,9,25,0,0,20,29,15,16,,,0,0,4,4,1,9,0,0
00144503,Georgetown University,2015,352,126,0,24,202,298,128,0,25,145,234,73,,10,151,206,77,,10,119,118,53,,14,51,92,51,,15,26,0,0,23,25,18,16,,,0,0,4,4,1,5,0,0
00144503,Georgetown University,2016,356,130,0,21,205,327,140,0,18,169,228,78,,8,142,220,80,,8,132,128,52,,13,63,107,60,,10,37,0,0,27,30,22,19,,,0,0,3,4,2,7,0,0
00144802,Howard University,2011,64,19,3,7,35,66,21,4,8,33,40,12,1,3,24,39,13,2,3,21,24,7,2,4,11,27,8,2,5,12,,,48,48,16,15,2,2,,,8,7,22,24,,
00144802,Howard University,2012,58,18,7,7,26,58,20,5,9,24,34,10,3,3,18,33,9,3,5,16,24,8,4,4,8,25,11,2,4,8,,,44,42,16,13,3,5,,,8,6,17,18,,
00144802,Howard University,2013,60,20,3,6,31,56,20,4,7,25,32,10,1,2,19,28,8,2,3,15,28,10,2,4,12,28,12,2,4,10,,,45,47,16,17,2,1,,,7,6,20,23,,
00144802,Howard University,2014,51,18,,6,27,57,19,,7,31,29,10,,2,17,32,7,,3,22,22,8,,4,10,25,12,,4,9,0,0,42,39,14,15,,,0,0,7,6,21,18,0,0
00144802,Howard University,2015,53,20,0,7,26,63,25,0,9,29,29,11,,2,16,34,12,,3,19,24,9,,5,10,29,13,,6,10,0,0,47,40,19,15,,,0,0,8,7,20,18,0,0
00144802,Howard University,2016,61,24,0,9,28,59,27,0,8,24,34,13,,2,19,31,13,,2,16,27,11,,7,9,28,14,,6,8,0,0,48,51,20,19,,,0,0,8,8,20,24,0,0
00146601,Barry University,2011,75,34,0,5,36,69,32,1,6,30,48,20,0,1,27,43,18,0,2,23,27,14,0,4,9,26,14,1,4,7,,,15,12,9,8,0,0,,,2,1,4,3,,
00146601,Barry University,2012,72,32,0,7,33,66,32,3,7,24,49,17,0,3,29,40,16,3,3,18,23,15,0,4,4,26,16,0,4,6,,,14,13,10,7,0,0,,,2,2,2,4,,
00146601,Barry University,2013,66,29,2,10,25,67,32,1,8,26,40,15,2,4,19,39,15,1,3,20,26,14,0,6,6,28,17,0,5,6,,,13,14,9,9,0,0,,,2,2,2,3,,
00146601,Barry University,2014,74,36,,10,28,73,35,,9,29,43,19,,2,22,42,17,,2,23,31,17,,8,6,31,18,,7,6,0,0,17,14,9,9,,,0,0,3,3,5,2,0,0
00146601,Barry University,2015,90,35,0,11,44,80,34,0,13,33,50,16,,4,30,45,18,,3,24,40,19,,7,14,35,16,,10,9,0,0,19,19,12,10,,,0,0,3,3,4,6,0,0
00146601,Barry University,2016,90,34,0,12,44,77,29,0,12,36,51,18,,3,30,46,15,,4,27,39,16,,9,14,31,14,,8,9,0,0,21,23,10,12,,,0,0,4,4,7,7,0,0
00146800,St. Thomas University (Florida),2011,86,35,2,7,42,80,37,2,7,34,57,19,2,4,32,52,21,2,4,25,29,16,0,3,10,28,16,0,3,9,,,21,20,9,7,0,0,,,3,3,9,10,,
00146800,St. Thomas University (Florida),2012,92,37,2,7,46,85,33,2,5,45,60,21,2,4,33,59,18,2,3,36,32,16,0,3,13,26,15,0,2,9,,,23,21,8,9,0,0,,,3,3,12,9,,
00146800,St. Thomas University (Florida),2013,91,34,2,7,48,75,32,2,6,35,63,20,2,4,37,49,18,2,3,26,28,14,0,3,11,26,14,0,3,9,,,22,22,7,9,0,0,,,4,3,11,10,,
00146800,St. Thomas University (Florida),2014,89,33,,10,46,80,32,,9,39,62,21,,5,36,51,19,,5,27,27,12,,5,10,29,13,,4,12,0,0,21,18,5,6,,,0,0,5,4,11,8,0,0
00146800,St. Thomas University (Florida),2015,87,31,0,11,45,75,30,0,11,34,56,19,,5,32,46,18,,5,23,31,12,,6,13,29,12,,6,11,0,0,22,21,5,4,,,0,0,6,6,11,11,0,0
00146800,St. Thomas University (Florida),2016,81,27,0,11,43,72,29,0,9,34,53,15,,5,33,40,15,,3,22,28,12,,6,10,32,14,,6,12,0,0,23,21,5,3,,,0,0,5,6,13,12,0,0
00148001,Florida A&M University,2011,58,24,5,9,20,57,25,9,8,15,32,11,4,3,14,32,12,4,3,13,26,13,1,6,6,25,13,5,5,2,,,34,32,18,17,5,3,,,6,8,5,4,,
00148001,Florida A&M University,2012,55,24,7,9,15,41,20,5,5,11,31,11,4,3,13,23,10,2,1,10,24,13,3,6,2,18,10,3,4,1,,,24,33,13,18,4,3,,,3,7,4,5,,
00148001,Florida A&M University,2013,53,22,7,9,15,44,19,4,7,14,31,11,4,4,12,26,9,2,3,12,22,11,3,5,3,18,10,2,4,2,,,28,31,14,17,4,3,,,5,6,5,5,,
00148001,Florida A&M University,2014,45,25,,8,12,38,19,,7,12,25,11,,4,10,21,8,,3,10,20,14,,4,2,17,11,,4,2,0,0,27,29,18,20,,,0,0,5,5,4,4,0,0
00148001,Florida A&M University,2015,51,27,0,7,17,43,20,0,6,17,27,11,,4,12,22,8,,2,12,24,16,,3,5,21,12,,4,5,0,0,29,34,19,22,,,0,0,5,5,5,7,0,0
00148001,Florida A&M University,2016,59,35,0,7,17,47,33,0,4,10,30,15,,2,13,23,15,,0,8,29,20,,5,4,24,18,,4,2,0,0,34,40,27,28,,,0,0,4,5,3,7,0,0
00148900,Florida State University,2011,89,44,0,15,30,84,41,0,10,33,55,27,0,3,25,52,25,0,2,25,34,17,0,12,5,32,16,0,8,8,,,12,11,7,5,0,0,,,3,3,2,3,,
00148900,Florida State University,2012,95,46,0,15,34,84,43,1,15,25,57,27,0,3,27,47,27,1,3,16,38,19,0,12,7,37,16,0,12,9,,,13,11,7,7,0,0,,,5,3,1,1,,
00148900,Florida State University,2013,98,44,1,16,37,82,41,1,15,25,62,29,1,3,29,50,27,1,3,19,36,15,0,13,8,32,14,0,12,6,,,13,13,7,7,0,0,,,5,5,1,1,,
00148900,Florida State University,2014,92,39,,15,38,79,40,,15,24,54,27,,3,24,47,27,,3,17,38,12,,12,14,32,13,,12,7,0,0,13,14,6,7,,,0,0,4,4,3,3,0,0
00148900,Florida State University,2015,91,43,0,15,33,83,39,0,15,29,59,30,,3,26,48,24,,3,21,32,13,,12,7,35,15,,12,8,0,0,15,15,5,7,,,0,0,5,4,5,4,0,0
00148900,Florida State University,2016,88,41,0,15,32,83,38,0,15,30,55,26,,3,26,49,24,,2,23,33,15,,12,6,34,14,,13,7,0,0,16,12,5,5,,,0,0,5,5,6,2,0,0
00150900,Nova Southeastern University,2011,105,50,9,9,37,125,52,8,8,57,64,28,4,3,29,70,29,3,3,35,41,22,5,6,8,55,23,5,5,22,,,29,26,14,10,3,4,,,3,3,9,9,,
00150900,Nova Southeastern University,2012,119,52,8,9,50,118,49,9,9,51,70,30,3,3,34,67,27,3,3,34,49,22,5,6,16,51,22,6,6,17,,,25,28,11,12,4,3,,,3,3,7,10,,
00150900,Nova Southeastern University,2013,113,45,8,12,48,118,47,8,12,51,70,26,3,5,36,67,26,3,5,33,43,19,5,7,12,51,21,5,7,18,,,25,26,11,10,3,3,,,4,4,7,9,,
00150900,Nova Southeastern University,2014,111,60,,9,42,114,49,,11,54,64,30,,4,30,65,25,,5,35,47,30,,5,12,49,24,,6,19,0,0,25,27,16,16,,,0,0,2,2,7,9,0,0
00150900,Nova Southeastern University,2015,100,47,0,10,43,95,48,0,10,37,55,23,,4,28,54,24,,5,25,45,24,,6,15,41,24,,5,12,0,0,22,23,15,14,,,0,0,2,2,5,7,0,0
00150900,Nova Southeastern University,2016,85,48,0,7,30,74,40,0,8,26,48,24,,3,21,38,18,,3,17,37,24,,4,9,36,22,,5,9,0,0,18,20,13,15,,,0,0,2,2,3,3,0,0
00153101,Stetson University,2011,114,54,3,5,52,133,58,1,4,70,69,28,3,2,36,85,30,1,2,52,45,26,0,3,16,48,28,0,2,18,,,17,10,9,8,0,0,,,0,0,8,2,,
00153101,Stetson University,2012,128,52,2,4,70,124,48,2,5,69,79,28,2,2,47,79,24,2,2,51,49,24,0,2,23,45,24,0,3,18,,,10,14,8,10,0,0,,,0,0,2,4,,
00153101,Stetson University,2013,131,51,1,5,74,119,48,3,5,63,83,27,1,2,53,71,24,3,2,42,48,24,0,3,21,48,24,0,3,21,,,14,9,8,8,0,0,,,0,0,6,1,,
00153101,Stetson University,2014,118,50,,5,63,111,44,,5,62,71,27,,2,42,60,19,,2,39,47,23,,3,21,51,25,,3,23,0,0,15,11,9,7,,,0,0,0,0,6,4,0,0
00153101,Stetson University,2015,120,43,0,5,72,112,45,0,5,62,70,21,,2,47,62,21,,2,39,50,22,,3,25,50,24,,3,23,0,0,18,14,10,9,,,0,0,0,0,8,5,0,0
00153101,Stetson University,2016,115,37,0,5,73,102,41,0,5,56,70,18,,2,50,56,18,,2,36,45,19,,3,23,46,23,,3,20,0,0,15,13,9,9,,,0,0,1,0,5,4,0,0
00153505,University of Florida,2011,119,61,8,17,33,121,61,9,19,32,73,31,5,9,28,65,27,6,10,22,46,30,3,8,5,56,34,3,9,10,,,16,14,12,11,0,0,,,3,2,1,1,,
00153505,University of Florida,2012,124,61,10,15,38,118,62,9,20,27,72,29,7,6,30,64,28,7,7,22,52,32,3,9,8,54,34,2,13,5,,,17,16,13,12,0,0,,,3,2,1,2,,
00153505,University of Florida,2013,123,61,8,20,34,107,58,5,22,22,70,28,6,8,28,59,30,3,7,19,53,33,2,12,6,48,28,2,15,3,,,16,16,11,12,0,0,,,4,3,1,1,,
00153505,University of Florida,2014,115,58,,27,30,109,59,,27,23,63,31,,8,24,54,30,,7,17,52,27,,19,6,55,29,,20,6,0,0,18,15,12,10,,,0,0,6,5,0,0,0,0
00153505,University of Florida,2015,115,74,0,14,27,108,68,0,15,25,64,38,,4,22,58,33,,3,22,51,36,,10,5,50,35,,12,3,0,0,17,14,15,13,,,0,0,2,1,0,0,0,0
00153505,University of Florida,2016,115,67,0,14,34,111,66,0,15,30,61,34,,3,24,61,34,,2,25,54,33,,11,10,50,32,,13,5,0,0,21,22,17,18,,,0,0,3,2,1,2,0,0
00153601,University of Miami,2011,207,82,0,20,105,189,82,0,21,86,125,45,0,6,74,111,45,0,5,61,82,37,0,14,31,78,37,0,16,25,,,40,44,18,17,0,0,,,6,6,16,21,,
00153601,University of Miami,2012,214,84,7,20,103,172,79,7,21,65,119,45,3,4,67,94,43,4,4,43,95,39,4,16,36,78,36,3,17,22,,,35,46,17,19,1,1,,,6,6,11,20,,
00153601,University of Miami,2013,218,80,8,22,108,174,76,7,22,69,122,42,4,4,72,93,40,3,5,45,96,38,4,18,36,81,36,4,17,24,,,36,46,17,18,0,2,,,8,8,11,18,,
00153601,University of Miami,2014,240,82,,20,138,203,77,,23,103,140,44,,4,92,116,42,,4,70,100,38,,16,46,87,35,,19,33,0,0,37,49,15,17,,,0,0,8,8,14,24,0,0
00153601,University of Miami,2015,188,78,0,22,88,162,72,0,27,63,114,43,,5,66,92,41,,6,45,74,35,,17,22,70,31,,21,18,0,0,28,36,13,15,,,0,0,9,9,6,12,0,0
00153601,University of Miami,2016,198,78,0,22,98,138,70,0,20,48,124,43,,5,76,80,39,,4,37,74,35,,17,22,58,31,,16,11,0,0,27,36,15,16,,,0,0,7,6,5,14,0,0
00156400,Emory University,2011,112,65,0,4,43,116,63,0,4,49,69,34,0,3,32,79,34,0,3,42,43,31,0,1,11,37,29,0,1,7,,,7,7,6,6,0,0,,,1,1,0,0,,
00156400,Emory University,2012,128,61,6,6,55,122,64,8,6,44,80,31,4,5,40,76,32,6,5,33,48,30,2,1,15,46,32,2,1,11,,,13,12,9,8,2,1,,,1,1,1,2,,
00156400,Emory University,2013,147,63,5,8,71,120,60,5,8,47,91,32,3,6,50,78,31,3,6,38,56,31,2,2,21,42,29,2,2,9,,,11,15,7,8,1,1,,,2,2,1,4,,
00156400,Emory University,2014,151,64,,8,79,131,61,,8,62,88,32,,4,52,79,31,,4,44,63,32,,4,27,52,30,,4,18,0,0,11,16,7,9,,,0,0,2,2,2,5,0,0
00156400,Emory University,2015,131,63,0,9,59,137,68,0,9,60,77,35,,4,38,85,37,,4,44,54,28,,5,21,52,31,,5,16,0,0,17,14,13,10,,,0,0,2,2,2,2,0,0
00156400,Emory University,2016,137,60,0,10,67,137,62,0,10,65,81,34,,4,43,87,37,,4,46,56,26,,6,24,50,25,,6,19,0,0,19,14,12,10,,,0,0,2,2,5,2,0,0
00157400,Georgia State University,2011,106,47,11,10,38,84,50,11,10,13,58,25,4,4,25,42,28,4,4,6,48,22,7,6,13,42,22,7,6,7,,,14,13,7,7,1,1,,,2,2,4,3,,
00157400,Georgia State University,2012,103,46,14,10,33,74,43,14,9,8,57,26,4,4,23,36,25,3,4,4,46,20,10,6,10,38,18,11,5,4,,,16,14,8,6,3,3,,,2,2,3,3,,
00157400,Georgia State University,2013,110,47,18,10,35,72,42,17,9,4,59,24,7,4,24,35,23,6,4,2,51,23,11,6,11,37,19,11,5,2,,,14,13,8,7,2,2,,,2,2,2,2,,
00157400,Georgia State University,2014,102,56,,10,36,81,55,,10,16,54,26,,4,24,40,27,,4,9,48,30,,6,12,41,28,,6,7,0,0,17,17,12,11,,,0,0,2,2,3,4,0,0
00157400,Georgia State University,2015,105,56,0,11,38,89,59,0,10,20,57,26,,4,27,40,27,,4,9,48,30,,7,11,49,32,,6,11,0,0,17,16,13,12,,,0,0,2,2,2,2,0,0
00157400,Georgia State University,2016,118,57,0,13,48,87,59,0,9,19,66,27,,6,33,42,28,,3,11,52,30,,7,15,45,31,,6,8,0,0,15,14,12,11,,,0,0,2,2,1,1,0,0
00158015,Mercer University,2011,68,27,0,8,33,55,26,0,8,21,49,18,0,5,26,39,16,0,5,18,19,9,0,3,7,16,10,0,3,3,,,4,4,3,3,0,0,,,0,0,1,1,,
00158015,Mercer University,2012,68,24,0,9,35,59,27,0,9,23,46,16,0,5,25,36,15,0,5,16,22,8,0,4,10,23,12,0,4,7,,,5,4,2,3,0,0,,,1,0,2,1,,
00158015,Mercer University,2013,73,25,3,9,36,63,28,1,9,25,48,15,2,5,26,40,18,0,5,17,25,10,1,4,10,23,10,1,4,8,,,7,4,4,2,0,0,,,1,1,2,1,,
