schoolid,schoolname,calendaryear,sprfactotal,sprftfactotal,sprftfacother,spradminfactotal,sprptfactotal,fallfactotal,fallftfactotal,fallftfacother,falladminfactotal,fallptfactotal,sprfacmen,sprftfacmen,sprotherftfacmen,spradminfacmen,sprptfacmen,fallfacmen,fallftfacmen,fallotherftfacmen,falladminfacmen,fallptfacmen,sprfacwomen,sprftfacwomen,sprotherftfacwomen,spradminfacwomen,sprptfacwomen,fallfacwomen,fallftfacwomen,fallotherftfacwomen,falladminfacwomen,fallptfacwomen,fallfacother,sprfacother,fallfacminority,sprfacminority,fallftfacminority,sprftfacminority,fallotherftfacminority,sprotherftfacminority,falladminfacother,spradminfacother,falladminfacminority,spradminfacminority,fallptfacminority,sprptfacminority,fallptfacother,sprptfacother
00199900,University of Louisville,2015,44,22,0,9,13,43,21,0,9,13,28,12,,6,10,28,13,,6,9,16,10,,3,3,15,8,,3,4,0,0,5,5,4,5,,,0,0,1,0,0,0,0,0
00199900,University of Louisville,2016,47,22,0,12,13,43,22,0,11,10,29,15,,7,7,29,14,,7,8,18,7,,5,6,14,8,,4,2,0,0,6,5,4,3,,,0,0,2,2,0,0,0,0
00201000,Louisiana State University,2011,75,29,8,7,31,75,29,11,8,27,61,21,4,6,30,57,20,7,6,24,14,8,4,1,1,18,9,4,2,3,,,6,7,3,3,2,2,,,0,0,1,2,,
00201000,Louisiana State University,2012,77,28,9,7,33,67,26,9,9,23,62,20,5,6,31,51,18,6,7,20,15,8,4,1,2,16,8,3,2,3,,,5,7,2,3,1,2,,,1,0,1,2,,
00201000,Louisiana State University,2013,77,26,9,12,30,72,29,8,12,23,62,19,6,8,29,52,21,4,8,19,15,7,3,4,1,20,8,4,4,4,,,6,7,2,2,1,1,,,2,2,1,2,,
00201000,Louisiana State University,2014,74,36,,11,27,68,35,,11,22,57,24,,7,26,50,23,,7,20,17,12,,4,1,18,12,,4,2,0,0,6,7,3,3,,,0,0,2,2,1,2,0,0
00201000,Louisiana State University,2015,73,30,0,11,32,63,30,0,10,23,56,19,,8,29,48,19,,7,22,17,11,,3,3,15,11,,3,1,0,0,5,7,2,3,,,0,0,2,2,1,2,0,0
00201000,Louisiana State University,2016,72,29,0,9,34,54,27,0,9,18,56,18,,7,31,40,16,,7,17,16,11,,2,3,14,11,,2,1,0,0,5,6,3,3,,,0,0,1,1,1,2,0,0
00201600,Loyola University-New Orleans,2011,82,40,12,3,27,82,40,12,5,25,53,23,7,2,21,52,22,6,3,21,29,17,5,1,6,30,18,6,2,4,,,16,11,11,11,2,0,,,1,0,2,0,,
00201600,Loyola University-New Orleans,2012,94,39,13,12,30,89,39,10,12,28,56,21,6,6,23,52,18,3,7,24,38,18,7,6,7,37,21,7,5,4,,,17,14,12,10,1,2,,,2,2,2,0,,
00201600,Loyola University-New Orleans,2013,85,39,11,12,23,77,38,11,9,19,45,19,4,7,15,43,18,3,6,16,40,20,7,5,8,34,20,8,3,3,,,15,12,12,9,0,1,,,1,2,2,0,,
00201600,Loyola University-New Orleans,2014,79,48,,8,23,73,46,,8,19,46,22,,5,19,42,22,,5,15,33,26,,3,4,31,24,,3,4,0,0,15,13,12,12,,,0,0,1,1,2,0,0,0
00201600,Loyola University-New Orleans,2015,76,45,0,8,23,64,42,0,7,15,43,20,,5,18,38,20,,4,14,33,25,,3,5,26,22,,3,1,0,0,11,12,11,11,,,0,0,0,1,0,0,0,0
00201600,Loyola University-New Orleans,2016,68,41,0,6,21,64,40,0,6,18,41,21,,3,17,35,18,,4,13,27,20,,3,4,29,22,,2,5,0,0,13,11,12,11,,,0,0,0,0,1,0,0,0
00202500,Southern University,2011,60,36,0,5,19,74,39,0,5,30,35,17,0,4,14,37,17,0,4,16,25,19,0,1,5,37,22,0,1,14,,,50,35,26,23,0,0,,,5,5,19,7,,
00202500,Southern University,2012,71,38,0,5,28,70,35,0,3,32,39,17,0,4,18,36,17,0,2,17,32,21,0,1,10,34,18,0,1,15,,,46,44,22,25,0,0,,,3,5,21,14,,
00202500,Southern University,2013,65,35,0,5,25,67,36,0,3,28,39,15,0,4,20,37,17,0,2,18,26,20,0,1,5,30,19,0,1,10,,,44,45,23,23,0,0,,,3,5,18,17,,
00202500,Southern University,2014,60,23,,5,32,48,25,,3,20,38,13,,4,21,30,15,,2,13,22,10,,1,11,18,10,,1,7,0,0,32,37,15,13,,,0,0,3,5,14,19,0,0
00202500,Southern University,2015,35,24,0,11,0,34,25,0,9,0,15,10,,5,0,15,12,,3,0,20,14,,6,0,19,13,,6,0,0,0,25,25,17,15,,,0,0,8,10,0,0,0,0
00202500,Southern University,2016,34,24,0,10,0,33,24,0,9,0,14,10,,4,0,14,11,,3,0,20,14,,6,0,19,13,,6,0,0,0,24,24,16,15,,,0,0,8,9,0,0,0,0
00202900,Tulane University,2011,111,47,9,5,50,86,43,9,4,30,78,30,2,2,44,58,27,3,2,26,33,17,7,3,6,28,16,6,2,4,,,6,6,5,4,0,0,,,0,0,1,2,,
00202900,Tulane University,2012,102,48,9,5,40,92,45,9,4,34,68,30,3,2,33,59,26,2,3,28,34,18,6,3,7,33,19,7,1,6,,,5,6,4,4,0,0,,,0,0,1,2,,
00202900,Tulane University,2013,90,42,10,5,33,91,42,9,5,35,54,24,3,4,23,56,22,1,4,29,36,18,7,1,10,35,20,8,1,6,,,7,4,4,4,0,0,,,0,0,3,0,,
00202900,Tulane University,2014,87,49,,5,33,92,50,,6,36,54,26,,4,24,61,26,,5,30,33,23,,1,9,31,24,,1,6,0,0,5,4,4,3,,,0,0,0,0,1,1,0,0
00202900,Tulane University,2015,94,45,0,6,43,85,40,0,7,38,63,25,,5,33,57,20,,6,31,31,20,,1,10,28,20,,1,7,0,0,4,9,3,5,,,0,0,0,0,1,4,0,0
00202900,Tulane University,2016,102,45,0,7,50,93,44,0,8,41,65,24,,5,36,63,25,,6,32,37,21,,2,14,30,19,,2,9,0,0,5,6,4,5,,,0,0,0,0,1,1,0,0
00205400,University of Maine,2011,39,16,1,7,15,36,16,0,7,13,27,12,1,3,11,24,12,0,3,9,12,4,0,4,4,12,4,0,4,4,,,0,0,0,0,0,0,,,0,0,0,0,,
00205400,University of Maine,2012,41,16,1,7,17,42,16,2,6,18,28,11,1,3,13,28,11,1,2,14,13,5,0,4,4,14,5,1,4,4,,,0,0,0,0,0,0,,,0,0,0,0,,
00205400,University of Maine,2013,45,18,3,5,19,43,19,3,5,16,29,12,2,1,14,28,13,2,1,12,16,6,1,4,5,15,6,1,4,4,,,2,0,0,0,0,0,,,0,0,2,0,,
00205400,University of Maine,2014,40,13,,7,20,39,13,,8,18,26,9,,1,16,23,8,,3,12,14,4,,6,4,16,5,,5,6,0,0,1,1,0,0,,,0,0,0,0,1,1,0,0
00205400,University of Maine,2015,49,15,0,5,29,38,19,0,4,15,31,8,,2,21,22,11,,0,11,18,7,,3,8,16,8,,4,4,0,0,2,1,1,0,,,0,0,1,1,0,0,0,0
00205400,University of Maine,2016,49,14,0,5,30,40,19,0,5,16,30,9,,0,21,18,11,,0,7,19,5,,5,9,22,8,,5,9,0,0,4,2,2,0,,,0,0,1,1,1,1,0,0
00210200,University of Baltimore,2011,133,42,7,7,77,119,50,9,5,55,83,25,4,3,51,76,30,3,2,41,50,17,3,4,26,43,20,6,3,14,,,15,14,7,6,3,1,,,0,0,5,7,,
00210200,University of Baltimore,2012,140,52,7,6,75,119,52,7,5,55,83,31,2,3,47,78,32,3,2,41,57,21,5,3,28,41,20,4,3,14,,,13,13,8,7,2,2,,,0,1,3,3,,
00210200,University of Baltimore,2013,133,49,6,6,72,111,52,7,7,45,78,31,2,2,43,68,31,2,2,33,55,18,4,4,29,43,21,5,5,12,,,12,12,8,6,2,2,,,0,0,2,4,,
00210200,University of Baltimore,2014,144,56,,6,82,117,59,,7,51,83,33,,1,49,71,33,,1,37,61,23,,5,33,46,26,,6,14,0,0,15,18,11,11,,,0,0,1,0,3,7,0,0
00210200,University of Baltimore,2015,144,59,0,9,76,118,58,0,10,50,85,32,,1,52,69,30,,2,37,59,27,,8,24,49,28,,8,13,0,0,12,18,8,11,,,0,0,1,1,3,6,0,0
00210200,University of Baltimore,2016,124,52,0,11,61,103,52,0,11,40,74,28,,3,43,59,27,,3,29,50,24,,8,18,44,25,,8,11,0,0,16,16,10,8,,,0,0,1,1,5,7,0,0
00210400,University of Maryland,2011,166,64,1,15,86,128,61,3,13,51,91,31,0,4,56,70,31,0,3,36,75,33,1,11,30,58,30,3,10,15,,,24,24,16,14,0,0,,,3,3,5,7,,
00210400,University of Maryland,2012,155,58,3,17,77,138,61,4,15,58,88,28,0,5,55,77,30,1,5,41,67,30,3,12,22,61,31,3,10,17,,,21,24,13,12,0,0,,,4,4,4,8,,
00210400,University of Maryland,2013,158,55,5,19,79,139,60,3,17,59,82,27,2,6,47,81,31,1,6,43,76,28,3,13,32,58,29,2,11,16,,,22,22,14,13,0,0,,,4,4,4,5,,
00210400,University of Maryland,2014,173,60,,17,96,131,51,,18,62,95,28,,6,61,75,24,,8,43,78,32,,11,35,56,27,,10,19,0,0,18,26,10,15,,,0,0,3,4,5,7,0,0
00210400,University of Maryland,2015,156,47,0,16,93,112,49,0,16,47,90,20,,8,62,59,22,,8,29,66,27,,8,31,53,27,,8,18,0,0,15,19,10,9,,,0,0,2,3,3,7,0,0
00210400,University of Maryland,2016,129,49,0,16,64,118,49,0,17,52,73,22,,8,43,66,21,,10,35,56,27,,8,21,52,28,,7,17,0,0,17,21,10,10,,,0,0,3,2,4,9,0,0
00212801,Boston College,2011,101,50,1,13,37,102,52,0,12,38,61,29,1,4,27,67,31,0,4,32,40,21,0,9,10,35,21,0,8,6,,,13,13,9,10,0,0,,,3,2,1,1,,
00212801,Boston College,2012,101,53,0,13,35,98,49,0,12,37,61,33,0,4,24,62,29,0,4,29,40,20,0,9,11,36,20,0,8,8,,,10,13,6,9,0,0,,,4,3,0,1,,
00212801,Boston College,2013,105,51,0,11,43,105,54,0,13,38,57,29,0,3,25,60,28,0,5,27,48,22,0,8,18,45,26,0,8,11,,,14,14,7,6,0,0,,,6,5,1,3,,
00212801,Boston College,2014,112,53,,13,46,107,54,,12,41,62,26,,5,31,57,25,,4,28,50,27,,8,15,50,29,,8,13,0,0,13,15,6,6,,,0,0,6,6,1,3,0,0
00212801,Boston College,2015,104,49,0,13,42,96,50,0,13,33,61,25,,5,31,53,25,,4,24,43,24,,8,11,43,25,,9,9,0,0,10,14,5,5,,,0,0,4,6,1,3,0,0
00212801,Boston College,2016,94,43,0,13,38,87,44,0,13,30,57,24,,3,30,45,22,,3,20,37,19,,10,8,42,22,,10,10,0,0,14,14,6,7,,,0,0,6,6,2,1,0,0
00213007,Boston University,2011,162,54,4,7,97,148,55,3,2,88,105,31,3,4,67,96,29,3,1,63,57,23,1,3,30,52,26,0,1,25,,,14,16,6,6,0,0,,,0,0,8,10,,
00213007,Boston University,2012,159,45,3,10,101,160,54,1,9,96,106,24,3,5,74,109,36,1,4,68,53,21,0,5,27,51,18,0,5,28,,,16,12,7,4,0,0,,,0,0,9,8,,
00213007,Boston University,2013,155,49,1,9,96,148,48,0,9,91,108,30,1,4,73,98,29,0,4,65,47,19,0,5,23,50,19,0,5,26,,,16,14,8,7,0,0,,,0,0,8,7,,
00213007,Boston University,2014,151,42,,9,100,142,48,,7,87,104,22,,5,77,91,27,,4,60,47,20,,4,23,51,21,,3,27,0,0,12,15,7,7,,,0,0,0,0,5,8,0,0
00213007,Boston University,2015,127,44,0,8,75,143,50,0,8,85,85,25,,4,56,90,25,,4,61,42,19,,4,19,53,25,,4,24,0,0,14,11,6,7,,,0,0,1,0,7,4,0,0
00213007,Boston University,2016,165,45,0,9,111,152,50,0,8,94,104,22,,5,77,101,28,,4,69,61,23,,4,34,51,22,,4,25,0,0,17,15,7,7,,,0,0,2,2,8,6,0,0
00215510,Harvard University,2011,196,118,20,8,50,176,116,21,8,31,140,91,9,6,34,131,91,11,6,23,56,27,11,2,16,45,25,10,2,8,,,21,24,15,17,2,1,,,2,2,2,4,,
00215510,Harvard University,2012,229,129,24,7,69,191,125,28,8,30,167,98,16,4,49,137,91,21,5,20,62,31,8,3,20,54,34,7,3,10,,,30,31,24,21,1,1,,,2,2,3,7,,
00215510,Harvard University,2013,211,123,22,8,58,177,120,20,7,30,145,89,14,5,37,128,89,14,4,21,66,34,8,3,21,49,31,6,3,9,,,24,31,21,23,0,1,,,1,2,2,5,,
00215510,Harvard University,2014,221,143,,8,70,192,139,,7,46,159,103,,5,51,131,99,,5,27,62,40,,3,19,61,40,,2,19,0,0,25,27,19,20,,,0,0,1,1,5,6,0,0
00215510,Harvard University,2015,221,142,0,7,72,208,154,0,6,48,150,96,,5,49,134,102,,4,28,71,46,,2,23,74,52,,2,20,0,0,29,34,24,24,,,0,0,0,1,5,9,0,0
00215510,Harvard University,2016,240,154,0,7,79,204,143,0,7,54,164,105,,5,54,134,95,,5,34,76,49,,2,25,70,48,,2,20,0,0,33,34,22,23,,,0,0,1,1,10,10,0,0
00219900,Northeastern University,2011,84,34,1,8,41,91,36,1,9,45,37,15,0,0,22,41,14,0,2,25,47,19,1,8,19,50,22,1,7,20,,,18,19,9,9,0,0,,,1,1,8,9,,
00219900,Northeastern University,2012,88,32,2,8,46,85,37,1,7,40,41,14,1,3,23,47,19,0,4,24,47,18,1,5,23,38,18,1,3,16,,,15,17,7,6,0,0,,,1,1,7,10,,
00219900,Northeastern University,2013,81,30,8,5,38,82,32,10,5,35,39,15,2,3,19,40,16,3,3,18,42,15,6,2,19,42,16,7,2,17,,,16,14,8,8,3,1,,,0,0,5,5,,
00219900,Northeastern University,2014,73,40,,7,26,73,40,,7,26,43,20,,5,18,38,17,,5,16,30,20,,2,8,35,23,,2,10,0,0,12,14,9,12,,,0,0,2,2,1,0,0,0
00219900,Northeastern University,2015,73,32,0,8,33,78,41,1,9,28,42,14,,6,22,40,16,,6,18,31,18,,2,11,37,24,,3,10,1,0,11,10,9,8,,,0,0,2,2,0,0,0,0
00219900,Northeastern University,2016,71,35,0,9,27,82,38,1,9,35,38,14,,5,19,38,12,,5,21,33,21,,4,8,43,25,,4,14,1,0,17,10,11,8,,,0,0,2,2,4,0,0,0
00221007,University of Massachusetts Dartmouth,2011,37,16,0,3,18,51,17,0,3,31,22,8,0,3,11,29,9,0,3,17,15,8,0,0,7,22,8,0,0,14,,,6,6,2,2,0,0,,,1,1,3,3,,
00221007,University of Massachusetts Dartmouth,2012,41,16,0,5,20,45,17,0,5,23,23,8,0,2,13,23,9,0,3,11,18,8,0,3,7,22,8,0,2,12,,,3,5,3,2,0,0,,,0,1,0,2,,
00221007,University of Massachusetts Dartmouth,2013,38,13,0,5,20,38,13,2,8,15,21,7,0,3,11,21,7,1,4,9,17,6,0,2,9,17,6,1,4,6,,,4,3,3,2,0,0,,,0,0,1,1,,
00221007,University of Massachusetts Dartmouth,2014,35,15,,8,12,35,17,,8,10,20,8,,4,8,19,10,,4,5,15,7,,4,4,16,7,,4,5,0,0,3,4,3,3,,,0,0,0,0,0,1,0,0
00221007,University of Massachusetts Dartmouth,2015,33,15,0,6,12,33,15,0,6,12,19,9,,3,7,19,9,,3,7,14,6,,3,5,14,6,,3,5,0,0,4,3,2,2,,,0,0,0,0,2,1,0,0
00221007,University of Massachusetts Dartmouth,2016,31,14,0,6,11,31,14,0,5,12,18,8,,3,7,21,9,,3,9,13,6,,3,4,10,5,,2,3,0,0,2,4,1,2,,,0,0,0,0,1,2,0,0
00221810,Suffolk University,2011,169,75,5,16,73,150,70,6,15,59,111,46,1,9,55,95,41,1,9,44,58,29,4,7,18,55,29,5,6,15,,,14,16,11,12,0,0,,,1,1,2,3,,
00221810,Suffolk University,2012,161,68,6,15,72,151,66,8,16,61,97,39,1,7,50,91,38,1,8,44,64,29,5,8,22,60,28,7,8,17,,,14,16,10,12,0,0,,,2,1,2,3,,
00221810,Suffolk University,2013,164,66,7,13,78,149,67,7,19,56,96,37,1,5,53,86,34,0,10,42,68,29,6,8,25,63,33,7,9,14,,,19,17,9,11,1,0,,,4,1,5,5,,
00221810,Suffolk University,2014,156,73,,16,67,129,78,,12,39,88,35,,8,45,74,40,,6,28,68,38,,8,22,55,38,,6,11,0,0,18,18,12,10,,,0,0,5,4,1,4,0,0
00221810,Suffolk University,2015,150,66,0,16,68,120,61,0,15,44,82,34,,7,41,70,32,,7,31,68,32,,9,27,50,29,,8,13,0,0,15,19,10,11,,,0,0,4,5,1,3,0,0
00221810,Suffolk University,2016,136,61,0,15,60,118,62,0,16,40,75,34,,7,34,70,34,,8,28,61,27,,8,26,48,28,,8,12,0,0,17,16,13,9,,,0,0,2,3,2,4,0,0
00222600,Western New England University,2011,58,26,1,7,24,53,27,1,6,19,38,12,1,4,21,34,12,1,4,17,20,14,0,3,3,19,15,0,2,2,,,5,5,5,4,0,0,,,0,0,0,1,,
00222600,Western New England University,2012,55,25,1,7,22,46,23,1,6,16,33,12,1,3,17,27,10,1,2,14,22,13,0,4,5,19,13,0,4,2,,,4,7,3,4,0,0,,,1,1,0,2,,
00222600,Western New England University,2013,50,25,1,6,18,45,23,1,6,15,31,12,1,2,16,25,10,1,2,12,19,13,0,4,2,20,13,0,4,3,,,5,6,4,3,0,0,,,1,1,0,2,,
00222600,Western New England University,2014,47,24,,6,17,40,22,,4,14,29,12,,2,15,24,11,,2,11,18,12,,4,2,16,11,,2,3,0,0,4,6,3,3,,,0,0,0,1,1,2,0,0
00222600,Western New England University,2015,46,23,0,6,17,45,18,0,6,21,26,11,,2,13,26,8,,2,16,20,12,,4,4,19,10,,4,5,0,0,4,9,1,4,,,0,0,1,1,2,4,0,0
00222600,Western New England University,2016,52,18,0,7,27,45,18,0,7,20,29,8,,2,19,26,10,,2,14,23,10,,5,8,19,8,,5,6,0,0,5,9,2,2,,,0,0,1,1,2,6,0,0
00225400,Michigan State University,2011,124,46,5,19,54,113,51,4,10,48,76,23,3,8,42,68,27,2,5,34,48,23,2,11,12,45,24,2,5,14,,,11,11,8,7,0,1,,,2,2,1,1,,
00225400,Michigan State University,2012,129,54,4,17,54,121,51,5,17,48,75,29,2,6,38,71,28,3,7,33,54,25,2,11,16,50,23,2,10,15,,,12,12,9,8,0,0,,,2,2,1,2,,
00225400,Michigan State University,2013,133,52,3,21,57,129,51,5,20,53,80,27,2,8,43,78,29,3,8,38,53,25,1,13,14,51,22,2,12,15,,,12,13,9,10,0,0,,,2,2,1,1,,
00225400,Michigan State University,2014,134,54,,21,59,130,58,,22,50,81,29,,8,44,79,34,,9,36,53,25,,13,15,51,24,,13,14,0,0,15,14,9,9,,,0,0,2,2,4,3,0,0
00225400,Michigan State University,2015,123,52,0,22,49,113,50,0,21,42,75,31,,9,35,67,29,,7,31,48,21,,13,14,46,21,,14,11,0,0,14,16,9,9,,,0,0,2,2,3,5,0,0
00225400,Michigan State University,2016,127,50,0,18,59,104,51,0,18,35,71,27,,6,38,61,29,,7,25,56,23,,12,21,43,22,,11,10,0,0,12,15,8,8,,,0,0,2,2,2,5,0,0
00232300,University of Detroit Mercy,2011,87,31,6,11,39,85,31,6,10,38,53,14,5,7,27,49,13,5,7,24,34,17,1,4,12,36,18,1,3,14,,,6,7,4,3,0,0,,,0,0,2,4,,
00232300,University of Detroit Mercy,2012,83,31,5,8,39,77,27,4,10,36,53,14,4,6,29,52,12,3,7,30,30,17,1,2,10,25,15,1,3,6,,,4,8,3,4,0,0,,,0,0,1,4,,
00232300,University of Detroit Mercy,2013,81,27,6,10,38,71,23,6,10,32,54,11,5,7,31,45,12,4,6,23,27,16,1,3,7,26,11,2,4,9,,,5,7,0,3,2,0,,,1,1,2,3,,
00232300,University of Detroit Mercy,2014,57,25,,11,21,63,23,,10,30,40,17,,5,18,39,15,,4,20,17,8,,6,3,24,8,,6,10,0,0,3,2,0,1,,,0,0,1,1,2,0,0,0
00232300,University of Detroit Mercy,2015,63,25,0,6,32,61,25,0,5,31,41,15,,2,24,35,13,,2,20,22,10,,4,8,26,12,,3,11,0,0,6,3,3,0,,,0,0,1,1,2,2,0,0
00232300,University of Detroit Mercy,2016,60,26,0,7,27,66,25,0,7,34,32,12,,2,18,37,13,,2,22,28,14,,5,9,29,12,,5,12,0,0,7,10,4,4,,,0,0,1,1,2,5,0,0
00232503,University of Michigan,2011,129,72,20,4,33,128,70,20,3,35,84,45,12,3,24,86,47,11,3,25,45,27,8,1,9,42,23,9,0,10,,,12,14,8,10,2,2,,,0,0,2,2,,
00232503,University of Michigan,2012,129,71,13,4,41,129,71,14,5,39,91,50,9,3,29,86,44,10,4,28,38,21,4,1,12,43,27,4,1,11,,,14,11,9,8,0,0,,,0,0,5,3,,
00232503,University of Michigan,2013,155,74,21,16,44,156,67,21,16,52,99,50,12,8,29,104,43,13,8,40,56,24,9,8,15,52,24,8,8,12,,,17,15,9,7,1,2,,,2,2,5,4,,
00232503,University of Michigan,2014,140,89,,7,44,131,82,,5,44,88,55,,4,29,92,51,,4,37,52,34,,3,15,39,31,,1,7,0,0,11,12,8,9,,,0,0,0,0,3,3,0,0
00232503,University of Michigan,2015,147,91,0,8,48,143,90,0,7,46,95,58,,5,32,97,57,,4,36,52,33,,3,16,46,33,,3,10,0,0,18,14,12,9,,,0,0,1,1,5,4,0,0
00232503,University of Michigan,2016,136,89,0,8,39,142,97,0,9,36,90,58,,5,27,99,65,,6,28,46,31,,3,12,43,32,,3,8,0,0,18,12,12,9,,,0,0,2,1,4,2,0,0
00232902,Wayne State University,2011,70,34,5,4,27,66,34,4,4,24,46,22,0,3,21,44,23,0,3,18,24,12,5,1,6,22,11,4,1,6,,,6,6,3,3,1,1,,,0,1,2,1,,
00232902,Wayne State University,2012,63,31,5,3,24,61,30,5,3,23,42,22,0,2,18,38,20,0,2,16,21,9,5,1,6,23,10,5,1,7,,,5,5,4,3,1,1,,,0,0,0,1,,
00232902,Wayne State University,2013,55,30,4,4,17,56,27,4,4,21,36,20,0,1,15,33,18,0,1,14,19,10,4,3,2,23,9,4,3,7,,,8,6,5,4,1,1,,,0,0,2,1,,
00232902,Wayne State University,2014,56,35,,4,17,58,33,,8,17,38,22,,1,15,38,20,,4,14,18,13,,3,2,20,13,,4,3,0,0,6,5,6,4,,,0,0,0,0,0,1,0,0
00232902,Wayne State University,2015,67,36,0,5,26,74,39,0,7,28,43,21,,2,20,46,25,,1,20,24,15,,3,6,28,14,,6,8,0,0,10,6,8,6,,,0,0,0,0,2,0,0,0
00232902,Wayne State University,2016,68,34,0,8,26,67,35,0,8,24,42,21,,2,19,40,23,,2,15,26,13,,6,7,27,12,,6,9,0,0,6,8,5,6,,,0,0,1,1,0,1,0,0
00234500,University of St. Thomas (Minnesota),2011,120,28,0,11,81,106,30,0,12,64,73,17,0,5,51,69,19,0,5,45,47,11,0,6,30,37,11,0,7,19,,,13,14,5,6,0,0,,,1,1,7,7,,
00234500,University of St. Thomas (Minnesota),2012,115,28,0,13,74,110,29,0,11,70,75,18,0,5,52,68,19,0,4,45,40,10,0,8,22,42,10,0,7,25,,,12,11,3,4,0,0,,,2,2,7,5,,
00234500,University of St. Thomas (Minnesota),2013,117,28,0,12,77,112,27,0,9,76,79,18,0,5,56,73,19,0,4,50,38,10,0,7,21,39,8,0,5,26,,,12,13,4,4,0,0,,,2,2,6,7,,
00234500,University of St. Thomas (Minnesota),2014,109,25,,7,77,97,23,,8,66,70,18,,4,48,64,16,,4,44,39,7,,3,29,33,7,,4,22,0,0,12,11,4,4,,,0,0,1,1,7,6,0,0
00234500,University of St. Thomas (Minnesota),2015,103,23,0,9,71,76,24,0,10,42,66,16,,5,45,52,16,,5,31,37,7,,4,26,24,8,,5,11,0,0,8,12,4,4,,,0,0,1,1,3,7,0,0
00234500,University of St. Thomas (Minnesota),2016,96,25,0,10,61,71,24,0,10,37,62,17,,4,41,48,18,,4,26,34,8,,6,20,23,6,,6,11,0,0,7,14,4,4,,,0,0,1,1,2,9,0,0
00235401,Hamline University,2011,94,35,0,7,52,86,34,2,7,43,48,21,0,2,25,46,19,2,2,23,46,14,0,5,27,40,15,0,5,20,,,6,8,2,2,0,0,,,3,3,1,3,,
00235401,Hamline University,2012,101,28,3,9,61,81,26,3,9,43,54,15,2,3,34,36,13,3,4,16,47,13,1,6,27,45,13,0,5,27,,,5,9,3,2,0,0,,,1,3,1,4,,
00235401,Hamline University,2013,92,25,3,10,54,67,22,2,9,34,46,14,2,3,27,31,13,1,3,14,46,11,1,7,27,36,9,1,6,20,,,6,5,2,2,0,0,,,2,2,2,1,,
00235401,Hamline University,2014,80,18,,10,52,58,14,,11,33,42,10,,3,29,27,9,,3,15,38,8,,7,23,31,5,,8,18,0,0,3,3,0,1,,,0,0,2,1,1,1,0,0
00235401,Hamline University,2015,85,12,0,12,61,47,10,0,7,30,44,7,,4,33,21,7,,2,12,41,5,,8,28,26,3,,5,18,0,0,1,3,0,0,,,0,0,1,2,0,1,0,0
00239100,William Mitchell College of Law,2011,278,35,2,11,230,264,39,2,11,212,141,17,1,4,119,142,21,1,4,116,137,18,1,7,111,122,18,1,7,96,,,36,31,6,5,0,0,,,1,1,29,25,,
00239100,William Mitchell College of Law,2012,276,37,2,13,224,251,35,1,13,202,142,19,1,5,117,135,20,1,4,110,134,18,1,8,107,116,15,0,9,92,,,32,34,6,6,0,0,,,1,1,25,27,,
00239100,William Mitchell College of Law,2013,263,32,2,12,217,233,29,3,11,190,140,17,1,3,119,126,15,1,4,106,123,15,1,9,98,107,14,2,7,84,,,30,31,4,5,2,2,,,0,1,24,23,,
00239100,William Mitchell College of Law,2014,248,26,,13,209,230,26,,13,191,129,14,,4,111,114,15,,4,95,119,12,,9,98,116,11,,9,96,0,0,26,32,4,5,,,0,0,2,2,20,25,0,0
00239100,William Mitchell College of Law,2015,225,25,0,10,190,220,22,0,10,188,114,15,,3,96,115,13,,3,99,111,10,,7,94,105,9,,7,89,0,0,17,22,3,4,,,0,0,2,2,12,16,0,0
00239101,Mitchell Hamline School of Law,2016,197,44,0,7,146,183,38,0,7,138,86,24,,3,59,89,24,,2,63,111,20,,4,87,94,14,,5,75,0,0,16,14,2,5,,,0,0,0,0,14,9,0,0
00241501,Mississippi College,2011,107,28,0,6,73,116,26,0,6,84,58,13,0,4,41,63,13,0,4,46,49,15,0,2,32,53,13,0,2,38,,,12,12,3,5,0,0,,,1,1,8,6,,
00241501,Mississippi College,2012,112,25,0,5,82,115,26,0,5,84,67,13,0,4,50,65,14,0,5,46,45,12,0,1,32,50,12,0,0,38,,,11,9,3,3,0,0,,,0,0,8,6,,
00241501,Mississippi College,2013,57,26,0,5,26,55,25,0,5,25,44,14,0,4,26,42,14,0,4,24,13,12,0,1,0,13,11,0,1,1,,,4,4,3,3,0,0,,,0,0,1,1,,
00241501,Mississippi College,2014,72,24,,6,42,96,22,,6,68,45,14,,5,26,56,12,,4,40,27,10,,1,16,40,10,,2,28,0,0,14,11,4,4,,,0,0,1,0,9,7,0,0
00241501,Mississippi College,2015,74,24,0,5,45,93,24,0,6,63,49,15,,4,30,55,14,,4,37,25,9,,1,15,38,10,,2,26,0,0,13,10,5,4,,,0,0,1,0,7,6,0,0
00241501,Mississippi College,2016,49,17,0,10,22,64,17,0,11,36,33,11,,6,16,42,10,,6,26,16,6,,4,6,22,7,,5,10,0,0,9,5,5,4,,,0,0,1,0,3,1,0,0
00244000,University of Mississippi,2011,58,21,6,10,21,52,17,6,8,21,37,15,4,7,11,31,13,4,5,9,21,6,2,3,10,21,4,2,3,12,,,5,6,3,4,1,1,,,0,0,1,1,,
00244000,University of Mississippi,2012,66,29,5,8,24,48,28,1,6,13,40,20,3,5,12,28,19,1,3,5,26,9,2,3,12,20,9,0,3,8,,,6,7,5,4,0,2,,,1,1,0,0,,
