schoolid,schoolname,calendaryear,ftrestuition,ptrestuition,ftnonrestuition,ptnonrestuition,tuitionguarind,oncampuscosts,offcampuscosts,athomecosts,schooltype
00263201,Seton Hall University,2014,50034,37736,50034,37736,N,,22360,11056,PRI
00263201,Seton Hall University,2015,51018,38474,51018,38474,N,,22562,11150,PRI
00263201,Seton Hall University,2016,52022,39226,52022,39226,N,,22562,11150,PRI
00263201,Seton Hall University,2017,53046,39994,53046,39994,N,,22582,11170,PRI
00266300,University of New Mexico,2011,14532,,32661,,N,13968,14418,8818,PUB
00266300,University of New Mexico,2012,15098,,33907,,N,14392,14854,9068,PUB
00266300,University of New Mexico,2013,16251,,34521,,N,14638,15107,9221,PUB
00266300,University of New Mexico,2014,16251,,34521,,N,14807,15285,9311,PUB
00266300,University of New Mexico,2015,16490,,35183,,N,15732,15732,9434,PUB
00266300,University of New Mexico,2016,18104,,37845,,N,16334,16334,9992,PUB
00266300,University of New Mexico,2017,17147,,36779,,N,16150,16150,9680,PUB
00267700,Brooklyn Law School,2011,48441,36419,48441,36419,N,24343,24343,9428,PRI
00267700,Brooklyn Law School,2012,50001,37593,50001,37593,N,25535,25535,9685,PRI
00267700,Brooklyn Law School,2013,54246,41681,54246,41681,Y,28225,28225,12025,PRI
00267700,Brooklyn Law School,2014,54246,41681,54246,41681,Y,24458,24458,9158,PRI
00267700,Brooklyn Law School,2015,46176,35494,46176,35494,Y,24396,24396,9096,PRI
00267700,Brooklyn Law School,2016,46176,35494,46176,35494,Y,24399,24399,9099,PRI
00267700,Brooklyn Law School,2017,50706,38967,50706,38967,Y,24399,24399,9099,PRI
00270711,Columbia University,2011,52902,,52902,,N,22070,22070,6060,PRI
00270711,Columbia University,2012,55488,,55488,,N,22200,22200,6245,PRI
00270711,Columbia University,2013,57838,,57838,,N,22561,22561,6586,PRI
00270711,Columbia University,2014,60274,,60274,,N,22868,22868,6893,PRI
00270711,Columbia University,2015,62700,,62700,,N,22942,22942,6895,PRI
00270711,Columbia University,2016,65260,,65260,,N,23313,23313,7253,PRI
00270711,Columbia University,2017,67564,,67564,,N,23080,23080,7020,PRI
00271101,Cornell University,2011,53226,,53226,,N,19230,19230,19230,PRI
00271101,Cornell University,2012,55301,,55301,,N,19460,19460,19460,PRI
00271101,Cornell University,2013,57351,,57351,,N,19755,19755,19755,PRI
00271101,Cornell University,2014,59360,,59360,,N,19988,19988,19988,PRI
00271101,Cornell University,2015,59981,,59981,,N,20151,20151,20151,PRI
00271101,Cornell University,2016,61485,,61485,,N,23436,23436,23436,PRI
00271101,Cornell University,2017,63327,,63327,,N,23444,23444,23444,PRI
00272203,Fordham University,2011,47986,36056,47986,36056,N,25583,25583,25583,PRI
00272203,Fordham University,2012,49526,37216,49526,37216,N,26396,26396,26396,PRI
00272203,Fordham University,2013,50996,38316,50996,38316,N,26726,26726,26726,PRI
00272203,Fordham University,2014,52532,39472,52532,39472,N,27142,27142,27142,PRI
00272203,Fordham University,2015,54116,40666,54116,40666,N,27320,27320,27320,PRI
00272203,Fordham University,2016,56146,42196,56146,42196,N,27320,27320,27320,PRI
00272203,Fordham University,2017,58196,43760,58196,43760,N,27362,27362,27362,PRI
00273200,Hofstra University,2011,45600,34125,45600,34125,N,23481,22823,9259,PRI
00273200,Hofstra University,2012,47660,35670,47660,35670,N,22494,23607,7687,PRI
00273200,Hofstra University,2013,49780,37260,49780,37260,N,23128,23629,7804,PRI
00273200,Hofstra University,2014,52190,39070,52190,39070,N,23636,24079,7870,PRI
00273200,Hofstra University,2015,54250,40670,54250,40670,N,24547,25405,8355,PRI
00273200,Hofstra University,2016,55860,41830,55860,41830,N,25206,25005,8500,PRI
00273200,Hofstra University,2017,57510,43074,57510,43074,N,25667,27525,8515,PRI
00278300,New York Law School,2011,47800,36900,47800,36900,Y,23221,23221,10372,PRI
00278300,New York Law School,2012,49225,38300,49225,38300,Y,23591,23591,10551,PRI
00278300,New York Law School,2013,49240,37880,49240,37880,N,23591,23591,10551,PRI
00278300,New York Law School,2014,49240,37880,49240,37880,N,23663,23663,10623,PRI
00278300,New York Law School,2015,49240,37880,49240,37880,N,23663,23663,10623,PRI
00278300,New York Law School,2016,49240,37880,49240,37880,N,23663,23663,10623,PRI
00278300,New York Law School,2017,50718,39016,50718,39016,N,29075,23759,10719,PRI
00278500,New York University,2011,50336,,50336,,N,22754,22754,22754,PRI
00278500,New York University,2012,51150,,51150,,N,24368,24368,24368,PRI
00278500,New York University,2013,54678,,54678,,N,25370,25370,25370,PRI
00278500,New York University,2014,56838,,56838,,N,26884,26884,26884,PRI
00278500,New York University,2015,59330,,59330,,N,26634,26634,26634,PRI
00278500,New York University,2016,61622,,61622,,N,26420,26420,26420,PRI
00278500,New York University,2017,63986,,63986,,N,27500,27500,27500,PRI
00279102,Pace University,2011,40978,30746,40978,30746,N,20096,22002,7706,PRI
00279102,Pace University,2012,42198,31662,42198,31662,N,17314,22282,7814,PRI
00279102,Pace University,2013,43360,32725,43360,32725,N,17660,21704,7954,PRI
00279102,Pace University,2014,45376,34034,45376,34034,N,18208,22230,8284,PRI
00279102,Pace University,2015,45376,34034,45376,34034,N,19332,23250,8538,PRI
00279102,Pace University,2016,46284,34716,46284,34716,N,19332,23250,8538,PRI
00279102,Pace University,2017,47210,35410,47210,35410,N,19456,23718,8662,PRI
00282300,St. John's University,2011,46450,34840,46450,34840,N,23816,23091,9880,PRI
00282300,St. John's University,2012,48070,36060,48070,36060,N,25540,24585,10982,PRI
00282300,St. John's University,2013,49750,37320,49750,37320,N,26055,24250,10658,PRI
00282300,St. John's University,2014,51490,38630,51490,38630,N,25124,20172,8707,PRI
00282300,St. John's University,2015,53290,39970,53290,39970,N,25075,22774,8641,PRI
00282300,St. John's University,2016,55150,41370,55150,41370,N,25703,23035,8802,PRI
00282300,St. John's University,2017,57480,43220,57480,43220,N,26100,23109,8985,PRI
00283700,University of Buffalo-SUNY,2011,20718,,33718,,N,20274,20274,20274,PUB
00283700,University of Buffalo-SUNY,2012,22624,,37114,,N,18760,18760,18760,PUB
00283700,University of Buffalo-SUNY,2013,23986,,40056,,N,20692,20692,9934,PUB
00283700,University of Buffalo-SUNY,2014,26096,,43986,,N,23287,23287,12529,PUB
00283700,University of Buffalo-SUNY,2015,26997,,45007,,N,22732,22732,11731,PUB
00283700,University of Buffalo-SUNY,2016,27979,,45249,,N,21193,21193,10078,PUB
00283700,University of Buffalo-SUNY,2017,28016,1273,32106,1443,N,18285,18285,4915,PUB
00288200,Syracuse University,2011,45647,,45647,,N,19353,19353,19353,PRI
00288200,Syracuse University,2012,45690,,45690,,N,18010,16310,16310,PRI
00288200,Syracuse University,2013,46050,,46050,,N,19750,18250,18250,PRI
00288200,Syracuse University,2014,46064,,46064,,N,20136,18636,18636,PRI
00288200,Syracuse University,2015,47178,40682,47178,40682,N,19822,18322,18322,PRI
00288200,Syracuse University,2016,48552,41862,48552,41862,N,20748,19148,6048,PRI
00288200,Syracuse University,2017,49966,,49966,,N,21074,19234,6134,PRI
00288600,Albany Law School of Union University,2011,41845,31455,41845,31455,N,,18000,9100,PRI
00288600,Albany Law School of Union University,2012,42675,32075,42675,32075,N,,18000,9100,PRI
00288600,Albany Law School of Union University,2013,43523,32711,43523,32711,N,,18642,9942,PRI
00288600,Albany Law School of Union University,2014,43398,32586,43398,32586,N,,16330,9030,PRI
00288600,Albany Law School of Union University,2015,43398,32586,43398,32586,N,,15932,9482,PRI
00288600,Albany Law School of Union University,2016,44696,33560,44696,33560,N,,15970,8180,PRI
00288600,Albany Law School of Union University,2017,46072,34600,46072,34600,N,,15970,8180,PRI
00290301,Cardozo School of Law,2011,48370,48370,48370,48370,N,24568,24568,,PRI
00290301,Cardozo School of Law,2012,50046,50046,50046,50046,N,24778,24778,,PRI
00290301,Cardozo School of Law,2013,51778,51778,51778,51778,N,25313,25313,,PRI
00290301,Cardozo School of Law,2014,53570,53570,53570,53570,N,26401,26401,,PRI
00290301,Cardozo School of Law,2015,54895,54895,54895,54895,N,26725,26725,26725,PRI
00290301,Cardozo School of Law,2016,56796,56796,56796,56796,N,27413,27413,27413,PRI
00290301,Cardozo School of Law,2017,58764,58764,58764,58764,N,27906,27906,27906,PRI
00291300,Campbell University,2011,33910,,33910,,N,,26700,,PRI
00291300,Campbell University,2012,35340,,35340,,N,,27000,,PRI
00291300,Campbell University,2013,37060,,37060,,N,,27250,,PRI
00291300,Campbell University,2014,38645,19745,38645,19745,N,,27000,15000,PRI
00291300,Campbell University,2015,39475,20175,39475,20175,N,,26620,14620,PRI
00291300,Campbell University,2016,39300,19650,39300,19650,N,,26620,17520,PRI
00291300,Campbell University,2017,39900,19950,39900,19950,N,26970,26970,14970,PRI
00292002,Duke University,2011,49617,,49617,,N,,17708,,PRI
00292002,Duke University,2012,51662,,51662,,N,19825,19825,19825,PRI
00292002,Duke University,2013,53596,,53596,,N,20303,20303,20303,PRI
00292002,Duke University,2014,55588,,55588,,N,20805,20805,20805,PRI
00292002,Duke University,2015,57717,,57717,,N,21834,21834,21834,PRI
00292002,Duke University,2016,59912,,59912,,N,22393,22393,22393,PRI
00292002,Duke University,2017,62247,,62247,,N,,22948,,PRI
00292701,Elon University,2011,34550,,34550,,N,23243,23243,23243,PRI
00292701,Elon University,2012,36100,,36100,,N,,24225,24225,PRI
00292701,Elon University,2013,37549,,37549,,N,25450,25450,25450,PRI
00292701,Elon University,2014,37924,,37924,,Y,25718,25718,25718,PRI
00292701,Elon University,2015,33334,,33334,,Y,29060,29060,29060,PRI
00292701,Elon University,2016,33334,,33334,,Y,29060,29060,29060,PRI
00292701,Elon University,2017,36667,,36667,,Y,29060,29060,29060,PRI
00295000,North Carolina Central University,2011,10415,10415,24343,24343,N,12173,17500,9510,PUB
00295000,North Carolina Central University,2012,11375,11375,25303,25303,N,12340,17695,8537,PUB
00295000,North Carolina Central University,2013,11708,11708,25636,25636,N,12924,18279,9621,PUB
00295000,North Carolina Central University,2014,11708,11708,25636,25636,N,13308,18663,10005,PUB
00295000,North Carolina Central University,2015,14996,14996,33978,33978,N,13805,18890,10455,PUB
00295000,North Carolina Central University,2016,18020,18020,40438,40438,N,13805,18890,10455,PUB
00295000,North Carolina Central University,2017,18533,18533,40951,40951,N,15195,19721,10900,PUB
00297400,University of North Carolina,2011,19012,,34119,,N,21244,21244,8888,PUB
00297400,University of North Carolina,2012,21556,,37066,,N,22338,22338,11078,PUB
00297400,University of North Carolina,2013,22215,,38846,,N,22338,22338,9710,PUB
00297400,University of North Carolina,2014,22560,,39191,,N,24910,24910,11500,PUB
00297400,University of North Carolina,2015,23041,,39672,,N,23520,23520,9710,PUB
00297400,University of North Carolina,2016,23551,,40182,,N,24424,24424,10198,PUB
00297400,University of North Carolina,2017,23889,,40520,,N,25672,25672,11016,PUB
00297805,Wake Forest University,2011,38756,,38756,,N,,20705,,PRI
00297805,Wake Forest University,2012,39190,,39190,,N,,19550,,PRI
00297805,Wake Forest University,2013,41364,,41364,,N,,20300,,PRI
00297805,Wake Forest University,2014,42526,,42526,,N,,20300,,PRI
00297805,Wake Forest University,2015,42738,,42738,,N,,20772,,PRI
00297805,Wake Forest University,2016,44220,,44220,,N,,21912,,PRI
00297805,Wake Forest University,2017,45110,,45110,,N,,22700,,PRI
00300500,University of North Dakota,2011,9895,,21580,,N,14700,14700,14700,PUB
00300500,University of North Dakota,2012,10417,,22394,,N,19653,19653,,PUB
00300500,University of North Dakota,2013,11029,,23866,,N,19320,19320,,PUB
00300500,University of North Dakota,2014,10925,,24249,,N,19019,19019,19019,PUB
00300500,University of North Dakota,2015,11161,,24836,,N,16533,16533,16533,PUB
00300500,University of North Dakota,2016,11434,,25423,,N,16553,16553,16553,PUB
00300500,University of North Dakota,2017,12232,,27480,,N,16576,16576,16576,PUB
00302302,Capital University,2011,32683,21413,32683,21413,N,,13785,13785,PRI
00302302,Capital University,2012,33263,21793,33263,21793,N,13995,13995,13995,PRI
00302302,Capital University,2013,33814,22154,33814,22154,N,,14868,14868,PRI
00302302,Capital University,2014,33180,24885,33180,24885,N,,16470,16470,PRI
00302302,Capital University,2015,36160,25242,36160,25242,N,,16866,16866,PRI
00302302,Capital University,2016,34270,28060,34270,28060,N,,18789,18789,PRI
00302302,Capital University,2017,36112,22394,36112,22394,N,,18172,18172,PRI
00302400,Case Western Reserve University,2011,42564,,42564,,N,20067,20067,20067,PRI
00302400,Case Western Reserve University,2012,44620,,44620,,N,21340,21340,21340,PRI
00302400,Case Western Reserve University,2013,46826,,46826,,N,21666,21666,21666,PRI
00302400,Case Western Reserve University,2014,47728,,47728,,N,22644,22644,22644,PRI
00302400,Case Western Reserve University,2015,48732,,48732,,,23130,23130,23130,PRI
00302400,Case Western Reserve University,2016,49634,,49634,,N,23574,23574,23574,PRI
00302400,Case Western Reserve University,2017,50666,,50666,,N,24128,24128,24128,PRI
00303200,Cleveland State University,2011,19864,15280,27204,20926,N,18800,18800,18800,PUB
00303200,Cleveland State University,2012,21749,17567,29816,24083,N,18142,18142,18142,PUB
00303200,Cleveland State University,2013,23816,19236,32692,26405,N,18142,18142,18142,PUB
00303200,Cleveland State University,2014,24887,20101,34174,27602,N,18344,18344,18344,PUB
00303200,Cleveland State University,2015,24887,20101,34174,27602,N,19240,19240,19240,PUB
00303200,Cleveland State University,2016,27209,21977,37428,30232,N,20130,20130,20130,PUB
00303200,Cleveland State University,2017,27360,21977,37580,30232,N,19988,19988,19988,PUB
00308900,Ohio Northern University,2011,32750,,32750,,N,16748,16748,16748,PRI
00308900,Ohio Northern University,2012,33684,,33684,,N,16748,16748,16748,PRI
00308900,Ohio Northern University,2013,33684,,33684,,N,18688,18688,18688,PRI
00308900,Ohio Northern University,2014,24800,,24800,,N,19068,19068,19068,PRI
00308900,Ohio Northern University,2015,26030,,26030,,N,20093,20093,20093,PRI
00308900,Ohio Northern University,2016,26940,,26940,,N,17130,15552,15552,PRI
00308900,Ohio Northern University,2017,28010,,28010,,N,17130,16002,16002,PRI
00309000,Ohio State University,2011,26118,,41068,,N,20990,20990,20990,PUB
00309000,Ohio State University,2012,27497,,42449,,N,21788,21788,21788,PUB
00309000,Ohio State University,2013,28033,,42985,,N,19856,19856,19856,PUB
00309000,Ohio State University,2014,28577,,43508,,N,19287,19287,19287,PUB
00309000,Ohio State University,2015,29131,,44081,,N,20172,20172,20172,PUB
00309000,Ohio State University,2016,29689,,44641,,N,20172,20172,20172,PUB
00309000,Ohio State University,2017,30264,,45217,,N,19928,19928,19928,PUB
00312300,University of Akron,2011,21873,17802,34428,27846,N,16034,16034,16034,PUB
00312300,University of Akron,2012,23085,14842,36268,23191,N,16134,16134,16134,PUB
00312300,University of Akron,2013,23583,19088,23683,19188,Y,16524,16524,16524,PUB
00312300,University of Akron,2014,24340,14947,24440,15047,Y,16524,16524,5000,PUB
00312300,University of Akron,2015,24452,14968,24552,15068,Y,17100,17100,5000,PUB
00312300,University of Akron,2016,24214,14819,24314,14919,Y,17913,17913,5000,PUB
00312300,University of Akron,2017,24214,14819,24314,14919,N,22199,22199,6834,PUB
00312500,University of Cincinnati,2011,22204,,38720,,N,18336,18336,18336,PUB
00312500,University of Cincinnati,2012,23536,,41044,,N,18336,18336,18336,PUB
00312500,University of Cincinnati,2013,23536,,41044,,N,18336,18336,18336,PUB
00312500,University of Cincinnati,2014,24010,,29010,,N,18336,18336,18336,PUB
00312500,University of Cincinnati,2015,24010,,29010,,N,19268,19268,19268,PUB
00312500,University of Cincinnati,2016,24010,,29010,,N,19268,19268,19268,PUB
00312500,University of Cincinnati,2017,24010,,29010,,N,,19268,,PUB
00312700,University of Dayton,2011,31598,,31598,,N,16500,16500,16500,PRI
00312700,University of Dayton,2012,33630,,33630,,N,17500,17500,17500,PRI
00312700,University of Dayton,2013,35273,,35273,,N,17500,17500,17500,PRI
00312700,University of Dayton,2014,35273,,35273,,N,17500,17500,17500,PRI
00312700,University of Dayton,2015,35665,,35665,,N,17500,17500,17500,PRI
00312700,University of Dayton,2016,33391,,33391,,N,17500,17500,17500,PRI
00312700,University of Dayton,2017,33739,,33739,,N,17500,17500,17500,PRI
00313100,University of Toledo,2011,20742,15569,31846,23897,N,15078,17726,8533,PUB
00313100,University of Toledo,2012,21507,16104,33056,24825,N,16007,19892,8924,PUB
00313100,University of Toledo,2013,22203,16656,33752,25317,N,15695,19580,8612,PUB
00313100,University of Toledo,2014,22203,16650,33752,25308,N,17660,21108,10528,PUB
00313100,University of Toledo,2015,19612,14713,31161,23374,N,18584,19140,10154,PUB
00313100,University of Toledo,2016,19612,14713,31161,23374,N,16148,18478,9564,PUB
00313100,University of Toledo,2017,20004,15014,31552,23675,N,16324,18570,9394,PUB
00316614,Oklahoma City University,2011,35470,23670,35470,23670,N,16860,16860,16860,PRI
00316614,Oklahoma City University,2012,34290,23670,34290,23670,N,17270,17270,17270,PRI
00316614,Oklahoma City University,2013,34330,23710,34330,23710,N,9210,9210,9210,PRI
00316614,Oklahoma City University,2014,34330,23710,34330,23710,N,9534,9534,9534,PRI
00316614,Oklahoma City University,2015,34330,23710,34330,23710,N,16045,16045,16045,PRI
00316614,Oklahoma City University,2016,34330,23710,34330,23710,N,16045,16045,16045,PRI
00316614,Oklahoma City University,2017,35340,24450,35340,24450,N,14340,14340,14340,PRI
00318400,University of Oklahoma,2011,19051,,29476,,N,18081,18081,12437,PUB
00318400,University of Oklahoma,2012,19763,,30188,,N,18208,18208,12303,PUB
00318400,University of Oklahoma,2013,19973,,30398,,N,18208,18208,12303,PUB
00318400,University of Oklahoma,2014,19973,,30398,,N,19757,19757,15965,PUB
00318400,University of Oklahoma,2015,19973,,30398,,N,19901,19901,16085,PUB
00318400,University of Oklahoma,2016,19973,,30398,,N,20107,20107,16085,PUB
00318400,University of Oklahoma,2017,20903,,32288,,N,21234,21234,17382,PUB
00318500,University of Tulsa,2011,32056,17565,32056,17565,N,16536,20110,9268,PRI
00318500,University of Tulsa,2012,31836,22287,31836,22287,N,17810,20760,9918,PRI
00318500,University of Tulsa,2013,33428,,33428,,N,17084,19560,8717,PRI
00318500,University of Tulsa,2014,34490,,34490,,N,15584,18060,7218,PRI
00318500,University of Tulsa,2015,35529,,35529,,N,15584,18060,7218,PRI
00318500,University of Tulsa,2016,38030,,38030,,N,15584,18060,7218,PRI
00318500,University of Tulsa,2017,25254,,25254,,N,21776,20110,12460,PRI
00319100,Concordia Law School,2012,28987,17587,28987,17587,N,17732,17732,17732,PRI
00319100,Concordia Law School,2013,29043,23615,29043,23615,N,14490,14490,14490,PRI
00319100,Concordia Law School,2014,29043,23615,29043,23615,N,,13670,13670,PRI
00319100,Concordia Law School,2015,29043,17643,29043,17643,N,,14634,14634,PRI
00319100,Concordia Law School,2016,29250,17550,29250,17550,N,,15177,15177,PRI
00319100,Concordia Law School,2017,30343,24493,30343,24493,N,,16034,16034,PRI
00319700,Lewis and Clark College,2011,36412,27320,36412,27320,N,,21400,21400,PRI
00319700,Lewis and Clark College,2012,38180,28636,38180,28636,N,,21400,21400,PRI
00319700,Lewis and Clark College,2013,39326,29494,39326,29494,N,22600,22600,22600,PRI
00319700,Lewis and Clark College,2014,40164,30134,40164,30134,N,,22600,22600,PRI
00319700,Lewis and Clark College,2015,41328,31006,41328,31006,N,22600,22600,22600,PRI
00319700,Lewis and Clark College,2016,43290,32476,43290,32476,N,28100,28100,28100,PRI
00319700,Lewis and Clark College,2017,45020,33774,45020,33774,N,28100,28100,28100,PRI
00322300,University of Oregon,2011,26061,,32505,,N,14460,14460,6882,PUB
00322300,University of Oregon,2012,28354,,35374,,N,15044,15044,7610,PUB
00322300,University of Oregon,2013,28354,,35374,,N,15144,15144,7710,PUB
00322300,University of Oregon,2014,30586,,38056,,N,10932,10932,3240,PUB
00322300,University of Oregon,2015,31506,,39210,,N,8918,8918,4496,PUB
00322300,University of Oregon,2016,32474,,40394,,N,15995,15995,6252,PUB
00322300,University of Oregon,2017,33922,,42166,,N,16002,16002,4381,PUB
00322700,Willamette University,2011,32540,,32540,,N,16740,16740,16740,PRI
00322700,Willamette University,2012,34690,26047,34690,26047,N,17452,17452,17452,PRI
00322700,Willamette University,2013,36390,27337,36390,27337,N,17794,17794,17794,PRI
00322700,Willamette University,2014,37625,26064,37625,26064,N,17990,17990,17990,PRI
00322700,Willamette University,2015,37625,26064,37625,26064,N,18948,18948,18948,PRI
00322700,Willamette University,2016,41245,28440,41245,28440,N,19266,19266,19266,PRI
00322700,Willamette University,2017,42680,,42680,,N,19672,19672,19672,PRI
00325600,Drexel University,2011,36051,,36051,,N,23789,23356,22286,PRI
00325600,Drexel University,2012,40270,,40270,,N,22200,22200,22200,PRI
00325600,Drexel University,2013,40230,,40230,,N,20200,20200,20200,PRI
00325600,Drexel University,2014,39203,,39203,,N,21382,21382,21382,PRI
00325600,Drexel University,2015,42270,,42270,,N,23376,22976,11996,PRI
00325600,Drexel University,2016,43535,,43535,,N,23380,22980,12000,PRI
00325600,Drexel University,2017,44340,,44340,,N,23380,22980,12000,PRI
00325800,Duquesne University,2011,33752,26098,33752,26098,N,13560,13560,4550,PRI
00325800,Duquesne University,2012,35354,27336,35354,27336,N,13980,13980,4550,PRI
00325800,Duquesne University,2013,36944,28566,36944,28566,N,14444,14444,4500,PRI
00325800,Duquesne University,2014,38420,29706,38420,29706,N,14928,14928,4550,PRI
00325800,Duquesne University,2015,39766,30746,39766,30746,N,15934,15934,5200,PRI
00325800,Duquesne University,2016,41276,31914,41276,31914,N,15460,15460,5200,PRI
00325800,Duquesne University,2017,42844,33126,42844,33126,N,15814,15814,5200,PRI
00331301,Widener University-Delaware,2011,36450,26754,36450,26754,N,17504,17504,12644,PRI
00331301,Widener University-Delaware,2012,38250,26802,38250,26802,N,19433,19433,13412,PRI
00331301,Widener University-Delaware,2013,39580,29052,39580,29052,N,20353,20353,14062,PRI
00331301,Widener University-Delaware,2014,40730,29898,40730,29898,N,20539,20539,14005,PRI
00331301,Widener University-Delaware,2015,41994,30826,41994,30826,N,20666,20666,14132,PRI
00331301,Widener University-Delaware,2016,43678,32062,43678,32062,N,21442,21442,13630,PRI
00331301,Widener University-Delaware,2017,48920,36720,48920,36720,N,21684,21684,13674,PRI
00331302,Widener Commonwealth,2011,36450,26754,36450,26754,N,17504,17504,12644,PRI
00331302,Widener Commonwealth,2012,38250,26802,38250,26802,N,,19433,13412,PRI
00331302,Widener Commonwealth,2013,39580,29052,39580,29052,N,,20353,14062,PRI
00331302,Widener Commonwealth,2014,40730,28544,40730,28544,N,,20539,14005,PRI
00331302,Widener Commonwealth,2015,41994,29430,41994,29430,N,,20666,14132,PRI
00331302,Widener Commonwealth,2016,43258,30316,43258,30316,N,,21628,13978,PRI
00331302,Widener Commonwealth,2017,44548,31219,44548,31219,N,,21496,13846,PRI
00332900,Pennsylvania State University-Penn State Law,2015,45392,,45392,,N,22704,22704,7440,PUB
00332900,Pennsylvania State University-Penn State Law,2016,47174,,47174,,N,22776,22776,7744,PUB
00332900,Pennsylvania State University-Penn State Law,2017,49070,,49070,,N,23056,23056,7744,PUB
00332922,Pennsylvania State University,2011,38614,,38614,,N,23056,23056,23056,PUB
00332922,Pennsylvania State University,2012,40532,,40532,,N,23868,23868,23868,PUB
00332922,Pennsylvania State University,2013,41088,,41088,,N,21192,21192,7440,PUB
00332922,Pennsylvania State University,2014,43700,,43700,,N,22236,22236,8932,PUB
00332923,Pennsylvania State University-Dickinson School of Law,2015,45078,,45078,,N,20436,20436,7440,PUB
00332923,Pennsylvania State University-Dickinson School of Law,2016,46854,,46854,,N,20802,20802,8112,PUB
00332923,Pennsylvania State University-Dickinson School of Law,2017,48686,,48686,,N,21238,21238,8154,PUB
00337101,Temple University,2011,19788,15958,32718,26308,N,20684,20684,15118,PUB
00337101,Temple University,2012,19788,15958,32718,26308,N,21752,21752,15172,PUB
00337101,Temple University,2013,20462,16518,33780,27178,N,22158,22158,15172,PUB
00337101,Temple University,2014,21646,17466,34772,27918,N,22464,22464,15672,PUB
00337101,Temple University,2015,23336,18837,36336,29244,,22360,22360,15568,PUB
00337101,Temple University,2016,24786,20018,37500,30196,N,22488,22488,15478,PUB
00337101,Temple University,2017,26103,21107,39793,32065,N,22488,22488,13488,PUB
00337800,University of Pennsylvania,2011,50718,,50718,,N,20542,20542,10050,PRI
00337800,University of Pennsylvania,2012,53138,,53138,,N,20542,20542,10050,PRI
00337800,University of Pennsylvania,2013,54992,,54992,,N,21868,21868,11166,PRI
00337800,University of Pennsylvania,2014,56916,,56916,,N,22444,22444,11494,PRI
00337800,University of Pennsylvania,2015,58918,,58918,,N,23312,23312,12122,PRI
00337800,University of Pennsylvania,2016,60988,,60988,,N,25540,25540,12472,PRI
00337800,University of Pennsylvania,2017,63364,,63364,,N,24620,24620,12905,PRI
00337900,University of Pittsburgh,2011,28734,,35508,,N,16960,16960,16960,PUB
00337900,University of Pittsburgh,2012,29468,,36444,,N,17268,17268,17268,PUB
00337900,University of Pittsburgh,2013,30400,,37604,,N,17910,17910,17910,PUB
00337900,University of Pittsburgh,2014,31616,,39100,,N,18178,18178,18178,PUB
00337900,University of Pittsburgh,2015,32426,,40250,,N,18574,18574,18574,PUB
00337900,University of Pittsburgh,2016,33152,1219,41332,1775,N,18974,18974,18974,PUB
00337900,University of Pittsburgh,2017,34008,1249,42596,1828,N,19258,19258,19258,PUB
00338801,Villanova University,2011,37780,,37780,,N,,22607,11357,PRI
00338801,Villanova University,2012,38910,,38910,,N,,23357,12107,PRI
00338801,Villanova University,2013,40060,,40060,,Y,,23923,12673,PRI
00338801,Villanova University,2014,41250,,41250,,Y,,22732,11482,PRI
00338801,Villanova University,2015,42540,,42540,,Y,,22732,11482,PRI
00338801,Villanova University,2016,43895,,43895,,Y,,22732,11482,PRI
00338801,Villanova University,2017,45195,,45195,,Y,,22732,11482,PRI
00341001,Roger Williams University,2011,39550,,39550,,N,22582,22582,22582,PRI
00341001,Roger Williams University,2012,40930,,40930,,N,21874,19625,16475,PRI
00341001,Roger Williams University,2013,42130,,42130,,N,19962,17386,17386,PRI
00341001,Roger Williams University,2014,33792,,33792,,Y,17386,17386,17386,PRI
00341001,Roger Williams University,2015,34596,,34596,,Y,17386,17386,17386,PRI
00341001,Roger Williams University,2016,34742,,34742,,Y,17500,17500,17500,PRI
00341001,Roger Williams University,2017,34833,,34833,,Y,17500,17500,17500,PRI
00344800,University of South Carolina,2011,21026,,42072,,N,16849,16849,8780,PUB
00344800,University of South Carolina,2012,21688,,43398,,N,17304,17304,8993,PUB
00344800,University of South Carolina,2013,22360,,44752,,N,17688,17688,9216,PUB
00344800,University of South Carolina,2014,23074,,46180,,N,17668,17668,9216,PUB
00344800,University of South Carolina,2015,24208,,48472,,N,18174,18174,9526,PUB
00344800,University of South Carolina,2016,25994,,51050,,N,18229,18229,9556,PUB
00344800,University of South Carolina,2017,28858,,53050,,N,18567,18567,9676,PUB
00347400,University of South Dakota,2011,12340,6107,24306,12090,N,11459,13900,,PUB
00347400,University of South Dakota,2012,13288,6581,26880,13377,N,11639,14148,,PUB
00347400,University of South Dakota,2013,13904,6140,28430,13887,N,12137,14365,,PUB
00347400,University of South Dakota,2014,13904,6140,29518,15286,N,12137,14365,,PUB
00347400,University of South Dakota,2015,14688,9830,31747,21077,Y,12716,14679,,PUB
00347400,University of South Dakota,2016,14501,8765,32487,18358,Y,13121,14984,7171,PUB
00347400,University of South Dakota,2017,15668,9758,33744,19399,N,13444,15404,7253,PUB
00347900,Belmont University,2011,32570,,32570,,N,,21900,,PRI
00347900,Belmont University,2012,34090,,34090,,N,,19850,19850,PRI
00347900,Belmont University,2013,35650,,35650,,N,22850,22850,22850,PRI
00347900,Belmont University,2014,36430,,36430,,N,23405,23405,23405,PRI
