schoolid,schoolname,calendaryear,ftrestuition,ptrestuition,ftnonrestuition,ptnonrestuition,tuitionguarind,oncampuscosts,offcampuscosts,athomecosts,schooltype
00169800,John Marshall Law School,2017,48600,34515,48600,34515,N,,25507,25507,PRI
00171000,Loyola University-Chicago,2011,39496,29826,39496,29826,N,20584,20584,20584,PRI
00171000,Loyola University-Chicago,2012,40582,30642,40582,30642,N,19888,19888,19888,PRI
00171000,Loyola University-Chicago,2013,41666,31476,41666,31476,N,20978,20978,20978,PRI
00171000,Loyola University-Chicago,2014,44180,33360,44180,33360,N,23386,23386,23386,PRI
00171000,Loyola University-Chicago,2015,45288,34198,45288,34198,N,21518,21518,21518,PRI
00171000,Loyola University-Chicago,2016,47416,35492,47416,35492,N,23303,23303,23303,PRI
00171000,Loyola University-Chicago,2017,48406,36304,48406,36304,N,24250,24250,24250,PRI
00173700,Northern Illinois University,2011,18688,,33311,,N,17226,17226,6016,PUB
00173700,Northern Illinois University,2012,19811,,35129,,N,15896,15896,15896,PUB
00173700,Northern Illinois University,2013,21399,,37022,,N,18390,18390,18390,PUB
00173700,Northern Illinois University,2014,21764,,37700,,N,18800,18800,18800,PUB
00173700,Northern Illinois University,2015,22118,,38374,,N,18800,18800,18800,PUB
00173700,Northern Illinois University,2016,22130,,38385,,N,19316,19316,19316,PUB
00173700,Northern Illinois University,2017,22178,,38433,,N,18930,18930,18930,PUB
00173900,Northwestern University,2011,51920,,51920,,N,23500,23500,23500,PRI
00173900,Northwestern University,2012,53468,,53468,,N,24460,24460,24460,PRI
00173900,Northwestern University,2013,54764,,54764,,N,21618,21618,21618,PRI
00173900,Northwestern University,2014,56434,,56434,,N,21680,21680,21680,PRI
00173900,Northwestern University,2015,58398,,58398,,N,21506,21506,21506,PRI
00173900,Northwestern University,2016,59850,,59850,,N,21084,21084,21084,PRI
00173900,Northwestern University,2017,62084,,62084,,N,21030,21030,21030,PRI
00175800,Southern Illinois University-Carbondale,2011,15994,,36154,,N,14546,14546,14546,PUB
00175800,Southern Illinois University-Carbondale,2012,16995,,38567,,N,15989,15989,15989,PUB
00175800,Southern Illinois University-Carbondale,2013,17846,,40496,,N,16551,16551,16551,PUB
00175800,Southern Illinois University-Carbondale,2014,19160,,43320,,N,17155,17155,17155,PUB
00175800,Southern Illinois University-Carbondale,2015,19474,,41120,,N,17471,17471,17471,PUB
00175800,Southern Illinois University-Carbondale,2016,20833,,43922,,N,17725,17725,17725,PUB
00175800,Southern Illinois University-Carbondale,2017,21754,,44026,,N,18851,18851,18851,PUB
00177400,University of Chicago,2011,47786,,47786,,N,22536,22536,22536,PRI
00177400,University of Chicago,2012,50727,,50727,,N,23154,23154,23154,PRI
00177400,University of Chicago,2013,53361,,53361,,N,23418,23418,23418,PRI
00177400,University of Chicago,2014,55503,,55503,,N,23634,23634,23634,PRI
00177400,University of Chicago,2015,58065,,58065,,N,24564,24564,24564,PRI
00177400,University of Chicago,2016,60729,,60729,,N,27471,27471,27471,PRI
00177400,University of Chicago,2017,62865,,62865,,N,27969,27969,27969,PRI
00177500,University of Illinois,2011,38567,,45567,,N,16618,16618,16618,PUB
00177500,University of Illinois,2012,38497,,45917,,Y,16926,16926,16926,PUB
00177500,University of Illinois,2013,41226,,48976,,Y,17419,17419,17419,PUB
00177500,University of Illinois,2014,41294,,49044,,Y,17701,17701,17701,PUB
00177500,University of Illinois,2015,41328,,49078,,Y,17900,17900,17900,PUB
00177500,University of Illinois,2016,41332,,49082,,Y,17900,17900,17900,PUB
00177500,University of Illinois,2017,38098,,48098,,Y,18600,18600,18600,PUB
00180500,Indiana Tech Law School,2016,21610,,21610,,Y,20064,16924,10734,PRI
00180900,Indiana University - Bloomington,2011,28130,,45602,,N,22882,22882,22882,PUB
00180900,Indiana University - Bloomington,2012,29946,,48020,,N,22882,22882,22882,PUB
00180900,Indiana University - Bloomington,2013,30526,,48962,,N,23112,23112,23112,PUB
00180900,Indiana University - Bloomington,2014,31121,,49926,,N,23112,23112,23112,PUB
00180900,Indiana University - Bloomington,2015,31801,,51801,,Y,21312,21312,21312,PUB
00180900,Indiana University - Bloomington,2016,32550,,53300,,Y,21302,21302,21302,PUB
00180900,Indiana University - Bloomington,2017,34073,,54323,,Y,21544,21544,21544,PUB
00181300,Indiana University - Indianapolis,2011,22323,16903,43821,32854,N,,21124,,PUB
00181300,Indiana University - Indianapolis,2012,23473,15976,42610,28446,N,21124,21124,21124,PUB
00181300,Indiana University - Indianapolis,2013,24172,18953,43882,34063,N,21124,21124,21124,PUB
00181300,Indiana University - Indianapolis,2014,24892,18927,45193,34153,N,19714,19714,19714,PUB
00181300,Indiana University - Indianapolis,2015,25625,19481,45210,34170,N,11646,11646,11646,PUB
00181300,Indiana University - Indianapolis,2016,26379,20030,45227,34166,N,18786,18786,18786,PUB
00181300,Indiana University - Indianapolis,2017,28631,19160,48711,32338,N,18967,18967,18967,PUB
00184000,University of Notre Dame,2011,43335,,43335,,N,17650,17650,17650,PRI
00184000,University of Notre Dame,2012,45980,,45980,,N,18100,18100,18100,PRI
00184000,University of Notre Dame,2013,48730,,48730,,N,18750,18750,18750,PRI
00184000,University of Notre Dame,2014,50520,,50520,,N,19410,19410,19410,PRI
00184000,University of Notre Dame,2015,52372,,52372,,N,19950,19950,19950,PRI
00184000,University of Notre Dame,2016,54297,,54297,,N,20250,20250,20250,PRI
00184000,University of Notre Dame,2017,56292,,56292,,N,20450,20450,20450,PRI
00184200,Valparaiso University,2011,38086,23790,38086,23790,N,,12760,6260,PRI
00184200,Valparaiso University,2012,38852,24270,38852,24270,N,12350,12350,5850,PRI
00184200,Valparaiso University,2013,39612,24750,39612,24750,N,12350,12350,5850,PRI
00184200,Valparaiso University,2014,39612,24750,39612,24750,N,,12350,5850,PRI
00184200,Valparaiso University,2015,40372,24672,40372,24672,N,,13950,7450,PRI
00184200,Valparaiso University,2016,40372,24672,40372,24672,N,,16650,9450,PRI
00184200,Valparaiso University,2017,41522,29204,41522,29204,N,,15950,8750,PRI
00186000,Drake University,2011,34006,,34006,,N,,17910,5205,PRI
00186000,Drake University,2012,35282,,35282,,N,18530,18530,5415,PRI
00186000,Drake University,2013,36662,,36662,,N,19405,19405,5980,PRI
00186000,Drake University,2014,38106,,38106,,N,20040,20040,9195,PRI
00186000,Drake University,2015,38866,18824,38866,18824,N,20216,20216,9120,PRI
00186000,Drake University,2016,39642,19202,39642,19202,N,21010,21010,9340,PRI
00186000,Drake University,2017,40612,,40612,,N,21780,21780,9745,PRI
00189200,University of Iowa,2011,26348,,46056,,N,16633,16633,8623,PUB
00189200,University of Iowa,2012,27344,,47792,,N,15573,17245,8695,PUB
00189200,University of Iowa,2013,28047,,49025,,N,16702,16930,7924,PUB
00189200,University of Iowa,2014,23760,,41296,,N,16702,16930,7924,PUB
00189200,University of Iowa,2015,24177,,42021,,N,16778,16892,8076,PUB
00189200,University of Iowa,2016,24930,,43214,,N,16056,17310,6898,PUB
00189200,University of Iowa,2017,26456,,45916,,N,15936,17760,8146,PUB
00194800,University of Kansas,2011,16460,,28648,,N,17218,17218,17218,PUB
00194800,University of Kansas,2012,18664,,31474,,N,17058,17058,17058,PUB
00194800,University of Kansas,2013,19623,,33067,,N,16630,16630,16630,PUB
00194800,University of Kansas,2014,19985,,34089,,N,16994,16994,16994,PUB
00194800,University of Kansas,2015,20718,,35328,,N,14570,14570,14570,PUB
00194800,University of Kansas,2016,21617,,36958,,N,15492,15492,15492,PUB
00194800,University of Kansas,2017,21996,,37721,,N,15536,15536,15536,PUB
00194900,Washburn University,2011,17290,,26950,,N,16952,16952,16952,PUB
00194900,Washburn University,2012,17980,,28030,,N,14499,14499,14499,PUB
00194900,Washburn University,2013,18880,,29440,,N,15299,15299,15299,PUB
00194900,Washburn University,2014,19094,,29766,,N,15299,15299,15299,PUB
00194900,Washburn University,2015,19964,,31129,,N,15299,15299,15299,PUB
00194900,Washburn University,2016,20950,,32695,,N,16171,16171,16171,PUB
00194900,Washburn University,2017,21588,,33681,,N,16576,16576,16576,PUB
00198903,University of Kentucky,2011,18306,,31716,,N,15694,15694,5994,PUB
00198903,University of Kentucky,2012,19404,,33618,,N,15996,15996,5996,PUB
00198903,University of Kentucky,2013,19986,,35652,,N,16114,16114,6216,PUB
00198903,University of Kentucky,2014,20988,,38508,,N,16114,16114,5314,PUB
00198903,University of Kentucky,2015,21618,,40836,,N,15832,15832,7182,PUB
00198903,University of Kentucky,2016,22700,,44320,,N,15832,15832,7182,PUB
00198903,University of Kentucky,2017,23783,,47343,,N,16700,16700,7300,PUB
00199900,University of Louisville,2011,16716,8448,32128,16154,N,18802,18802,10432,PUB
00199900,University of Louisville,2012,17854,16090,34026,30652,N,18802,18802,10432,PUB
00199900,University of Louisville,2013,18578,14864,34612,27696,N,18802,18802,10432,PUB
00199900,University of Louisville,2014,19702,15049,36538,27694,N,18464,18464,18464,PUB
00199900,University of Louisville,2015,20092,,37432,,N,18806,18806,18806,PUB
00199900,University of Louisville,2016,21292,17092,39498,31668,N,18820,18820,18820,PUB
00199900,University of Louisville,2017,21392,17128,39598,31704,N,18918,18918,18918,PUB
00201000,Louisiana State University,2011,17474,,33800,,N,16018,18458,9890,PUB
00201000,Louisiana State University,2012,18618,,36006,,N,17292,19788,10370,PUB
00201000,Louisiana State University,2013,19861,,38118,,N,19060,20968,11504,PUB
00201000,Louisiana State University,2014,20998,,40348,,N,19764,20721,15758,PUB
00201000,Louisiana State University,2015,21947,,41297,,N,21049,22036,17046,PUB
00201000,Louisiana State University,2016,22520,,37960,,N,21049,22036,17046,PUB
00201000,Louisiana State University,2017,23083,,38523,,N,21158,24008,17466,PUB
00201600,Loyola University-New Orleans,2011,38266,25856,38266,25856,N,20300,20300,15000,PRI
00201600,Loyola University-New Orleans,2012,41448,28428,41448,28428,N,20700,20700,15400,PRI
00201600,Loyola University-New Orleans,2013,43432,29772,43432,29772,N,20700,20700,15400,PRI
00201600,Loyola University-New Orleans,2014,43150,32650,43150,32650,N,21644,21644,21644,PRI
00201600,Loyola University-New Orleans,2015,43410,32910,43410,32910,N,21644,21644,21644,PRI
00201600,Loyola University-New Orleans,2016,43410,32910,43410,32910,N,21674,21674,21674,PRI
00201600,Loyola University-New Orleans,2017,44330,33620,44330,33620,N,22594,22594,22594,PRI
00202500,Southern University,2011,10014,6744,16614,13344,N,18922,18922,18922,PUB
00202500,Southern University,2012,10990,9370,18590,16970,N,19024,19024,19024,PUB
00202500,Southern University,2013,12054,10478,20654,19078,N,19024,19024,19024,PUB
00202500,Southern University,2014,12014,10478,21614,20078,N,18846,18846,18846,PUB
00202500,Southern University,2015,13560,11908,24160,22508,N,18888,18888,18888,PUB
00202500,Southern University,2016,14956,13200,26556,24800,N,18921,18921,18921,PUB
00202500,Southern University,2017,15802,13958,28402,26558,N,19821,19821,19821,PUB
00202900,Tulane University,2011,43684,,43684,,N,20450,20450,10180,PRI
00202900,Tulane University,2012,43684,,43684,,N,20990,20990,10425,PRI
00202900,Tulane University,2013,47080,,47080,,N,21528,21528,10780,PRI
00202900,Tulane University,2014,48456,,48456,,N,22140,22140,11230,PRI
00202900,Tulane University,2015,51130,,51130,,N,22304,22304,11306,PRI
00202900,Tulane University,2016,52554,,52554,,N,22344,22344,8294,PRI
00202900,Tulane University,2017,54568,,54568,,N,22676,22676,8402,PRI
00205400,University of Maine,2011,22986,,33906,,N,16622,16622,8228,PUB
00205400,University of Maine,2012,23610,,34680,,N,15794,15794,10522,PUB
00205400,University of Maine,2013,23554,,34624,,N,15796,15796,8522,PUB
00205400,University of Maine,2014,23666,,34736,,N,16014,16014,8522,PUB
00205400,University of Maine,2015,23610,,34680,,N,15708,15708,7974,PUB
00205400,University of Maine,2016,23560,,34630,,N,14980,14980,7594,PUB
00205400,University of Maine,2017,23640,,34710,,N,14774,14774,7594,PUB
00210200,University of Baltimore,2011,25798,19262,37900,26772,N,,22800,,PUB
00210200,University of Baltimore,2012,26156,20613,38440,28669,N,22200,22200,22200,PUB
00210200,University of Baltimore,2013,26884,21183,39538,29486,N,19950,19950,19950,PUB
00210200,University of Baltimore,2014,27884,20810,41044,29000,N,19950,19950,19950,PUB
00210200,University of Baltimore,2015,29184,21782,43002,30098,N,19950,19950,19950,PUB
00210200,University of Baltimore,2016,30144,22502,43972,31070,N,19950,19950,19950,PUB
00210200,University of Baltimore,2017,31084,23204,45326,32024,N,19950,19950,19950,PUB
00210400,University of Maryland,2011,25405,19440,36684,27899,N,22469,28139,16979,PUB
00210400,University of Maryland,2012,26093,19958,37710,28671,N,22469,28139,16979,PUB
00210400,University of Maryland,2013,27174,20791,39256,29852,N,24317,30214,17983,PUB
00210400,University of Maryland,2014,28657,22000,41464,31604,N,23075,23075,11915,PUB
00210400,University of Maryland,2015,30177,23175,43657,33284,N,23075,23075,11915,PUB
00210400,University of Maryland,2016,31380,21237,45399,30363,N,21491,23020,14920,PUB
00210400,University of Maryland,2017,32492,21969,47036,31437,N,21491,23020,14920,PUB
00212801,Boston College,2011,41818,,41818,,N,,18690,,PRI
00212801,Boston College,2012,43511,,43511,,N,,19360,,PRI
00212801,Boston College,2013,45231,,45231,,N,,19360,19360,PRI
00212801,Boston College,2014,46790,,46790,,N,,19360,,PRI
00212801,Boston College,2015,48820,,48820,,N,,19360,,PRI
00212801,Boston College,2016,50770,,50700,,N,,19360,,PRI
00212801,Boston College,2017,52850,,52850,,N,,19360,,PRI
00213007,Boston University,2011,42654,,42654,,N,17618,17618,12430,PRI
00213007,Boston University,2012,44168,,44168,,N,17842,17842,13018,PRI
00213007,Boston University,2013,45786,,45786,,N,17842,17842,11356,PRI
00213007,Boston University,2014,47188,,47188,,N,18142,18142,13198,PRI
00213007,Boston University,2015,49330,,49330,,N,18472,18472,13362,PRI
00213007,Boston University,2016,51210,,51210,,N,18902,18902,13563,PRI
00213007,Boston University,2017,53236,,53236,,N,19233,19233,13722,PRI
00215510,Harvard University,2011,48786,,48789,,N,23814,23814,23814,PRI
00215510,Harvard University,2012,50880,,50880,,Y,24920,24920,24920,PRI
00215510,Harvard University,2013,53308,,53308,,N,25392,25392,25392,PRI
00215510,Harvard University,2014,55842,,55842,,N,26058,26058,26058,PRI
00215510,Harvard University,2015,58242,,58242,,N,26758,26758,26758,PRI
00215510,Harvard University,2016,60638,,60638,,N,27962,27962,27962,PRI
00215510,Harvard University,2017,62792,,62792,,N,29408,29408,29408,PRI
00219900,Northeastern University,2011,42296,,42296,,N,9720,19500,19500,PRI
00219900,Northeastern University,2012,43048,,43048,,N,20237,20237,9420,PRI
00219900,Northeastern University,2013,43910,,43910,,N,19500,19500,7664,PRI
00219900,Northeastern University,2014,45118,,45118,,N,19500,19500,7664,PRI
00219900,Northeastern University,2015,46520,,46520,,N,19500,19500,7500,PRI
00219900,Northeastern University,2016,47790,,47790,,N,19500,19500,7500,PRI
00219900,Northeastern University,2017,49224,,49224,,N,19500,19500,7665,PRI
00221007,University of Massachusetts Dartmouth,2011,24016,18393,31708,22915,N,15400,18570,12360,PUB
00221007,University of Massachusetts Dartmouth,2012,24178,18252,31870,24021,N,15742,18812,12486,PUB
00221007,University of Massachusetts Dartmouth,2013,24178,18252,31870,24021,N,17344,20504,13818,PUB
00221007,University of Massachusetts Dartmouth,2014,24178,18252,31870,24021,N,17886,21022,14136,PUB
00221007,University of Massachusetts Dartmouth,2015,25016,18881,32768,24695,N,18576,23616,16756,PUB
00221007,University of Massachusetts Dartmouth,2016,26466,19968,34618,26082,N,19492,24190,16922,PUB
00221007,University of Massachusetts Dartmouth,2017,27291,20537,35688,26835,N,20104,24758,17180,PUB
00221810,Suffolk University,2011,42660,31994,42660,31994,N,,21414,14798,PRI
00221810,Suffolk University,2012,44064,33048,44064,33048,N,,21920,15392,PRI
00221810,Suffolk University,2013,45054,33790,45054,33790,N,,22166,15853,PRI
00221810,Suffolk University,2014,46042,34530,46042,34530,N,,22128,15828,PRI
00221810,Suffolk University,2015,46042,34530,46042,34530,N,,22449,14898,PRI
00221810,Suffolk University,2016,46042,34530,46042,34530,N,,22789,15385,PRI
00221810,Suffolk University,2017,46932,35198,46932,35198,N,,23324,15931,PRI
00222600,Western New England University,2011,38240,28294,38240,28294,N,18461,18461,7623,PRI
00222600,Western New England University,2012,39574,29280,39574,29280,N,13627,18631,7623,PRI
00222600,Western New England University,2013,40954,30298,40954,30298,N,13627,19565,8000,PRI
00222600,Western New England University,2014,40954,30298,40954,30298,Y,17310,21484,9880,PRI
00222600,Western New England University,2015,40954,30298,40954,30298,Y,17310,21848,9880,PRI
00222600,Western New England University,2016,40954,30298,40954,30298,Y,21721,21848,9880,PRI
00222600,Western New England University,2017,40954,30298,40954,30298,N,21721,21848,9880,PRI
00225400,Michigan State University,2011,34882,21813,34882,21813,N,15437,15437,15437,PRI
00225400,Michigan State University,2012,35377,26893,35377,26893,N,15044,15044,15044,PRI
00225400,Michigan State University,2013,35844,27192,35844,27192,N,15426,15426,15426,PRI
00225400,Michigan State University,2014,37294,28292,37294,28292,N,15732,15732,15732,PRI
00225400,Michigan State University,2015,39353,29854,39353,29854,N,15974,15974,15974,PRI
00225400,Michigan State University,2016,41528,28640,41528,28640,N,16150,16150,16150,PRI
00225400,Michigan State University,2017,43400,43400,43400,43400,N,18204,18204,18204,PRI
00232300,University of Detroit Mercy,2011,36050,28856,36050,28856,N,,21606,13762,PRI
00232300,University of Detroit Mercy,2012,38180,30560,38180,30560,N,,22537,14379,PRI
00232300,University of Detroit Mercy,2013,39710,31784,39710,31784,Y,,23036,14705,PRI
00232300,University of Detroit Mercy,2014,40502,32408,40502,32408,Y,,23117,14772,PRI
00232300,University of Detroit Mercy,2015,40532,32438,40532,32438,Y,,22861,12798,PRI
00232300,University of Detroit Mercy,2016,40532,32447,40532,32447,N,,21648,13476,PRI
00232300,University of Detroit Mercy,2017,42140,33734,42140,33734,N,,22210,13988,PRI
00232503,University of Michigan,2011,46830,,49740,,N,18130,18130,7050,PUB
00232503,University of Michigan,2012,48250,,51250,,N,18700,18700,9900,PUB
00232503,University of Michigan,2013,49784,,52784,,N,17016,17016,9016,PUB
00232503,University of Michigan,2014,51398,,54398,,N,18030,18030,18030,PUB
00232503,University of Michigan,2015,53112,,56112,,N,18550,18550,18550,PUB
00232503,University of Michigan,2016,55012,,58012,,,19010,19010,19010,PUB
00232503,University of Michigan,2017,57262,,60508,,N,19510,19510,19510,PUB
00232902,Wayne State University,2011,26118,14116,28548,15412,N,22570,22570,12445,PUB
00232902,Wayne State University,2012,27135,14665,29660,16011,N,23025,23025,12693,PUB
00232902,Wayne State University,2013,29066,14801,31763,16150,N,21967,21967,12456,PUB
00232902,Wayne State University,2014,30025,16285,32808,17769,N,21682,21682,12171,PUB
00232902,Wayne State University,2015,30111,16316,32894,17800,Y,21962,21962,12310,PUB
00232902,Wayne State University,2016,30727,16654,33509,18138,Y,21963,21963,12311,PUB
00232902,Wayne State University,2017,31956,17321,34850,18864,N,21955,21955,12303,PUB
00234500,University of St. Thomas (Minnesota),2011,34898,,34898,,N,,18890,18890,PRI
00234500,University of St. Thomas (Minnesota),2012,39244,,39244,,N,,19745,19745,PRI
00234500,University of St. Thomas (Minnesota),2013,39244,,39244,,Y,,19928,19928,PRI
00234500,University of St. Thomas (Minnesota),2014,37185,,37185,,Y,,19963,19963,PRI
00234500,University of St. Thomas (Minnesota),2015,37941,,37941,,Y,,20340,20340,PRI
00234500,University of St. Thomas (Minnesota),2016,39077,,39077,,Y,,20197,20197,PRI
00234500,University of St. Thomas (Minnesota),2017,40247,,40247,,Y,,20641,20641,PRI
00235401,Hamline University,2011,34555,25040,34555,25040,N,12551,18799,18799,PRI
00235401,Hamline University,2012,36396,26240,36396,26240,N,12786,20339,20339,PRI
00235401,Hamline University,2013,37204,26820,37204,26820,N,12205,19883,19883,PRI
00235401,Hamline University,2014,39536,28768,39536,28768,N,13935,20192,20192,PRI
00235401,Hamline University,2015,40128,28882,40128,28882,N,14370,20227,20227,PRI
00239100,William Mitchell College of Law,2011,35710,25840,35710,25840,N,,18074,,PRI
00239100,William Mitchell College of Law,2012,36020,26050,36020,26050,N,,19350,,PRI
00239100,William Mitchell College of Law,2013,37100,26830,37100,26830,N,,19450,,PRI
00239100,William Mitchell College of Law,2014,38660,28030,38660,28030,N,,19450,,PRI
00239100,William Mitchell College of Law,2015,39560,28690,39560,28690,N,,19450,,PRI
00239101,Mitchell Hamline School of Law,2016,40570,29320,40470,29320,N,19450,19450,19450,PRI
00239101,Mitchell Hamline School of Law,2017,42816,31172,42816,31172,N,19450,19450,19450,PRI
00241501,Mississippi College,2011,29150,,29150,,Y,21225,21225,21225,PRI
00241501,Mississippi College,2012,29450,,29450,,Y,22225,22225,22225,PRI
00241501,Mississippi College,2013,30590,,30590,,Y,,22225,6725,PRI
00241501,Mississippi College,2014,32680,,32680,,Y,,28100,28100,PRI
00241501,Mississippi College,2015,33630,,33630,,Y,,21225,21225,PRI
00241501,Mississippi College,2016,33630,,33630,,Y,,23025,23025,PRI
00241501,Mississippi College,2017,35500,,35500,,Y,23025,23025,23025,PRI
00244000,University of Mississippi,2011,11293,,24692,,N,18214,18214,18214,PUB
00244000,University of Mississippi,2012,11293,,24692,,N,19198,19198,19198,PUB
00244000,University of Mississippi,2013,13488,,29287,,N,19488,19488,19488,PUB
00244000,University of Mississippi,2014,14688,,31688,,N,19198,19198,19198,PUB
00244000,University of Mississippi,2015,15036,,32374,,N,17698,17698,17698,PUB
00244000,University of Mississippi,2016,15336,,33712,,N,17698,17698,17698,PUB
00244000,University of Mississippi,2017,15882,,35254,,N,17260,17260,17260,PUB
00250609,Saint Louis University,2011,36175,26325,36175,26325,N,23456,23456,23456,PRI
00250609,Saint Louis University,2012,36885,26845,36885,26845,N,21410,21410,19302,PRI
00250609,Saint Louis University,2013,37615,27355,37615,27355,N,21158,21158,19050,PRI
00250609,Saint Louis University,2014,38435,27975,38435,27975,N,21172,21172,19064,PRI
00250609,Saint Louis University,2015,39195,28525,39195,28525,N,21474,21474,18406,PRI
00250609,Saint Louis University,2016,40145,29235,40145,29235,N,20934,20934,17866,PRI
00250609,Saint Louis University,2017,41025,29865,41025,29865,N,20734,20734,17666,PRI
00251600,University of Missouri,2011,17784,,34000,,N,16542,16542,16542,PUB
00251600,University of Missouri,2012,18649,,35677,,N,17836,17836,17836,PUB
00251600,University of Missouri,2013,19538,,36907,,N,18130,18130,18130,PUB
00251600,University of Missouri,2014,19832,,37462,,N,17644,17644,17644,PUB
00251600,University of Missouri,2015,20771,,38400,,N,17836,17836,17836,PUB
00251600,University of Missouri,2016,20918,,38672,,N,19294,19294,19294,PUB
00251600,University of Missouri,2017,21407,,39536,,N,19610,19610,19610,PUB
00251800,University of Missouri-Kansas City,2011,16730,10199,31772,19224,N,17354,18060,11440,PUB
00251800,University of Missouri-Kansas City,2012,17058,10416,32853,19893,N,19412,18250,12086,PUB
00251800,University of Missouri-Kansas City,2013,17886,10899,33996,20565,N,21270,18090,11884,PUB
00251800,University of Missouri-Kansas City,2014,18320,11162,34832,21172,N,16233,15911,11830,PUB
00251800,University of Missouri-Kansas City,2015,18466,11251,35110,21237,N,15963,16075,11723,PUB
00251800,University of Missouri-Kansas City,2016,18647,11360,35456,21446,N,17368,16268,13796,PUB
00251800,University of Missouri-Kansas City,2017,19040,11600,36200,21896,N,16554,15450,12054,PUB
00252000,Washington University,2011,46042,,46042,,N,,21925,,PRI
00252000,Washington University,2012,47490,,47490,,N,,21925,,PRI
00252000,Washington University,2013,49945,,49945,,N,,21925,,PRI
00252000,Washington University,2014,50152,,50152,,N,,22700,,PRI
00252000,Washington University,2015,51626,,51626,,N,,22700,,PRI
00252000,Washington University,2016,53506,,53506,,N,,23611,,PRI
00252000,Washington University,2017,55423,,55423,,N,,23787,,PRI
00253600,University of Montana,2011,11578,,27513,,N,12840,12840,5340,PUB
00253600,University of Montana,2012,11104,,27772,,N,14790,14790,7290,PUB
00253600,University of Montana,2013,11282,,28602,,N,16232,16232,7923,PUB
00253600,University of Montana,2014,11335,,29328,,N,14683,14683,14683,PUB
00253600,University of Montana,2015,11393,,30078,,N,15346,15346,4354,PUB
00253600,University of Montana,2016,11451,,30850,,N,15726,15726,15726,PUB
00253600,University of Montana,2017,12562,,32120,,N,15874,15874,15874,PUB
00254200,Creighton University,2011,32494,18302,32494,18302,N,16755,16755,6855,PRI
00254200,Creighton University,2012,33490,19218,33490,19218,N,16955,16955,5805,PRI
00254200,Creighton University,2013,34494,17896,34494,17896,N,16955,16955,7055,PRI
00254200,Creighton University,2014,35530,18416,35530,18416,N,16955,16955,7055,PRI
00254200,Creighton University,2015,36258,19981,36258,19981,N,16955,16955,7055,PRI
00254200,Creighton University,2016,37614,20671,37614,20671,N,16955,16955,7055,PRI
00254200,Creighton University,2017,38744,19760,38744,19760,N,16955,16955,7055,PRI
00256500,University of Nebraska,2011,13887,,29966,,N,14310,13858,7678,PUB
00256500,University of Nebraska,2012,14363,,31044,,N,14954,14480,7828,PUB
00256500,University of Nebraska,2013,14441,,31955,,N,15852,15166,8316,PUB
00256500,University of Nebraska,2014,14479,,32852,,N,16366,15400,8400,PUB
00256500,University of Nebraska,2015,14721,,33415,,N,16776,15538,8462,PUB
00256500,University of Nebraska,2016,15036,,34192,,N,17582,16424,9584,PUB
00256500,University of Nebraska,2017,15645,,35841,,N,18942,17942,11516,PUB
00256900,University of Nevada - Las Vegas,2011,24752,16126,35752,23182,N,17610,20680,11010,PUB
00256900,University of Nevada - Las Vegas,2012,24749,18713,35749,26945,N,18218,21010,9624,PUB
00256900,University of Nevada - Las Vegas,2013,26437,20401,37437,28633,N,15421,20776,11613,PUB
00256900,University of Nevada - Las Vegas,2014,24749,18713,35749,26945,N,15421,20776,11613,PUB
00256900,University of Nevada - Las Vegas,2015,25749,19469,37149,27995,N,15141,21464,10546,PUB
00256900,University of Nevada - Las Vegas,2016,26749,20225,38649,29129,N,15470,21372,12000,PUB
00256900,University of Nevada - Las Vegas,2017,26973,20409,38873,29313,N,14814,21372,12000,PUB
00258903,University of New Hampshire,2011,39990,,39990,,N,20091,20091,20091,PUB
00258903,University of New Hampshire,2012,41190,,41190,,N,20105,20105,20105,PUB
00258903,University of New Hampshire,2013,41190,,41190,,N,,20462,20462,PUB
00258903,University of New Hampshire,2014,37378,,41378,,N,,21910,,PUB
00258903,University of New Hampshire,2015,37383,,41383,,N,,20877,11377,PUB
00258903,University of New Hampshire,2016,37383,,41383,,N,,20877,11377,PUB
00258903,University of New Hampshire,2017,37401,28651,41401,28651,N,,20899,11409,PUB
00262900,Rutgers University,2015,26842,22548,39048,33237,N,,,,PUB
00262900,Rutgers University,2016,27268,22908,39682,33765,N,18426,25859,11176,PUB
00262900,Rutgers University,2017,27492,23070,40136,34116,N,19252,25984,10862,PUB
00262901,Rutgers University-Camden,2011,24094,19695,35358,29075,N,16084,21594,8314,PUB
00262901,Rutgers University-Camden,2012,25479,10974,37211,15864,N,16514,22184,8514,PUB
00262901,Rutgers University-Camden,2013,25505,20461,37237,30241,N,17414,22654,8564,PUB
00262901,Rutgers University-Camden,2014,26101,21904,38068,32383,N,14471,23061,8551,PUB
00262902,Rutgers University-Newark,2011,25385,16558,37117,24382,N,16675,22185,8905,PUB
00262902,Rutgers University-Newark,2012,25424,16577,37156,24401,N,17156,22826,9156,PUB
00262902,Rutgers University-Newark,2013,25457,16590,37189,24414,N,18143,23383,9293,PUB
00262902,Rutgers University-Newark,2014,26062,18943,38029,27925,N,18023,23438,8928,PUB
00263201,Seton Hall University,2011,46840,35340,46840,35340,N,,22752,12357,PRI
00263201,Seton Hall University,2012,48170,36330,48170,36330,N,,21746,10730,PRI
00263201,Seton Hall University,2013,49070,37012,49070,37012,N,,21926,10812,PRI
