schoolid,schoolname,calendaryear,academicyear,condscholind,numenteringcondschol,numeliminatedcondschol,numstudents,ftnumstudents,ptnumstudents,totalrecvgrant,totalrecvgrantp,ftrecvgrant,ptrecvgrant,totalgrantlthalf,totalgrantlthalfp,ftgrantlthalf,ptgrantlthalf,totalgrantalhalf,totalgrantalhalfp,ftgrantalhalf,ptgrantalhalf,totalgrantfull,totalgrantfullp,ftgrantfull,ptgrantfull,totalgrantgtfull,totalgrantgtfullp,ftgrantgtfull,ptgrantgtfull,ftgrantamt75,ptgrantamt75,ftgrantamtmedian,ptgrantamtmedian,ftgrantamt25,ptgrantamt25
00364500,Texas A&M University,2015,2014,Y,110,47,702,458,244,167,23.8,131,36,106,15.1,71,35,40,5.7,39,1,19,2.7,19,0,2,0.3,2,0,20000,8000,15000,8000,10000,4167
00364500,Texas A&M University,2016,2015,N,,,581,396,185,260,44.8,195,65,106,18.2,64,42,97,16.7,82,15,0,0,0,0,57,9.8,49,8,33092,14000,19000,6000,11031,1435
00364500,Texas A&M University,2017,2016,N,,,484,355,129,295,61,259,36,82,16.9,65,17,133,27.5,119,14,65,13.4,60,5,15,3.1,15,0,28000,18666,18000,14000,12500,11050
00365200,University of Houston,2011,2010,,,,877,701,176,498,56.8,498,0,458,52.2,458,0,38,4.3,38,0,1,0.1,1,0,1,0.1,1,0,,,2200,0,,
00365200,University of Houston,2012,2011,N,,,830,676,154,447,53.9,442,5,412,49.6,407,5,35,4.2,35,0,0,0,0,0,0,0,0,0,4500,2000,2000,2000,2000,2000
00365200,University of Houston,2013,2012,N,,,775,632,143,479,61.8,479,0,431,55.6,431,0,45,5.8,45,0,1,0.1,1,0,2,0.3,2,0,7000,0,5000,0,5000,0
00365200,University of Houston,2014,2013,N,,,743,619,124,549,73.9,549,0,506,68.1,506,0,38,5.1,38,0,3,0.4,3,0,2,0.3,2,0,10000,0,5000,0,3000,0
00365200,University of Houston,2015,2014,N,,,732,615,117,407,55.6,374,33,271,37,255,16,124,16.9,108,16,8,1.1,7,1,4,0.5,4,0,15000,16573,10000,10000,5000,5000
00365200,University of Houston,2016,2015,N,,,731,605,126,509,69.6,468,41,384,52.5,350,34,107,14.6,101,6,11,1.5,11,0,7,1,6,1,15000,10661,7500,5000,5000,4000
00365200,University of Houston,2017,2016,N,,,710,610,100,442,62.3,415,27,292,41.1,269,23,114,16.1,111,3,32,4.5,32,0,4,0.6,3,1,19928,15000,10000,10000,5000,5000
00365800,University of Texas at Austin,2011,2010,,,,1154,1154,0,1007,87.3,1007,,853,73.9,853,,124,10.7,124,,10,0.9,10,,20,1.7,20,,,,8500,,,
00365800,University of Texas at Austin,2012,2011,N,,,1136,1136,0,933,82.1,933,,818,72,818,,91,8,91,,8,0.7,8,,16,1.4,16,,11500,,7644,,4500,
00365800,University of Texas at Austin,2013,2012,N,,,1065,1061,4,885,83.1,885,0,761,71.5,761,0,102,9.6,102,0,5,0.5,5,0,17,1.6,17,0,12200,0,9500,0,4500,0
00365800,University of Texas at Austin,2014,2013,N,,,1046,1045,1,869,83.1,869,0,628,60,628,0,206,19.7,206,0,18,1.7,18,0,17,1.6,17,0,18000,0,9700,0,4200,0
00365800,University of Texas at Austin,2015,2014,N,,,1031,1025,6,891,86.4,891,0,593,57.5,593,0,242,23.5,242,0,16,1.6,16,0,40,3.9,40,0,22700,0,11500,0,5000,0
00365800,University of Texas at Austin,2016,2015,N,,,956,949,7,871,91.1,871,0,557,58.3,557,0,238,24.9,238,0,22,2.3,22,0,54,5.6,54,0,25059,0,13000,0,6500,0
00365800,University of Texas at Austin,2017,2016,N,,,904,898,6,821,90.8,821,0,533,59,533,0,223,24.7,223,0,20,2.2,20,0,45,5,45,0,25485,0,13500,0,6500,0
00367000,Brigham Young University,2011,2010,,,,444,443,1,163,36.7,163,0,85,19.1,85,0,25,5.6,25,0,49,11,49,0,4,0.9,4,0,,,5140,0,,
00367000,Brigham Young University,2012,2011,Y,55,27,443,430,13,170,38.4,170,0,83,18.7,83,0,31,7,31,0,47,10.6,47,0,9,2,9,0,10600,0,5300,0,2000,0
00367000,Brigham Young University,2013,2012,Y,41,15,426,420,6,180,42.3,180,0,101,23.7,101,0,33,7.7,33,0,37,8.7,37,0,9,2.1,9,0,10475,0,5000,0,2000,0
00367000,Brigham Young University,2014,2013,Y,65,29,417,412,5,170,40.8,170,0,90,21.6,90,0,31,7.4,31,0,42,10.1,42,0,7,1.7,7,0,11280,0,5000,0,3000,0
00367000,Brigham Young University,2015,2014,Y,56,35,406,394,12,239,58.9,239,0,125,30.8,125,0,67,16.5,67,0,27,6.7,27,0,20,4.9,20,0,6000,0,5000,0,2000,0
00367000,Brigham Young University,2016,2015,N,,,404,392,12,225,55.7,225,0,125,30.9,125,0,56,13.9,56,0,27,6.7,27,0,17,4.2,17,0,6245,0,3934,0,1500,0
00367000,Brigham Young University,2017,2016,N,,,402,390,12,238,59.2,238,0,92,22.9,92,0,88,21.9,88,0,33,8.2,33,0,25,6.2,25,0,12310,0,6155,0,3000,0
00367500,University of Utah,2011,2010,,,,402,402,0,205,51,205,,129,32.1,129,,72,17.9,72,,1,0.2,1,,3,0.7,3,,,,6044,,,
00367500,University of Utah,2012,2011,Y,12,3,398,398,0,202,50.8,202,,157,39.4,157,,45,11.3,45,,0,0,0,,0,0,0,,12832,,6416,,1675,
00367500,University of Utah,2013,2012,Y,16,5,381,381,0,213,55.9,213,,155,40.7,155,,52,13.6,52,,0,0,0,,6,1.6,6,,13285,,6165,,2000,
00367500,University of Utah,2014,2013,Y,10,0,364,354,10,193,53,193,0,125,34.3,125,0,56,15.4,56,0,0,0,0,0,12,3.3,12,0,14068,0,7034,0,2125,0
00367500,University of Utah,2015,2014,Y,36,8,351,332,19,185,52.7,185,0,107,30.5,107,0,55,15.7,55,0,0,0,0,0,23,6.6,23,0,15218,0,7365,0,1800,0
00367500,University of Utah,2016,2015,Y,25,2,336,322,14,174,51.8,174,0,142,42.3,142,0,24,7.1,24,0,0,0,0,0,8,2.4,8,0,18929,0,7874,0,1875,0
00367500,University of Utah,2017,2016,Y,30,4,304,292,12,193,63.5,193,0,89,29.3,89,0,93,30.6,93,0,0,0,0,0,11,3.6,11,0,23478,0,15651,0,2800,0
00370500,William and Mary Law School,2011,2010,,,,628,628,0,237,37.7,237,,229,36.5,229,,8,1.3,8,,0,0,0,,0,0,0,,,,8000,,,
00370500,William and Mary Law School,2012,2011,N,,,637,637,0,392,61.5,392,,375,58.9,375,,17,2.7,17,,0,0,0,,0,0,0,,10000,,8000,,5000,
00370500,William and Mary Law School,2013,2012,N,,,619,618,1,426,68.8,426,0,403,65.1,403,0,23,3.7,23,0,0,0,0,0,0,0,0,0,12000,0,10000,0,8000,0
00370500,William and Mary Law School,2014,2013,N,,,623,623,0,497,79.8,497,,424,68.1,424,,73,11.7,73,,0,0,0,,0,0,0,,15000,,10000,,8000,
00370500,William and Mary Law School,2015,2014,N,,,631,631,0,539,85.4,539,,429,68,429,,110,17.4,110,,0,0,0,,0,0,0,,15000,,10000,,8000,
00370500,William and Mary Law School,2016,2015,N,,,645,645,0,536,83.1,536,,424,65.7,424,,112,17.4,112,,0,0,0,,0,0,0,,18000,,12000,,10000,
00370500,William and Mary Law School,2017,2016,N,,,633,633,0,540,85.3,540,,420,66.4,420,0,118,18.6,118,,2,0.3,2,,0,0,0,,20000,,14000,,10000,
00374400,University of Richmond,2011,2010,,,,460,452,8,259,56.3,259,0,214,46.5,214,0,43,9.3,43,0,0,0,0,0,2,0.4,2,0,,,10000,0,,
00374400,University of Richmond,2012,2011,N,,,454,452,2,253,55.7,253,0,192,42.3,192,0,60,13.2,60,0,0,0,0,0,1,0.2,1,0,17500,0,15000,0,10000,0
00374400,University of Richmond,2013,2012,N,,,460,460,0,259,56.3,259,,153,33.3,153,,106,23,106,,0,0,0,,0,0,0,,20000,,15000,,10000,
00374400,University of Richmond,2014,2013,N,,,456,455,1,241,52.9,241,0,89,19.5,89,0,152,33.3,152,0,0,0,0,0,0,0,0,0,21875,0,20000,0,12500,0
00374400,University of Richmond,2015,2014,N,,,458,455,3,262,57.2,262,0,77,16.8,77,0,167,36.5,167,0,18,3.9,18,0,0,0,0,0,30000,0,20000,0,15000,0
00374400,University of Richmond,2016,2015,N,,,474,469,5,313,66,313,0,74,15.6,74,0,185,39,185,0,52,11,52,0,2,0.4,2,0,30000,0,25000,0,20000,0
00374400,University of Richmond,2017,2016,N,,,445,440,5,304,68.3,304,0,102,22.9,102,0,107,24,107,0,94,21.1,94,0,1,0.2,1,0,41500,0,30000,0,20000,0
00374500,University of Virginia,2011,2010,,,,1106,1105,1,500,45.2,500,0,349,31.6,349,0,109,9.9,109,0,38,3.4,38,0,4,0.4,4,0,,,18000,0,,
00374500,University of Virginia,2012,2011,N,,,1093,1093,0,411,37.6,411,,190,17.4,190,,157,14.4,157,,56,5.1,56,,8,0.7,8,,30000,,25000,,15000,
00374500,University of Virginia,2013,2012,N,,,1078,1078,0,401,37.2,401,,209,19.4,209,,128,11.9,128,,55,5.1,55,,9,0.8,9,,30000,,25000,,20000,
00374500,University of Virginia,2014,2013,N,,,1048,1048,0,396,37.8,396,,203,19.4,203,,139,13.3,139,,46,4.4,46,,8,0.8,8,,35000,,25000,,19625,
00374500,University of Virginia,2015,2014,N,,,1005,1005,0,436,43.4,436,,239,23.8,239,,147,14.6,147,,46,4.6,46,,4,0.4,4,,35000,,25000,,16600,
00374500,University of Virginia,2016,2015,N,,,934,934,0,425,45.5,425,,229,24.5,229,,121,13,121,,74,7.9,74,,1,0.1,1,,40000,,25000,,20000,
00374500,University of Virginia,2017,2016,N,,,893,893,0,398,44.6,398,,196,21.9,196,0,117,13.1,117,,84,9.4,84,,1,0.1,1,,45000,,30000,,20000,
00374900,George Mason University,2011,2010,,,,731,505,226,95,13,68,27,76,10.4,61,15,13,1.8,5,8,0,0,0,0,6,0.8,2,4,,,8000,8000,,
00374900,George Mason University,2012,2011,Y,59,40,714,510,204,107,15,81,26,98,13.7,75,23,8,1.1,5,3,0,0,0,0,1,0.1,1,0,8000,8000,8000,5000,5000,3000
00374900,George Mason University,2013,2012,Y,50,23,636,442,194,105,16.5,82,23,92,14.5,72,20,11,1.7,9,2,0,0,0,0,2,0.3,1,1,10000,8000,8000,5000,6000,3500
00374900,George Mason University,2014,2013,Y,86,35,520,363,157,164,31.5,125,39,139,26.7,108,31,21,4,14,7,0,0,0,0,4,0.8,3,1,15000,12000,10000,8000,8000,7500
00374900,George Mason University,2015,2014,Y,138,68,490,340,150,277,56.5,202,75,232,47.3,173,59,39,8,24,15,0,0,0,0,6,1.2,5,1,15000,12000,10000,8000,8000,5000
00374900,George Mason University,2016,2015,Y,136,43,484,329,155,353,72.9,259,94,268,55.4,200,68,82,16.9,56,26,0,0,0,0,3,0.6,3,0,19041,12375,12000,8000,8000,5000
00374900,George Mason University,2017,2016,Y,33,5,518,365,153,423,81.7,311,112,196,37.8,138,58,134,25.9,92,42,27,5.2,26,1,66,12.7,55,11,30000,16898,17000,10000,8000,5000
00376800,Washington and Lee University,2011,2010,,,,407,407,0,261,64.1,261,,153,37.6,153,,87,21.4,87,,20,4.9,20,,1,0.2,1,,,,15800,,,
00376800,Washington and Lee University,2012,2011,N,,,395,395,0,239,60.5,239,,136,34.4,136,,73,18.5,73,,30,7.6,30,,0,0,0,,32000,,20000,,10500,
00376800,Washington and Lee University,2013,2012,N,,,457,457,0,316,69.1,316,,174,38.1,174,,126,27.6,126,,16,3.5,16,,0,0,0,,13500,,20000,,34000,
00376800,Washington and Lee University,2014,2013,N,,,419,419,0,332,79.2,332,,179,42.7,179,,132,31.5,132,,20,4.8,20,,1,0.2,1,,35000,,20000,,15000,
00376800,Washington and Lee University,2015,2014,N,,,370,370,0,336,90.8,336,,171,46.2,171,,147,39.7,147,,17,4.6,17,,1,0.3,1,,40000,,22500,,15500,
00376800,Washington and Lee University,2016,2015,N,,,314,314,0,310,98.7,310,,152,48.4,152,,151,48.1,151,,2,0.6,2,,5,1.6,5,,35000,,25000,,16085,
00376800,Washington and Lee University,2017,2016,N,,,329,329,0,322,97.9,322,,162,49.2,162,0,157,47.7,157,,1,0.3,1,,2,0.6,2,,35000,,22500,,15000,
00377800,Gonzaga University,2011,2010,,,,507,503,4,350,69,350,0,308,60.7,308,0,24,4.7,24,0,18,3.6,18,0,0,0,0,0,,,13500,0,,
00377800,Gonzaga University,2012,2011,Y,176,40,506,506,0,368,72.7,368,,316,62.5,316,,35,6.9,35,,17,3.4,17,,0,0,0,,15500,,13500,,8000,
00377800,Gonzaga University,2013,2012,Y,132,26,460,460,0,361,78.5,361,,302,65.7,302,,44,9.6,44,,15,3.3,15,,0,0,0,,16000,,13000,,8000,
00377800,Gonzaga University,2014,2013,Y,108,31,387,387,0,317,81.9,317,,238,61.5,238,,65,16.8,65,,14,3.6,14,,0,0,0,,18000,,13500,,8500,
00377800,Gonzaga University,2015,2014,Y,124,25,339,339,0,287,84.7,287,,177,52.2,177,,96,28.3,96,,14,4.1,14,,0,0,0,,20000,,16500,,11000,
00377800,Gonzaga University,2016,2015,Y,126,25,337,336,1,297,88.1,297,0,157,46.6,157,0,125,37.1,125,0,15,4.5,15,0,0,0,0,0,21000,0,18000,0,13000,0
00377800,Gonzaga University,2017,2016,Y,102,23,307,305,2,288,93.8,288,0,154,50.2,154,0,120,39.1,120,0,14,4.6,14,0,0,0,0,0,22000,0,18000,0,15000,0
00379001,Seattle University,2011,2010,,,,1011,808,203,520,51.4,464,56,493,48.8,441,52,17,1.7,13,4,10,1,10,0,0,0,0,0,,,10000,9500,,
00379001,Seattle University,2012,2011,Y,140,76,1002,806,196,480,47.9,426,54,458,45.7,405,53,12,1.2,11,1,10,1,10,0,0,0,0,0,14000,10500,10000,8000,6000,6000
00379001,Seattle University,2013,2012,Y,148,73,961,762,199,502,52.2,448,54,465,48.4,419,46,26,2.7,20,6,6,0.6,5,1,5,0.5,4,1,15000,11000,11000,7500,7000,5000
00379001,Seattle University,2014,2013,Y,148,50,848,659,189,423,49.9,377,46,377,44.5,345,32,37,4.4,26,11,5,0.6,3,2,4,0.5,3,1,16000,14000,11500,10000,8000,7000
00379001,Seattle University,2015,2014,Y,182,70,793,630,163,454,57.3,401,53,383,48.3,349,34,64,8.1,47,17,6,0.8,4,2,1,0.1,1,0,18000,15000,12500,10000,10000,7000
00379001,Seattle University,2016,2015,Y,151,54,708,557,151,434,61.3,384,50,328,46.3,297,31,100,14.1,83,17,5,0.7,3,2,1,0.1,1,0,20000,19000,15000,12500,10000,7000
00379001,Seattle University,2017,2016,Y,140,51,654,520,134,437,66.8,369,68,296,45.3,259,37,135,20.6,104,31,4,0.6,4,0,2,0.3,2,0,25000,21725,17000,15000,10000,10000
00379800,University of Washington,2011,2010,,,,550,550,0,241,43.8,241,,183,33.3,183,,30,5.5,30,,0,0,0,,28,5.1,28,,,,6000,,,
00379800,University of Washington,2012,2011,N,,,545,545,0,230,42.2,230,,185,33.9,185,,26,4.8,26,,1,0.2,1,,18,3.3,18,,12000,,8000,,5334,
00379800,University of Washington,2013,2012,N,,,557,557,0,287,51.5,287,,245,44,245,,27,4.8,27,,0,0,0,,15,2.7,15,,11250,,8000,,5000,
00379800,University of Washington,2014,2013,N,,,541,541,0,292,54,292,,267,49.4,267,,12,2.2,12,,0,0,0,,13,2.4,13,,10000,,8000,,5000,
00379800,University of Washington,2015,2014,N,,,516,516,0,309,59.9,309,,251,48.6,251,,40,7.8,40,,0,0,0,,18,3.5,18,,14000,,9000,,9000,
00379800,University of Washington,2016,2015,N,,,497,497,0,308,62,308,,187,37.6,187,,89,17.9,89,,1,0.2,1,,31,6.2,31,,20000,,12162,,9000,
00379800,University of Washington,2017,2016,N,,,501,501,0,347,69.3,347,,195,38.9,195,0,129,25.7,129,,1,0.2,1,,22,4.4,22,,24000,,15000,,9000,
00382700,West Virginia University,2011,2010,,,,416,410,6,148,35.6,148,0,81,19.5,81,0,21,5,21,0,30,7.2,30,0,16,3.8,16,0,,,5813,0,,
00382700,West Virginia University,2012,2011,Y,48,13,418,411,7,150,35.9,150,0,94,22.5,94,0,17,4.1,17,0,25,6,25,0,14,3.3,14,0,5607,0,3738,0,1869,0
00382700,West Virginia University,2013,2012,Y,66,15,402,394,8,177,44,176,1,117,29.1,116,1,14,3.5,14,0,36,9,36,0,10,2.5,10,0,26867,7000,17545,0,14541,0
00382700,West Virginia University,2014,2013,Y,0,0,381,380,1,207,54.3,207,0,141,37,141,0,28,7.3,28,0,22,5.8,22,0,16,4.2,16,0,24709,0,17250,0,13819,0
00382700,West Virginia University,2015,2014,N,,,347,344,3,226,65.1,226,0,156,45,156,0,39,11.2,39,0,16,4.6,16,0,15,4.3,15,0,23085,0,17020,0,13591,0
00382700,West Virginia University,2016,2015,N,,,326,323,3,245,75.2,245,0,134,41.1,134,0,62,19,62,0,49,15,49,0,0,0,0,0,26676,0,17784,0,8892,0
00382700,West Virginia University,2017,2016,N,,,305,302,3,244,80,244,0,164,53.8,164,0,42,13.8,42,0,38,12.5,38,0,0,0,0,0,17500,0,8170,0,6000,0
00386300,Marquette University,2011,2010,,,,758,585,173,353,46.6,300,53,280,36.9,228,52,68,9,67,1,5,0.7,5,0,0,0,0,0,,,7750,4000,,
00386300,Marquette University,2012,2011,N,,,730,586,144,336,46,295,41,251,34.4,212,39,78,10.7,76,2,5,0.7,5,0,2,0.3,2,0,19000,12230,9300,5000,4750,3500
00386300,Marquette University,2013,2012,N,,,730,599,131,333,45.6,286,47,262,35.9,218,44,66,9,63,3,3,0.4,3,0,2,0.3,2,0,19000,6625,10000,4000,7000,2500
00386300,Marquette University,2014,2013,N,,,694,581,113,368,53,324,44,292,42.1,250,42,73,10.5,71,2,3,0.4,3,0,0,0,0,0,19000,7500,8000,4000,4000,2500
00386300,Marquette University,2015,2014,N,,,665,572,93,370,55.6,332,38,312,46.9,275,37,54,8.1,53,1,4,0.6,4,0,0,0,0,0,15000,10683,8000,4250,5000,2500
00386300,Marquette University,2016,2015,N,,,597,521,76,381,63.8,348,33,319,53.4,287,32,58,9.7,58,0,4,0.7,3,1,0,0,0,0,15000,11500,8000,4000,5000,3000
00386300,Marquette University,2017,2016,N,,,575,513,62,404,70.3,371,33,312,54.3,285,27,89,15.5,83,6,3,0.5,3,0,0,0,0,0,20000,12000,14000,7500,6000,4000
00389500,University of Wisconsin,2011,2010,,,,804,755,49,319,39.7,319,0,190,23.6,190,0,99,12.3,99,0,6,0.7,6,0,24,3,24,0,,,10000,0,,
00389500,University of Wisconsin,2012,2011,N,,,792,748,44,332,41.9,325,7,227,28.7,224,3,75,9.5,73,2,13,1.6,13,0,17,2.1,15,2,6000,6000,9000,12000,19127,30127
00389500,University of Wisconsin,2013,2012,N,,,732,690,42,374,51.1,341,33,288,39.3,265,23,72,9.8,62,10,9,1.2,9,0,5,0.7,5,0,7000,7000,8943,8000,15000,15000
00389500,University of Wisconsin,2014,2013,N,,,668,623,45,387,57.9,345,42,295,44.2,264,31,83,12.4,72,11,4,0.6,4,0,5,0.7,5,0,7000,6250,10000,8000,15000,18698
00389500,University of Wisconsin,2015,2014,N,,,573,525,48,408,71.2,360,48,242,42.2,205,37,134,23.4,123,11,4,0.7,4,0,28,4.9,28,0,7865,6000,12000,8000,20000,16525
00389500,University of Wisconsin,2016,2015,N,,,542,519,23,411,75.8,370,41,190,35.1,174,16,164,30.3,145,19,4,0.7,4,0,53,9.8,47,6,8000,8716,15679,15580,28296,25917
00389500,University of Wisconsin,2017,2016,N,,,505,481,24,398,78.8,361,37,149,29.5,136,13,164,32.5,150,14,3,0.6,3,0,82,16.2,72,10,26786,27556,18696,16359,10000,10000
00393200,University of Wyoming,2011,2010,,,,231,231,0,148,64.1,148,,119,51.5,119,,20,8.7,20,,0,0,0,,9,3.9,9,,,,3000,,,
00393200,University of Wyoming,2012,2011,N,,,226,226,0,185,81.9,185,,146,64.6,146,,24,10.6,24,,0,0,0,,15,6.6,15,,7000,,4500,,2000,
00393200,University of Wyoming,2013,2012,N,,,229,229,0,154,67.2,154,,113,49.3,113,,32,14,32,,0,0,0,,9,3.9,9,,7600,,5000,,2500,
00393200,University of Wyoming,2014,2013,N,,,221,221,0,151,68.3,151,,112,50.7,112,,31,14,31,,0,0,0,,8,3.6,8,,8000,,5600,,3000,
00393200,University of Wyoming,2015,2014,N,,,226,226,0,166,73.5,166,,115,50.9,115,,32,14.2,32,,0,0,0,,19,8.4,19,,9667,,6000,,3000,
00393200,University of Wyoming,2016,2015,N,,,237,237,0,183,77.2,183,,95,40.1,95,,67,28.3,67,,0,0,0,,21,8.9,21,,10300,,6000,,4000,
00393200,University of Wyoming,2017,2016,N,,,462,462,0,1,0.2,1,,0,0,0,0,1,0.2,1,,0,0,0,,0,0,0,,0,,8143,,0,
00393600,Pontifical Catholic University of P.R.,2011,2010,,,,834,535,299,86,10.3,56,30,61,7.3,44,17,15,1.8,6,9,10,1.2,6,4,0,0,0,0,,,3000,3000,,
00393600,Pontifical Catholic University of P.R.,2012,2011,Y,71,9,850,607,243,71,8.4,53,18,41,4.8,36,5,20,2.4,10,10,10,1.2,7,3,0,0,0,0,5590,5000,4000,4730,2500,2795
00393600,Pontifical Catholic University of P.R.,2013,2012,Y,73,3,816,555,261,73,8.9,55,18,35,4.3,29,6,27,3.3,17,10,10,1.2,9,1,1,0.1,0,1,6380,4960,5000,3960,1500,2000
00393600,Pontifical Catholic University of P.R.,2014,2013,Y,0,0,706,483,223,128,18.1,102,26,98,13.9,80,18,27,3.8,19,8,3,0.4,3,0,0,0,0,0,2875,3875,1750,2000,900,1000
00393600,Pontifical Catholic University of P.R.,2015,2014,Y,84,19,585,404,181,110,18.8,86,24,62,10.6,53,9,44,7.5,31,13,4,0.7,2,2,0,0,0,0,5980,5322,2000,2875,920,1470
00393600,Pontifical Catholic University of P.R.,2016,2015,Y,114,28,560,409,151,132,23.6,102,30,85,15.2,65,20,47,8.4,37,10,0,0,0,0,0,0,0,0,5000,2820,3000,1292,1400,1000
00393600,Pontifical Catholic University of P.R.,2017,2016,Y,112,23,515,370,145,129,25,100,29,112,21.7,87,25,16,3.1,12,4,1,0.2,1,0,0,0,0,0,3750,3500,2000,1500,1250,1250
00393801,Inter American University of Puerto Rico,2011,2010,,,,866,474,392,48,5.5,30,18,2,0.2,2,0,5,0.6,1,4,41,4.7,27,14,0,0,0,0,,,3854,4404,,
00393801,Inter American University of Puerto Rico,2012,2011,Y,0,0,890,476,414,30,3.4,22,8,4,0.4,4,0,2,0.2,1,1,24,2.7,17,7,0,0,0,0,3529,2648,4705,3531,1176,883
00393801,Inter American University of Puerto Rico,2013,2012,Y,0,0,767,441,326,21,2.7,4,17,16,2.1,3,13,1,0.1,1,0,4,0.5,0,4,0,0,0,0,2953,1511,3937,2015,984,504
00393801,Inter American University of Puerto Rico,2014,2013,Y,1,0,764,359,405,38,5,19,19,27,3.5,13,14,9,1.2,4,5,2,0.3,2,0,0,0,0,0,1703,1187,2271,1582,568,396
00393801,Inter American University of Puerto Rico,2015,2014,Y,2,1,777,372,405,42,5.4,33,9,0,0,0,0,11,1.4,8,3,31,4,25,6,0,0,0,0,1502,2087,2003,2783,501,696
00393801,Inter American University of Puerto Rico,2016,2015,N,,,769,355,414,48,6.2,28,20,0,0,0,0,10,1.3,3,7,38,4.9,25,13,0,0,0,0,1383,1992,1843,2656,461,664
00393801,Inter American University of Puerto Rico,2017,2016,N,,,766,684,82,66,8.6,43,23,58,7.6,39,19,8,1,4,4,0,0,0,0,0,0,0,0,943,1530,1257,2040,314,510
00394200,University of Puerto Rico,2011,2010,,,,737,545,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,
00394200,University of Puerto Rico,2012,2011,N,,,708,523,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00394200,University of Puerto Rico,2013,2012,N,,,711,437,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00394200,University of Puerto Rico,2014,2013,N,,,702,483,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00394200,University of Puerto Rico,2015,2014,N,,,677,433,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00394200,University of Puerto Rico,2016,2015,N,,,695,534,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00394200,University of Puerto Rico,2017,2016,N,,,682,443,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00394700,University of California-Hastings,2011,2010,,,,1248,1247,1,976,78.2,976,0,867,69.5,867,0,109,8.7,109,0,0,0,0,0,0,0,0,0,,,11800,0,,
00394700,University of California-Hastings,2012,2011,Y,19,5,1244,1241,3,965,77.6,965,0,881,70.8,881,0,84,6.8,84,0,0,0,0,0,0,0,0,0,13850,0,12150,0,11350,0
00394700,University of California-Hastings,2013,2012,Y,9,0,1100,1097,3,882,80.2,882,0,796,72.4,796,0,86,7.8,86,0,0,0,0,0,0,0,0,0,16450,0,15450,0,12800,0
00394700,University of California-Hastings,2014,2013,Y,11,2,1045,1041,4,804,76.9,804,0,740,70.8,740,0,64,6.1,64,0,0,0,0,0,0,0,0,0,16800,0,15800,0,14450,0
00394700,University of California-Hastings,2015,2014,Y,6,0,933,930,3,723,77.5,723,0,704,75.5,704,0,19,2,19,0,0,0,0,0,0,0,0,0,15500,0,13000,0,12500,0
00394700,University of California-Hastings,2016,2015,Y,10,1,905,903,2,710,78.5,710,0,605,66.9,605,0,105,11.6,105,0,0,0,0,0,0,0,0,0,20000,0,14500,0,13000,0
00394700,University of California-Hastings,2017,2016,Y,8,1,933,930,3,776,83.2,776,0,562,60.2,562,0,214,22.9,214,0,0,0,0,0,0,0,0,0,25000,0,18000,0,13000,0
00396900,University of Minnesota,2011,2010,,,,752,752,0,495,65.8,495,,233,31,233,,211,28.1,211,,12,1.6,12,,39,5.2,39,,,,15000,,,
00396900,University of Minnesota,2012,2011,Y,195,0,752,752,0,546,72.6,546,,249,33.1,249,,252,33.5,252,,0,0,0,,45,6,45,,22142,,18000,,10000,
00396900,University of Minnesota,2013,2012,Y,185,0,759,740,19,584,76.9,584,0,360,47.4,360,0,171,22.5,171,0,53,7,53,0,0,0,0,0,25000,0,18200,0,10000,0
00396900,University of Minnesota,2014,2013,Y,0,0,733,721,12,588,80.2,588,0,320,43.7,320,0,177,24.1,177,0,91,12.4,91,0,0,0,0,0,30000,0,20000,0,10000,0
00396900,University of Minnesota,2015,2014,Y,161,0,698,681,17,542,77.7,542,0,243,34.8,243,0,201,28.8,201,0,98,14,98,0,0,0,0,0,33375,0,22250,0,15000,0
00396900,University of Minnesota,2016,2015,N,,,641,632,9,514,80.2,489,25,276,43.1,259,17,194,30.3,187,7,44,6.9,43,1,0,0,0,0,40000,16000,25000,12000,17000,10000
00396900,University of Minnesota,2017,2016,N,,,577,555,22,487,84.4,464,23,238,41.2,229,9,203,35.2,194,9,46,8,41,5,0,0,0,0,40306,23125,25000,14163,20000,10000
00497700,South Texas College of Law,2011,2010,,,,1305,1009,296,463,35.5,399,64,434,33.3,373,61,26,2,25,1,0,0,0,0,3,0.2,1,2,,,4200,1350,,
00497700,South Texas College of Law,2012,2011,Y,74,20,1267,996,271,424,33.5,362,62,396,31.3,336,60,27,2.1,25,2,1,0.1,1,0,0,0,0,0,11000,2893,4776,1390,1543,1009
