schoolid,schoolname,calendaryear,academicyear,condscholind,numenteringcondschol,numeliminatedcondschol,numstudents,ftnumstudents,ptnumstudents,totalrecvgrant,totalrecvgrantp,ftrecvgrant,ptrecvgrant,totalgrantlthalf,totalgrantlthalfp,ftgrantlthalf,ptgrantlthalf,totalgrantalhalf,totalgrantalhalfp,ftgrantalhalf,ptgrantalhalf,totalgrantfull,totalgrantfullp,ftgrantfull,ptgrantfull,totalgrantgtfull,totalgrantgtfullp,ftgrantgtfull,ptgrantgtfull,ftgrantamt75,ptgrantamt75,ftgrantamtmedian,ptgrantamtmedian,ftgrantamt25,ptgrantamt25
00169800,John Marshall Law School,2017,2016,Y,147,66,938,671,267,538,57.4,458,80,314,33.5,276,38,157,16.7,128,29,35,3.7,26,9,32,3.4,28,4,30000,18750,20000,11250,10000,6000
00171000,Loyola University-Chicago,2011,2010,,,,851,692,159,608,71.4,544,64,477,56.1,416,61,106,12.5,103,3,25,2.9,25,0,0,0,0,0,,,10600,6000,,
00171000,Loyola University-Chicago,2012,2011,N,,,869,731,138,676,77.8,621,55,536,61.7,482,54,130,15,129,1,10,1.2,10,0,0,0,0,0,17000,8000,12000,5625,10000,2600
00171000,Loyola University-Chicago,2013,2012,N,,,854,747,107,747,87.5,685,62,646,75.6,586,60,97,11.4,95,2,2,0.2,2,0,2,0.2,2,0,15000,9000,12000,8000,10000,4000
00171000,Loyola University-Chicago,2014,2013,N,,,759,681,78,662,87.2,612,50,545,71.8,497,48,114,15,112,2,1,0.1,1,0,2,0.3,2,0,16000,9000,12000,8750,12000,4000
00171000,Loyola University-Chicago,2015,2014,N,,,724,656,68,624,86.2,584,40,507,70,474,33,115,15.9,108,7,0,0,0,0,2,0.3,2,0,21000,12684,12000,9000,12000,6600
00171000,Loyola University-Chicago,2016,2015,N,,,654,582,72,549,83.9,508,41,334,51.1,303,31,214,32.7,204,10,0,0,0,0,1,0.2,1,0,28529,16112,20000,11413,12000,7500
00171000,Loyola University-Chicago,2017,2016,N,,,676,590,86,590,87.3,532,58,314,46.4,280,34,274,40.5,250,24,0,0,0,0,2,0.3,2,0,32000,24000,20500,15250,15000,9250
00173700,Northern Illinois University,2011,2010,,,,332,321,11,151,45.5,147,4,41,12.3,40,1,108,32.5,105,3,2,0.6,2,0,0,0,0,0,,,6846,11125,,
00173700,Northern Illinois University,2012,2011,Y,12,4,321,315,6,100,31.2,97,3,58,18.1,56,2,37,11.5,36,1,0,0,0,0,5,1.6,5,0,14622,5634,7500,300,1000,238
00173700,Northern Illinois University,2013,2012,Y,15,1,331,322,9,111,33.5,109,2,79,23.9,77,2,32,9.7,32,0,0,0,0,0,0,0,0,0,12089,6064,7659,5745,675,5745
00173700,Northern Illinois University,2014,2013,Y,20,5,304,292,12,108,35.5,104,4,82,27,80,2,26,8.6,24,2,0,0,0,0,0,0,0,0,7962,12369,7812,1000,1000,500
00173700,Northern Illinois University,2015,2014,Y,23,7,277,265,12,124,44.8,123,1,91,32.9,90,1,33,11.9,33,0,0,0,0,0,0,0,0,0,11952,5976,5000,5976,1000,5976
00173700,Northern Illinois University,2016,2015,N,,,252,241,11,108,42.9,107,1,67,26.6,66,1,39,15.5,39,0,0,0,0,0,2,0.8,2,0,16255,714,8127,714,3000,714
00173700,Northern Illinois University,2017,2016,N,,,265,254,11,155,58.5,151,4,45,17,43,2,109,41.1,107,2,1,0.4,1,0,0,0,0,0,17610,2032,16255,2000,10159,714
00173900,Northwestern University,2011,2010,,,,817,817,0,250,30.6,250,,174,21.3,174,,76,9.3,76,,0,0,0,,0,0,0,,,,20000,,,
00173900,Northwestern University,2012,2011,N,,,801,801,0,279,34.8,279,,199,24.8,199,,75,9.4,75,,4,0.5,4,,1,0.1,1,,30000,,20000,,12000,
00173900,Northwestern University,2013,2012,N,,,811,811,0,322,39.7,322,,219,27,219,,97,12,97,,3,0.4,3,,3,0.4,3,,30000,,20000,,12000,
00173900,Northwestern University,2014,2013,N,,,763,763,0,338,44.3,338,,208,27.3,208,,125,16.4,125,,1,0.1,1,,4,0.5,4,,40000,,20000,,10000,
00173900,Northwestern University,2015,2014,N,,,737,737,0,429,58.2,429,,238,32.3,238,,186,25.2,186,,1,0.1,1,,4,0.5,4,,50000,,25000,,12000,
00173900,Northwestern University,2016,2015,N,,,666,658,8,477,71.6,477,0,238,35.7,238,0,227,34.1,227,0,0,0,0,0,12,1.8,12,0,50000,0,27000,0,15000,0
00173900,Northwestern University,2017,2016,N,,,664,661,3,520,78.3,520,0,212,31.9,212,0,284,42.8,284,0,0,0,0,0,24,3.6,24,0,50000,0,30000,0,20000,0
00175800,Southern Illinois University-Carbondale,2011,2010,,,,382,380,2,155,40.6,155,0,97,25.4,97,0,39,10.2,39,0,14,3.7,14,0,5,1.3,5,0,,,5000,0,,
00175800,Southern Illinois University-Carbondale,2012,2011,Y,54,19,376,373,3,164,43.6,164,0,110,29.3,110,0,49,13,49,0,0,0,0,0,5,1.3,5,0,10771,0,5000,0,4000,0
00175800,Southern Illinois University-Carbondale,2013,2012,Y,40,10,348,345,3,172,49.4,172,0,97,27.9,97,0,50,14.4,50,0,0,0,0,0,25,7.2,25,0,13642,0,6150,0,5000,0
00175800,Southern Illinois University-Carbondale,2014,2013,Y,58,13,341,340,1,245,71.8,245,0,158,46.3,158,0,73,21.4,73,0,3,0.9,3,0,11,3.2,11,0,14325,0,5500,0,3000,0
00175800,Southern Illinois University-Carbondale,2015,2014,Y,41,15,349,348,1,302,86.5,302,0,213,61,213,0,76,21.8,76,0,0,0,0,0,13,3.7,13,0,14325,0,5500,0,839,0
00175800,Southern Illinois University-Carbondale,2016,2015,N,,,356,354,2,351,98.6,351,0,235,66,235,0,104,29.2,104,0,0,0,0,0,12,3.4,12,0,10000,0,5000,0,500,0
00175800,Southern Illinois University-Carbondale,2017,2016,N,,,333,330,3,325,97.6,325,0,230,69.1,230,0,94,28.2,94,0,0,0,0,0,1,0.3,1,0,10000,0,5500,0,500,0
00177400,University of Chicago,2011,2010,,,,634,634,0,356,56.2,356,,312,49.2,312,,36,5.7,36,,4,0.6,4,,4,0.6,4,,,,10000,,,
00177400,University of Chicago,2012,2011,N,,,624,624,0,378,60.6,378,,317,50.8,317,,39,6.3,39,,0,0,0,,22,3.5,22,,20000,,11334,,5000,
00177400,University of Chicago,2013,2012,N,,,610,610,0,392,64.3,392,,309,50.7,309,,44,7.2,44,,2,0.3,2,,37,6.1,37,,20000,,15000,,7000,
00177400,University of Chicago,2014,2013,N,,,612,612,0,453,74,453,,361,59,361,,32,5.2,32,,9,1.5,9,,51,8.3,51,,25000,,15000,,10000,
00177400,University of Chicago,2015,2014,N,,,604,604,0,468,77.5,468,,345,57.1,345,,52,8.6,52,,10,1.7,10,,61,10.1,61,,30000,,15000,,10000,
00177400,University of Chicago,2016,2015,N,,,617,617,0,495,80.2,495,,360,58.3,360,,54,8.8,54,,13,2.1,13,,68,11,68,,30000,,20000,,10000,
00177400,University of Chicago,2017,2016,N,,,603,603,0,497,82.4,497,,345,57.2,345,0,72,11.9,72,,14,2.3,14,,66,10.9,66,,30000,,20000,,10000,
00177500,University of Illinois,2011,2010,,,,640,640,0,636,99.4,636,,369,57.7,369,,236,36.9,236,,0,0,0,,31,4.8,31,,,,19542,,,
00177500,University of Illinois,2012,2011,N,,,639,639,0,603,94.4,603,,317,49.6,317,,252,39.4,252,,0,0,0,,34,5.3,34,,30000,,20000,,14343,
00177500,University of Illinois,2013,2012,N,,,627,627,0,595,94.9,595,,349,55.7,349,,234,37.3,234,,0,0,0,,12,1.9,12,,26680,,18550,,11130,
00177500,University of Illinois,2014,2013,N,,,543,543,0,528,97.2,528,,328,60.4,328,,190,35,190,,0,0,0,,10,1.8,10,,26680,,18550,,11400,
00177500,University of Illinois,2015,2014,N,,,510,510,0,503,98.6,503,,289,56.7,289,,196,38.4,196,,2,0.4,2,,16,3.1,16,,31822,,20000,,11130,
00177500,University of Illinois,2016,2015,N,,,477,477,0,470,98.5,470,,172,36.1,172,,282,59.1,282,,1,0.2,1,,15,3.1,15,,39719,,30000,,18325,
00177500,University of Illinois,2017,2016,N,,,435,435,0,420,96.6,420,,116,26.7,116,0,286,65.7,286,,1,0.2,1,,17,3.9,17,,40000,,35000,,20000,
00180500,Indiana Tech Law School,2016,2015,N,,,57,57,0,57,100,54,,0,0,0,0,0,0,0,,52,91.2,49,,5,8.8,5,,31500,,31300,,31300,
00180900,Indiana University - Bloomington,2011,2010,,,,646,646,0,608,94.1,608,,339,52.5,339,,104,16.1,104,,67,10.4,67,,98,15.2,98,,,,15883,,,
00180900,Indiana University - Bloomington,2012,2011,N,,,692,692,0,643,92.9,643,,328,47.4,328,,163,23.6,163,,90,13,90,,62,9,62,,40000,,18970,,9352,
00180900,Indiana University - Bloomington,2013,2012,N,,,665,665,0,548,82.4,548,,221,33.2,221,,146,22,146,,125,18.8,125,,56,8.4,56,,40000,,28662,,10700,
00180900,Indiana University - Bloomington,2014,2013,N,,,638,638,0,580,90.9,580,,237,37.1,237,,197,30.9,197,,74,11.6,74,,72,11.3,72,,40000,,24936,,11500,
00180900,Indiana University - Bloomington,2015,2014,N,,,586,586,0,563,96.1,563,,227,38.7,227,,177,30.2,177,,63,10.8,63,,96,16.4,96,,40000,,22000,,13000,
00180900,Indiana University - Bloomington,2016,2015,N,,,538,538,0,520,96.7,520,,238,44.2,238,,154,28.6,154,,64,11.9,64,,64,11.9,64,,33575,,23600,,15000,
00180900,Indiana University - Bloomington,2017,2016,N,,,525,525,0,514,97.9,514,,167,31.8,167,0,216,41.1,216,,61,11.6,61,,70,13.3,70,,36484,,26500,,16062,
00181300,Indiana University - Indianapolis,2011,2010,,,,918,595,323,369,40.2,283,86,312,34,249,63,29,3.2,26,3,19,2.1,0,19,9,1,8,1,,,6000,2200,,
00181300,Indiana University - Indianapolis,2012,2011,Y,136,55,962,638,324,367,38.1,286,81,244,25.4,194,50,89,9.3,84,5,26,2.7,0,26,8,0.8,8,0,15000,7111,9000,2988,6000,1822
00181300,Indiana University - Indianapolis,2013,2012,Y,105,23,930,606,324,340,36.6,269,71,212,22.8,151,61,117,12.6,108,9,4,0.4,3,1,7,0.8,7,0,16700,6500,11000,2700,6500,1000
00181300,Indiana University - Indianapolis,2014,2013,Y,130,23,872,581,291,390,44.7,313,77,181,20.8,138,43,176,20.2,159,17,17,1.9,5,12,16,1.8,11,5,19644,10666,13000,6500,7500,3200
00181300,Indiana University - Indianapolis,2015,2014,Y,140,19,857,531,326,462,53.9,365,97,300,35,233,67,154,18,125,29,6,0.7,5,1,2,0.2,2,0,21927,13438,13000,7250,6500,3100
00181300,Indiana University - Indianapolis,2016,2015,Y,125,9,816,519,297,528,64.7,401,127,300,36.8,217,83,214,26.2,173,41,4,0.5,3,1,10,1.2,8,2,20662,12858,13073,6027,5678,3750
00181300,Indiana University - Indianapolis,2017,2016,Y,149,30,804,564,240,577,71.8,420,157,303,37.7,213,90,200,24.9,153,47,52,6.5,44,8,22,2.7,10,12,20335,16300,12532,9257,8017,3750
00184000,University of Notre Dame,2011,2010,,,,564,564,0,404,71.6,404,,361,64,361,,38,6.7,38,,2,0.4,2,,3,0.5,3,,,,16000,,,
00184000,University of Notre Dame,2012,2011,N,,,563,563,0,390,69.3,390,,346,61.5,346,,42,7.5,42,,1,0.2,1,,1,0.2,1,,20000,,18000,,13000,
00184000,University of Notre Dame,2013,2012,N,,,545,545,0,366,67.2,366,,314,57.6,314,,50,9.2,50,,1,0.2,1,,1,0.2,1,,20000,,18000,,15000,
00184000,University of Notre Dame,2014,2013,N,,,520,520,0,350,67.3,350,,280,53.8,280,,68,13.1,68,,1,0.2,1,,1,0.2,1,,20000,,18000,,12000,
00184000,University of Notre Dame,2015,2014,N,,,549,549,0,396,72.1,396,,321,58.5,321,,72,13.1,72,,1,0.2,1,,2,0.4,2,,25000,,20000,,15000,
00184000,University of Notre Dame,2016,2015,N,,,581,581,0,468,80.6,468,,337,58,337,,128,22,128,,1,0.2,1,,2,0.3,2,,27125,,21000,,16000,
00184000,University of Notre Dame,2017,2016,N,,,599,599,0,515,86,515,,310,51.8,310,0,201,33.6,201,,2,0.3,2,,2,0.3,2,,34000,,23500,,17000,
00184200,Valparaiso University,2011,2010,,,,566,531,35,149,26.3,147,2,28,4.9,26,2,76,13.4,76,0,36,6.4,36,0,9,1.6,9,0,,,17990,0,,
00184200,Valparaiso University,2012,2011,Y,47,14,566,541,25,151,26.7,150,1,53,9.4,52,1,56,9.9,56,0,42,7.4,42,0,0,0,0,0,27930,0,18620,0,9310,0
00184200,Valparaiso University,2013,2012,Y,71,28,508,488,20,157,30.9,157,0,50,9.8,50,0,58,11.4,58,0,49,9.6,49,0,0,0,0,0,28485,0,18990,0,9495,0
00184200,Valparaiso University,2014,2013,Y,0,0,516,501,15,206,39.9,206,0,108,20.9,108,0,47,9.1,47,0,51,9.9,51,0,0,0,0,0,28380,0,19370,0,9460,0
00184200,Valparaiso University,2015,2014,Y,109,18,472,448,24,222,47,222,0,138,29.2,138,0,26,5.5,26,0,58,12.3,58,0,0,0,0,0,29709,0,19806,0,9903,0
00184200,Valparaiso University,2016,2015,N,,,433,407,26,265,61.2,265,0,173,40,173,0,42,9.7,42,0,49,11.3,49,0,1,0.2,1,0,29588,0,19725,0,9863,0
00184200,Valparaiso University,2017,2016,N,,,346,328,18,222,64.2,221,1,82,23.7,82,0,90,26,89,1,50,14.5,50,0,0,0,0,0,29588,0,19725,0,9862,0
00186000,Drake University,2011,2010,,,,463,451,12,274,59.2,274,0,148,32,148,0,89,19.2,89,0,23,5,23,0,14,3,14,0,,,15000,0,,
00186000,Drake University,2012,2011,Y,81,40,447,434,13,243,54.4,243,0,131,29.3,131,0,77,17.2,77,0,21,4.7,21,0,14,3.1,14,0,19000,0,15500,0,9000,0
00186000,Drake University,2013,2012,Y,71,26,411,403,8,233,56.7,233,0,122,29.7,122,0,78,19,78,0,20,4.9,20,0,13,3.2,13,0,24000,0,16000,0,9000,0
00186000,Drake University,2014,2013,Y,68,29,372,363,9,220,59.1,220,0,102,27.4,102,0,80,21.5,80,0,26,7,26,0,12,3.2,12,0,27000,0,18275,0,9138,0
00186000,Drake University,2015,2014,Y,43,21,333,325,8,205,61.6,205,0,77,23.1,77,0,83,24.9,83,0,34,10.2,34,0,11,3.3,11,0,30000,0,20000,0,9500,0
00186000,Drake University,2016,2015,Y,44,21,316,305,11,219,69.3,219,0,103,32.6,103,0,79,25,79,0,28,8.9,28,0,9,2.8,9,0,30000,0,19380,0,9690,0
00186000,Drake University,2017,2016,Y,41,25,317,310,7,226,71.3,226,0,87,27.4,87,0,105,33.1,105,0,25,7.9,25,0,9,2.8,9,0,31650,0,22000,0,12000,0
00189200,University of Iowa,2011,2010,,,,574,574,0,284,49.5,284,,130,22.6,130,,13,2.3,13,,112,19.5,112,,29,5.1,29,,,,22554,,,
00189200,University of Iowa,2012,2011,N,,,556,550,6,374,67.3,374,0,189,34,189,0,56,10.1,56,0,91,16.4,91,0,38,6.8,38,0,27322,0,19708,0,10000,0
00189200,University of Iowa,2013,2012,N,,,522,517,5,445,85.2,445,0,239,45.8,239,0,77,14.8,77,0,87,16.7,87,0,42,8,42,0,25608,0,20448,0,10000,0
00189200,University of Iowa,2014,2013,N,,,413,411,2,321,77.7,321,0,125,30.3,125,0,75,18.2,75,0,86,20.8,86,0,35,8.5,35,0,33478,0,23453,0,13137,0
00189200,University of Iowa,2015,2014,N,,,390,388,2,324,83.1,324,0,89,22.8,89,0,76,19.5,76,0,101,25.9,101,0,58,14.9,58,0,39500,0,22764,0,11197,0
00189200,University of Iowa,2016,2015,N,,,392,388,4,336,85.7,336,0,108,27.6,108,0,61,15.6,61,0,108,27.6,108,0,59,15.1,59,0,40192,0,22348,0,8500,0
00189200,University of Iowa,2017,2016,N,,,425,422,3,354,83.3,354,0,99,23.3,99,0,38,8.9,38,0,153,36,153,0,64,15.1,64,0,41356,0,24332,0,18284,0
00194800,University of Kansas,2011,2010,,,,497,497,0,365,73.4,365,,293,59,293,,56,11.3,56,,8,1.6,8,,8,1.6,8,,,,2270,,,
00194800,University of Kansas,2012,2011,Y,54,18,463,463,0,287,62,287,,234,50.5,234,,38,8.2,38,,6,1.3,6,,9,1.9,9,,7500,,2325,,1500,
00194800,University of Kansas,2013,2012,Y,93,31,441,441,0,319,72.3,319,,242,54.9,242,,61,13.8,61,,5,1.1,5,,11,2.5,11,,10000,,3000,,1500,
00194800,University of Kansas,2014,2013,Y,80,25,370,370,0,287,77.6,287,,194,52.4,194,,57,15.4,57,,15,4.1,15,,21,5.7,21,,11500,,5600,,1500,
00194800,University of Kansas,2015,2014,Y,80,17,376,376,0,313,83.2,313,,199,52.9,199,,27,7.2,27,,65,17.3,65,,22,5.9,22,,19985,,10000,,2000,
00194800,University of Kansas,2016,2015,Y,90,21,362,362,0,294,81.2,294,,139,38.4,139,0,33,9.1,33,,90,24.9,90,,32,8.8,32,,23400,,13100,,5709,
00194800,University of Kansas,2017,2016,Y,68,21,351,351,0,297,84.6,297,,132,37.6,132,0,37,10.5,37,,91,25.9,91,,37,10.5,37,,22391,,15000,,5968,
00194900,Washburn University,2011,2010,,,,454,454,0,209,46,209,,75,16.5,75,,76,16.7,76,,0,0,0,,58,12.8,58,,,,14000,,,
00194900,Washburn University,2012,2011,Y,60,18,413,413,0,235,56.9,235,,83,20.1,83,,83,20.1,83,,0,0,0,,69,16.7,69,,18000,,13125,,3105,
00194900,Washburn University,2013,2012,Y,54,17,385,385,0,186,48.3,186,,55,14.3,55,,76,19.7,76,,0,0,0,,55,14.3,55,,18371,,14365,,7025,
00194900,Washburn University,2014,2013,Y,61,11,339,339,0,209,61.7,209,,76,22.4,76,,91,26.8,91,,0,0,0,,42,12.4,42,,19860,,14392,,7615,
00194900,Washburn University,2015,2014,Y,77,14,323,314,9,213,65.9,213,0,69,21.4,69,0,96,29.7,96,0,2,0.6,2,0,46,14.2,46,0,21926,0,14278,0,7845,0
00194900,Washburn University,2016,2015,Y,67,24,297,286,11,215,72.4,215,0,63,21.2,63,0,78,26.3,78,0,5,1.7,5,0,69,23.2,69,0,25247,0,16412,0,10741,0
00194900,Washburn University,2017,2016,Y,47,12,300,293,7,204,68,204,0,67,22.3,67,0,75,25,75,0,0,0,0,0,62,20.7,62,0,26000,0,16055,0,10125,0
00198903,University of Kentucky,2011,2010,,,,419,419,0,285,68,285,,171,40.8,171,,106,25.3,106,,2,0.5,2,,6,1.4,6,,,,5000,,,
00198903,University of Kentucky,2012,2011,Y,68,21,415,415,0,277,66.7,277,,169,40.7,169,,99,23.9,99,,1,0.2,1,,8,1.9,8,,13410,,6000,,2500,
00198903,University of Kentucky,2013,2012,Y,89,18,402,402,0,278,69.2,278,,180,44.8,180,,89,22.1,89,,0,0,0,,9,2.2,9,,14214,,6000,,2200,
00198903,University of Kentucky,2014,2013,Y,0,0,402,402,0,278,69.2,278,,170,42.3,170,,96,23.9,96,,0,0,0,,12,3,12,,15666,,6000,,2250,
00198903,University of Kentucky,2015,2014,Y,58,9,388,388,0,235,60.6,235,,198,51,198,,34,8.8,34,,0,0,0,,3,0.8,3,,12000,,6000,,3000,
00198903,University of Kentucky,2016,2015,N,,,374,374,0,235,62.8,235,,194,51.9,194,,38,10.2,38,,0,0,0,,3,0.8,3,,12000,,6000,,3000,
00198903,University of Kentucky,2017,2016,N,,,396,396,0,295,74.5,295,,259,65.4,259,0,30,7.6,30,,2,0.5,2,,4,1,4,,15000,,9250,,5000,
00199900,University of Louisville,2011,2010,,,,426,379,47,146,34.3,134,12,111,26.1,105,6,35,8.2,29,6,0,0,0,0,0,0,0,0,,,6000,4500,,
00199900,University of Louisville,2012,2011,N,,,389,363,26,188,48.3,178,10,142,36.5,135,7,43,11.1,40,3,0,0,0,0,3,0.8,3,0,7500,7626,5000,4500,2032,2000
00199900,University of Louisville,2013,2012,N,,,391,363,28,184,47.1,176,8,105,26.9,99,6,77,19.7,75,2,0,0,0,0,2,0.5,2,0,12000,10000,8000,8000,5000,5000
00199900,University of Louisville,2014,2013,N,,,383,363,20,168,43.9,160,8,97,25.3,92,5,71,18.5,68,3,0,0,0,0,0,0,0,0,12500,10000,10000,8000,6000,5000
00199900,University of Louisville,2015,2014,N,,,351,336,15,182,51.9,177,5,88,25.1,86,2,94,26.8,91,3,0,0,0,0,0,0,0,0,12500,10000,9000,7500,6000,7000
00199900,University of Louisville,2016,2015,N,,,314,302,12,185,58.9,182,3,66,21,64,2,119,37.9,118,1,0,0,0,0,0,0,0,0,12875,13804,9500,13804,5850,10402
00199900,University of Louisville,2017,2016,N,,,299,287,12,172,57.5,172,0,106,35.5,106,0,62,20.7,62,0,0,0,0,0,4,1.3,4,0,16206,0,10250,0,6000,0
00201000,Louisiana State University,2011,2010,,,,633,616,17,443,70,443,0,205,32.4,205,0,121,19.1,121,0,59,9.3,59,0,58,9.2,58,0,,,6824,0,,
00201000,Louisiana State University,2012,2011,Y,80,33,687,663,24,486,70.7,486,0,249,36.2,249,0,112,16.3,112,0,20,2.9,20,0,105,15.3,105,0,15822,0,7343,0,2504,0
00201000,Louisiana State University,2013,2012,Y,44,14,650,634,16,427,65.7,427,0,218,33.5,218,0,100,15.4,100,0,21,3.2,21,0,88,13.5,88,0,16966,0,7742,0,2450,0
00201000,Louisiana State University,2014,2013,Y,75,32,597,585,12,354,59.3,354,0,185,31,185,0,105,17.6,105,0,64,10.7,64,0,0,0,0,0,17903,0,8952,0,4476,0
00201000,Louisiana State University,2015,2014,Y,187,65,580,551,29,409,70.5,409,0,226,39,226,0,132,22.8,132,0,51,8.8,51,0,0,0,0,0,15000,0,9675,0,4283,0
00201000,Louisiana State University,2016,2015,Y,154,43,534,525,9,454,85,454,0,254,47.6,254,0,133,24.9,133,0,67,12.5,67,0,0,0,0,0,18950,0,10000,0,5000,0
00201000,Louisiana State University,2017,2016,Y,195,63,550,539,11,526,95.6,526,0,287,52.2,287,0,164,29.8,164,0,75,13.6,75,0,0,0,0,0,17000,0,10000,0,5000,0
00201600,Loyola University-New Orleans,2011,2010,,,,834,681,153,286,34.3,277,9,120,14.4,114,6,134,16.1,133,1,14,1.7,12,2,18,2.2,18,0,,,20531,11170,,
00201600,Loyola University-New Orleans,2012,2011,Y,73,25,813,685,128,328,40.3,294,34,171,21,144,27,146,18,139,7,10,1.2,10,0,1,0.1,1,0,30000,18938,20000,13313,10190,5891
00201600,Loyola University-New Orleans,2013,2012,Y,91,20,753,635,118,320,42.5,302,18,179,23.8,165,14,126,16.7,123,3,13,1.7,13,0,2,0.3,1,1,27256,11414,17750,7788,8360,4139
00201600,Loyola University-New Orleans,2014,2013,Y,116,22,697,581,116,308,44.2,270,38,165,23.7,149,16,135,19.4,116,19,8,1.1,5,3,0,0,0,0,28686,19892,20000,16375,10000,9625
00201600,Loyola University-New Orleans,2015,2014,Y,117,20,602,503,99,368,61.1,320,48,185,30.7,163,22,165,27.4,145,20,13,2.2,10,3,5,0.8,2,3,32571,26583,20000,17250,10000,7188
00201600,Loyola University-New Orleans,2016,2015,Y,93,20,527,425,102,345,65.5,330,15,150,28.5,147,3,181,34.3,171,10,10,1.9,9,1,4,0.8,3,1,32000,17500,24000,12500,12500,8000
00201600,Loyola University-New Orleans,2017,2016,Y,89,12,469,370,99,315,67.2,260,55,125,26.7,98,27,172,36.7,147,25,14,3,12,2,4,0.9,3,1,34000,22000,25000,15000,15500,5000
00202500,Southern University,2011,2010,,,,721,486,235,148,20.5,148,0,0,0,0,0,131,18.2,131,0,0,0,0,0,17,2.4,17,0,,,2077,0,,
00202500,Southern University,2012,2011,Y,20,1,729,481,248,14,1.9,14,0,4,0.5,4,0,10,1.4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00202500,Southern University,2013,2012,Y,14,0,758,565,193,84,11.1,84,0,26,3.4,26,0,58,7.7,58,0,0,0,0,0,0,0,0,0,4250,0,3500,0,2000,0
00202500,Southern University,2014,2013,Y,16,9,691,482,209,102,14.8,102,0,57,8.2,57,0,45,6.5,45,0,0,0,0,0,0,0,0,0,5000,0,3750,0,2000,0
00202500,Southern University,2015,2014,Y,22,16,643,509,134,37,5.8,37,0,13,2,13,0,22,3.4,22,0,2,0.3,2,0,0,0,0,0,6369,0,3000,0,600,0
00202500,Southern University,2016,2015,Y,26,12,618,459,159,69,11.2,69,0,39,6.3,39,0,29,4.7,29,0,0,0,0,0,1,0.2,1,0,5700,0,3800,0,1900,0
00202500,Southern University,2017,2016,Y,32,6,560,394,166,33,5.9,33,0,12,2.1,12,0,21,3.8,21,0,0,0,0,0,0,0,0,0,5880,0,3920,0,1960,0
00202900,Tulane University,2011,2010,,,,770,769,1,498,64.7,498,0,326,42.3,326,0,172,22.3,172,0,0,0,0,0,0,0,0,0,,,20000,0,,
00202900,Tulane University,2012,2011,Y,143,25,775,775,0,476,61.4,476,,297,38.3,297,,179,23.1,179,,0,0,0,,0,0,0,,25000,,20000,,15000,
00202900,Tulane University,2013,2012,Y,169,38,743,743,0,439,59.1,439,,272,36.6,272,,167,22.5,167,,0,0,0,,0,0,0,,25000,,20000,,12500,
00202900,Tulane University,2014,2013,Y,146,25,697,697,0,444,63.7,444,,256,36.7,256,,188,27,188,,0,0,0,,0,0,0,,27500,,20000,,12500,
00202900,Tulane University,2015,2014,Y,158,32,624,622,2,426,68.3,426,0,189,30.3,189,0,236,37.8,236,0,0,0,0,0,1,0.2,1,0,30000,0,25000,0,15000,0
00202900,Tulane University,2016,2015,Y,156,43,572,570,2,427,74.7,427,0,241,42.1,241,0,185,32.3,185,0,0,0,0,0,1,0.2,1,0,33000,0,25000,0,15000,0
00202900,Tulane University,2017,2016,Y,166,38,554,553,1,444,80.1,444,0,238,43,238,0,204,36.8,204,0,0,0,0,0,2,0.4,2,0,35000,0,25000,0,15000,0
00205400,University of Maine,2011,2010,,,,278,278,0,87,31.3,87,,82,29.5,82,,0,0,0,,1,0.4,1,,4,1.4,4,,,,4000,,,
00205400,University of Maine,2012,2011,N,,,280,270,10,97,34.6,97,0,87,31.1,87,0,8,2.9,8,0,2,0.7,2,0,0,0,0,0,8000,0,5000,0,3000,0
00205400,University of Maine,2013,2012,N,,,276,266,10,104,37.7,104,0,93,33.7,93,0,9,3.3,9,0,2,0.7,2,0,0,0,0,0,9000,0,5000,0,2500,0
00205400,University of Maine,2014,2013,N,,,267,253,14,121,45.3,121,0,96,36,96,0,22,8.2,22,0,3,1.1,3,0,0,0,0,0,10000,0,6000,0,3000,0
00205400,University of Maine,2015,2014,N,,,252,242,10,149,59.1,145,4,115,45.6,115,0,29,11.5,28,1,0,0,0,0,5,2,2,3,11145,0,8000,0,3000,0
00205400,University of Maine,2016,2015,N,,,250,241,9,168,67.2,163,5,128,51.2,128,0,34,13.6,31,3,0,0,0,0,6,2.4,4,2,12000,17573,8000,13374,5000,8000
00205400,University of Maine,2017,2016,N,,,234,219,15,154,65.8,150,4,106,45.3,106,0,42,17.9,42,0,0,0,0,0,6,2.6,2,4,12000,15888,6000,14000,5000,11888
00210200,University of Baltimore,2011,2010,,,,1083,730,353,184,17,143,41,78,7.2,47,31,106,9.8,96,10,0,0,0,0,0,0,0,0,,,233354,5250,,
00210200,University of Baltimore,2012,2011,Y,86,29,1098,738,360,406,37,372,34,294,26.8,265,29,112,10.2,107,5,0,0,0,0,0,0,0,0,23112,8000,1000,6000,1000,1625
00210200,University of Baltimore,2013,2012,Y,98,37,1086,726,360,257,23.7,195,62,145,13.4,106,39,112,10.3,89,23,0,0,0,0,0,0,0,0,24286,15000,10000,6250,5000,3100
00210200,University of Baltimore,2014,2013,Y,110,43,976,651,325,310,31.8,238,72,199,20.4,146,53,111,11.4,92,19,0,0,0,0,0,0,0,0,20000,13130,10000,8000,8000,5000
