schoolid,schoolname,calendaryear,totaljd,hispanicjd,amindianjd,asianjd,blackjd,nathawjd,twoormorejd,minorityjd,whitejd,nonresalienjd,unknownjd,menjd,hispanicmenjd,amindianmenjd,asianmenjd,blackmenjd,nathawmenjd,twoormoremenjd,minoritymenjd,whitemenjd,nonresalienmenjd,unknownmenjd,womenjd,hispanicwomenjd,amindianwomenjd,asianwomenjd,blackwomenjd,nathawwomenjd,twoormorewomenjd,minoritywomenjd,whitewomenjd,nonresalienwomenjd,unknownwomenjd,otherjd,hispanicotherjd,amindianotherjd,asianotherjd,blackotherjd,nathawotherjd,twoormoreotherjd,minorityotherjd,whiteotherjd,nonresalienotherjd,unknownotherjd,totalftjd,fthispanicjd,ftamindjd,ftasianjd,ftblackjd,ftnathawjd,fttwoormorejd,ftminorityjd,ftwhitejd,ftnonresalienjd,ftunknownjd,totalptjd,pthispanicjd,ptamindjd,ptasianjd,ptblackjd,ptnathawjd,pttwoormorejd,ptminorityjd,ptwhitejd,ptnonresalienjd,ptunknownjd,totaljd1,hispanicjd1,amindianjd1,asianjd1,blackjd1,nathawjd1,twoormorejd1,minorityjd1,whitejd1,nonresalienjd1,unknownjd1,amindianmenjd1,amindianotherjd1,amindianwomenjd1,asianmenjd1,asianotherjd1,asianwomenjd1,blackmenjd1,blackotherjd1,blackwomenjd1,hispanicmenjd1,hispanicotherjd1,hispanicwomenjd1,minoritymenjd1,minorityotherjd1,minoritywomenjd1,nathawmenjd1,nathawotherjd1,nathawwomenjd1,nonresalienmenjd1,nonresalienotherjd1,nonresalienwomenjd1,twoormoremenjd1,twoormoreotherjd1,twoormorewomenjd1,unknownmenjd1,unknownotherjd1,unknownwomenjd1,whitemenjd1,whiteotherjd1,whitewomenjd1,menjd1,otherjd1,womenjd1,amindianjd2,amindianmenjd2,amindianotherjd2,amindianwomenjd2,asianjd2,asianmenjd2,asianotherjd2,asianwomenjd2,blackjd2,blackmenjd2,blackotherjd2,blackwomenjd2,hispanicjd2,hispanicmenjd2,hispanicotherjd2,hispanicwomenjd2,minorityjd2,minoritymenjd2,minorityotherjd2,minoritywomenjd2,nathawjd2,nathawmenjd2,nathawotherjd2,nathawwomenjd2,nonresalienjd2,nonresalienmenjd2,nonresalienotherjd2,nonresalienwomenjd2,twoormorejd2,twoormoremenjd2,twoormoreotherjd2,twoormorewomenjd2,unknownjd2,unknownmenjd2,unknownotherjd2,unknownwomenjd2,whitejd2,whitemenjd2,whiteotherjd2,whitewomenjd2,menjd2,otherjd2,womenjd2,totaljd2,amindianjd3,amindianmenjd3,amindianotherjd3,amindianwomenjd3,asianjd3,asianmenjd3,asianotherjd3,asianwomenjd3,blackjd3,blackmenjd3,blackotherjd3,blackwomenjd3,hispanicjd3,hispanicmenjd3,hispanicotherjd3,hispanicwomenjd3,minorityjd3,minoritymenjd3,minorityotherjd3,minoritywomenjd3,nathawjd3,nathawmenjd3,nathawotherjd3,nathawwomenjd3,nonresalienjd3,nonresalienmenjd3,nonresalienotherjd3,nonresalienwomenjd3,twoormorejd3,twoormoremenjd3,twoormoreotherjd3,twoormorewomenjd3,unknownjd3,unknownmenjd3,unknownotherjd3,unknownwomenjd3,whitejd3,whitemenjd3,whiteotherjd3,whitewomenjd3,menjd3,otherjd3,womenjd3,totaljd3
00132800,University of Southern California,2013,602,65,0,106,34,1,34,240,299,14,49,312,34,0,50,13,0,13,110,164,7,31,290,31,0,56,21,1,21,130,135,7,18,,,,,,,,,,,,602,65,0,106,34,1,34,240,299,14,49,0,0,0,0,0,0,0,0,0,0,0,175,31,0,28,12,0,6,77,82,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00132800,University of Southern California,2014,606,56,0,102,36,0,37,231,305,22,48,324,29,0,48,14,0,16,107,180,10,27,282,27,0,54,22,0,21,124,125,12,21,0,0,0,0,0,0,0,0,0,0,0,604,56,0,101,36,0,37,230,304,22,48,2,0,0,1,0,0,0,1,1,0,0,204,11,0,30,13,0,11,65,110,9,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00132800,University of Southern California,2015,601,62,0,86,37,0,30,215,306,30,50,315,33,0,41,13,0,15,102,173,15,25,286,29,0,45,24,0,15,113,133,15,25,0,0,0,0,0,0,0,0,0,0,0,598,62,0,85,37,0,30,214,305,30,49,3,0,0,1,0,0,0,1,1,0,1,190,15,0,23,12,0,9,59,106,9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00132800,University of Southern California,2016,649,47,0,113,34,0,37,231,341,21,56,333,24,0,57,12,0,20,113,185,10,25,316,23,0,56,22,0,17,118,156,11,31,0,0,0,0,0,0,0,0,0,0,0,649,47,0,113,34,0,37,231,341,21,56,0,0,0,0,0,0,0,0,0,0,0,229,20,0,42,11,0,11,84,119,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00132800,University of Southern California,2017,624,55,0,112,37,0,37,241,332,12,39,323,27,0,63,15,0,18,123,175,7,18,301,28,0,49,22,0,19,118,157,5,21,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,185,19,0,35,15,0,13,82,98,0,5,0,0,0,23,0,12,7,0,8,9,0,10,44,0,38,0,0,0,0,0,0,5,0,8,1,0,4,56,0,42,101,0,84,0,0,0,0,39,17,0,22,10,5,0,5,20,9,0,11,79,34,0,45,0,0,0,0,11,6,0,5,10,3,0,7,15,6,0,9,120,59,0,61,105,0,120,225,0,0,0,0,38,23,0,15,12,3,0,9,16,9,0,7,80,45,0,35,0,0,0,0,1,1,0,0,14,10,0,4,19,11,0,8,114,60,0,54,117,0,97,214
00132901,McGeorge School of Law,2011,908,63,19,150,18,0,0,250,645,13,0,480,32,7,73,10,0,0,122,350,8,0,428,31,12,77,8,0,0,128,295,5,0,,,,,,,,,,,,653,46,16,114,9,0,0,185,459,9,0,255,17,3,36,9,0,0,65,186,4,0,228,18,8,38,5,0,0,69,155,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00132901,McGeorge School of Law,2012,821,64,18,138,21,0,1,242,567,12,0,450,36,7,71,12,0,0,126,318,6,0,371,28,11,67,9,0,1,116,249,6,0,,,,,,,,,,,,594,46,16,104,8,0,1,175,412,7,0,227,18,2,34,13,0,0,67,155,5,0,252,29,3,44,7,0,1,84,163,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00132901,McGeorge School of Law,2013,632,69,14,107,13,0,2,205,416,11,0,332,37,7,55,8,0,0,107,218,7,0,300,32,7,52,5,0,2,98,198,4,0,,,,,,,,,,,,490,53,10,90,5,0,2,160,322,8,0,142,16,4,17,8,0,0,45,94,3,0,159,25,3,28,2,0,1,59,97,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00132901,McGeorge School of Law,2014,553,73,7,98,17,0,1,196,345,0,12,263,36,4,45,9,0,0,94,166,0,3,290,37,3,53,8,0,1,102,179,0,9,0,0,0,0,0,0,0,0,0,0,0,416,59,6,79,7,0,1,152,255,0,9,137,14,1,19,10,0,0,44,90,0,3,153,29,0,23,7,0,0,59,82,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00132901,McGeorge School of Law,2015,477,53,6,68,19,0,2,148,256,0,73,216,24,3,33,8,0,0,68,112,0,36,261,29,3,35,11,0,2,80,144,0,37,0,0,0,0,0,0,0,0,0,0,0,356,37,6,54,13,0,2,112,188,0,56,121,16,0,14,6,0,0,36,68,0,17,176,4,2,20,8,0,2,36,83,0,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00132901,McGeorge School of Law,2016,472,66,3,50,19,0,2,140,279,0,53,219,30,1,23,10,0,0,64,131,0,24,253,36,2,27,9,0,2,76,148,0,29,0,0,0,0,0,0,0,0,0,0,0,357,48,2,41,13,0,2,106,214,0,37,115,18,1,9,6,0,0,34,65,0,16,168,32,0,14,6,0,0,52,113,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00132901,McGeorge School of Law,2017,471,72,5,54,16,1,7,155,253,0,63,208,26,2,26,9,1,2,66,111,0,31,263,46,3,28,7,0,5,89,142,0,32,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,190,32,3,23,8,1,4,71,93,0,26,2,0,1,9,0,14,5,0,3,12,0,20,30,0,41,1,0,0,0,0,0,1,0,3,10,0,16,42,0,51,82,0,108,0,0,0,0,24,14,0,10,6,3,0,3,31,12,0,19,62,30,0,32,0,0,0,0,0,0,0,0,1,1,0,0,26,14,0,12,111,50,0,61,94,0,105,199,2,0,0,2,7,3,0,4,2,1,0,1,9,2,0,7,22,6,0,16,0,0,0,0,0,0,0,0,2,0,0,2,11,7,0,4,49,19,0,30,32,0,50,82
00134201,Whittier Law School,2011,700,123,6,140,23,0,0,292,378,0,30,363,58,3,73,11,0,0,145,203,0,15,337,65,3,67,12,0,0,147,175,0,15,,,,,,,,,,,,564,99,6,120,15,0,0,240,302,0,22,136,24,0,20,8,0,0,52,76,0,8,274,57,1,55,9,0,0,122,123,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00134201,Whittier Law School,2012,665,118,4,138,31,0,0,291,326,0,48,339,58,1,67,12,0,0,138,178,0,23,326,60,3,71,19,0,0,153,148,0,25,,,,,,,,,,,,514,92,4,112,20,0,0,228,249,0,37,151,26,0,26,11,0,0,63,77,0,11,227,37,0,43,16,0,0,96,106,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00134201,Whittier Law School,2013,577,96,6,98,28,5,30,263,258,13,43,273,45,3,44,16,2,11,121,132,2,18,304,51,3,54,12,3,19,142,126,11,25,,,,,,,,,,,,404,68,4,70,14,4,25,185,182,9,28,173,28,2,28,14,1,5,78,76,4,15,221,46,0,26,9,3,30,114,94,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00134201,Whittier Law School,2014,536,122,2,78,38,4,14,258,234,3,41,238,60,0,31,17,1,8,117,108,1,12,298,62,2,47,21,3,6,141,126,2,29,0,0,0,0,0,0,0,0,0,0,0,409,93,2,62,25,4,12,198,178,3,30,127,29,0,16,13,0,2,60,56,0,11,239,67,1,33,25,2,1,129,98,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00134201,Whittier Law School,2015,456,131,3,52,28,4,11,229,207,3,17,188,49,0,21,8,1,7,86,95,1,6,268,82,3,31,20,3,4,143,112,2,11,0,0,0,0,0,0,0,0,0,0,0,326,97,3,38,17,4,7,166,143,1,16,130,34,0,14,11,0,4,63,64,2,1,146,48,1,16,8,1,0,74,61,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00134201,Whittier Law School,2016,391,122,11,32,33,1,31,230,138,3,20,156,47,8,10,12,0,8,85,63,2,6,235,75,3,22,21,1,23,145,75,1,14,0,0,0,0,0,0,0,0,0,0,0,275,100,10,15,21,1,28,175,85,3,12,116,22,1,17,12,0,3,55,53,0,8,132,44,1,9,13,0,11,78,42,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00134201,Whittier Law School,2017,154,53,2,12,16,1,5,89,50,3,12,62,20,0,6,5,0,3,34,21,2,5,92,33,2,6,11,1,2,55,29,1,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,3,1,0,2,5,2,0,3,22,7,0,15,34,12,0,22,0,0,0,0,3,2,0,1,3,2,0,1,6,3,0,3,14,7,0,7,24,0,33,57,1,0,0,1,9,5,0,4,10,2,0,8,31,13,0,18,54,21,0,33,1,0,0,1,0,0,0,0,2,1,0,1,5,2,0,3,36,14,0,22,37,0,58,95
00137000,University of Colorado,2011,540,52,17,34,20,0,6,129,408,1,2,279,25,9,14,12,0,3,63,216,0,0,261,27,8,20,8,0,3,66,192,1,2,,,,,,,,,,,,540,52,17,34,20,0,6,129,408,1,2,0,0,0,0,0,0,0,0,0,0,0,162,15,3,12,6,0,5,41,119,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00137000,University of Colorado,2012,509,45,15,23,13,0,13,109,397,0,3,270,26,6,13,8,0,5,58,212,0,0,239,19,9,10,5,0,8,51,185,0,3,,,,,,,,,,,,509,45,15,23,13,0,13,109,397,0,3,0,0,0,0,0,0,0,0,0,0,0,152,12,2,3,2,0,8,27,124,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00137000,University of Colorado,2013,514,52,12,26,17,0,0,107,361,0,46,280,29,6,13,10,0,0,58,196,0,26,234,23,6,13,7,0,0,49,165,0,20,,,,,,,,,,,,514,52,12,26,17,0,0,107,361,0,46,0,0,0,0,0,0,0,0,0,0,0,184,24,2,7,8,0,0,41,119,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00137000,University of Colorado,2014,509,50,11,17,16,0,0,94,367,7,41,275,31,5,8,8,0,0,52,195,5,23,234,19,6,9,8,0,0,42,172,2,18,0,0,0,0,0,0,0,0,0,0,0,509,50,11,17,16,0,0,94,367,7,41,0,0,0,0,0,0,0,0,0,0,0,204,13,3,8,6,0,0,30,128,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00137000,University of Colorado,2015,555,54,9,28,16,1,0,108,404,0,43,296,31,5,15,6,0,0,57,215,0,24,259,23,4,13,10,1,0,51,189,0,19,0,0,0,0,0,0,0,0,0,0,0,551,53,9,28,16,1,0,107,402,0,42,4,1,0,0,0,0,0,1,2,0,1,204,14,3,13,4,0,0,34,158,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00137000,University of Colorado,2016,529,47,5,18,8,0,22,100,391,6,32,267,24,2,8,1,0,11,46,199,4,18,262,23,3,10,7,0,11,54,192,2,14,0,0,0,0,0,0,0,0,0,0,0,523,47,5,18,8,0,22,100,386,5,32,6,0,0,0,0,0,0,0,5,1,0,170,19,3,6,1,0,9,38,121,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00137000,University of Colorado,2017,561,45,22,18,7,10,28,130,393,5,33,272,15,20,7,0,0,14,56,193,3,20,288,30,2,11,7,10,14,74,200,2,12,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,181,13,1,6,4,10,11,45,126,2,8,1,0,0,2,0,4,0,0,4,0,0,13,9,0,36,0,0,10,0,0,2,6,0,5,4,1,3,60,0,66,73,1,107,21,19,0,2,6,2,0,4,1,0,0,1,22,10,0,12,62,37,0,25,0,0,0,0,3,3,0,0,12,6,0,6,10,5,0,5,146,70,0,76,115,0,106,221,0,0,0,0,6,3,0,3,2,0,0,2,10,5,0,5,23,10,0,13,0,0,0,0,0,0,0,0,5,2,0,3,15,11,0,4,121,63,0,58,84,0,75,159
00137100,University of Denver,2011,946,73,9,30,22,0,23,157,757,0,32,480,35,5,16,8,0,7,71,393,0,16,466,38,4,14,14,0,16,86,364,0,16,,,,,,,,,,,,769,54,7,26,17,0,20,124,617,0,28,177,19,2,4,5,0,3,33,140,0,4,295,28,2,5,4,0,11,50,238,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00137100,University of Denver,2012,894,69,5,21,25,0,30,150,706,2,36,449,35,2,10,9,0,12,68,360,0,21,445,34,3,11,16,0,18,82,346,2,15,,,,,,,,,,,,746,55,5,21,21,0,30,132,583,2,29,148,14,0,0,4,0,0,18,123,0,7,289,21,1,8,9,0,10,49,219,2,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00137100,University of Denver,2013,895,68,5,18,18,0,30,139,714,6,36,440,31,2,8,7,0,14,62,356,2,20,455,37,3,10,11,0,16,77,358,4,16,,,,,,,,,,,,732,54,4,15,14,0,27,114,587,6,25,163,14,1,3,4,0,3,25,127,0,11,290,26,1,4,4,0,9,44,232,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00137100,University of Denver,2014,863,78,3,19,14,1,28,143,674,8,38,416,28,1,9,5,0,14,57,334,3,22,447,50,2,10,9,1,14,86,340,5,16,0,0,0,0,0,0,0,0,0,0,0,725,64,3,17,13,1,22,120,565,7,33,138,14,0,2,1,0,6,23,109,1,5,258,33,1,7,4,1,9,55,191,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00137100,University of Denver,2015,817,85,4,12,22,0,29,152,626,6,33,406,29,1,6,10,0,16,62,325,2,17,411,56,3,6,12,0,13,90,301,4,16,0,0,0,0,0,0,0,0,0,0,0,701,71,3,9,21,0,25,129,539,6,27,116,14,1,3,1,0,4,23,87,0,6,250,28,2,4,13,0,9,56,184,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00137100,University of Denver,2016,780,94,4,19,18,0,30,165,576,7,32,371,31,2,9,7,0,19,68,284,2,17,409,63,2,10,11,0,11,97,292,5,15,0,0,0,0,0,0,0,0,0,0,0,673,77,4,15,18,0,24,138,501,7,27,107,17,0,4,0,0,6,27,75,0,5,247,34,1,7,1,0,9,52,184,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00137100,University of Denver,2017,763,97,4,23,23,0,25,172,555,5,31,353,34,2,10,9,0,16,71,262,3,17,410,63,2,13,14,0,9,101,293,2,14,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,326,40,1,14,10,0,11,76,234,2,14,0,0,1,7,0,7,4,0,6,12,0,28,31,0,45,0,0,0,2,0,0,8,0,3,8,0,6,104,0,130,145,0,181,2,1,0,1,4,0,0,4,3,1,0,2,36,16,0,20,54,23,0,31,0,0,0,0,1,0,0,1,9,5,0,4,10,6,0,4,161,79,0,82,108,0,118,226,1,1,0,0,5,3,0,2,10,4,0,6,21,6,0,15,42,17,0,25,0,0,0,0,2,1,0,1,5,3,0,2,7,3,0,4,160,79,0,81,100,0,111,211
00140201,Quinnipiac University,2011,438,20,2,23,8,0,6,59,333,1,45,227,8,0,8,4,0,2,22,179,0,26,211,12,2,15,4,0,4,37,154,1,19,,,,,,,,,,,,356,14,2,21,5,0,5,47,269,1,39,82,6,0,2,3,0,1,12,64,0,6,121,4,1,4,3,0,3,15,78,1,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00140201,Quinnipiac University,2012,406,5,6,22,12,0,0,45,314,0,47,199,2,1,7,6,0,0,16,159,0,24,207,3,5,15,6,0,0,29,155,0,23,,,,,,,,,,,,328,3,4,19,8,0,0,34,253,0,41,78,2,2,3,4,0,0,11,61,0,6,128,4,3,7,3,0,0,17,96,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00140201,Quinnipiac University,2013,332,8,6,13,17,0,0,44,251,0,37,145,4,2,6,10,0,0,22,105,0,18,187,4,4,7,7,0,0,22,146,0,19,,,,,,,,,,,,252,5,4,10,13,0,0,32,190,0,30,80,3,2,3,4,0,0,12,61,0,7,84,3,1,2,7,0,0,13,68,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00140201,Quinnipiac University,2014,290,14,6,9,15,0,0,44,232,0,14,130,10,3,3,8,0,0,24,102,0,4,160,4,3,6,7,0,0,20,130,0,10,0,0,0,0,0,0,0,0,0,0,0,232,10,3,7,14,0,0,34,187,0,11,58,4,3,2,1,0,0,10,45,0,3,93,0,1,2,4,0,0,7,84,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00140201,Quinnipiac University,2015,267,11,4,6,20,0,0,41,216,0,10,125,5,2,3,10,0,0,20,101,0,4,142,6,2,3,10,0,0,21,115,0,6,0,0,0,0,0,0,0,0,0,0,0,208,9,3,5,17,0,0,34,165,0,9,59,2,1,1,3,0,0,7,51,0,1,94,6,1,3,10,0,0,20,69,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00140201,Quinnipiac University,2016,278,19,2,12,14,0,1,48,211,0,19,131,7,1,5,5,0,1,19,105,0,7,147,12,1,7,9,0,0,29,106,0,12,0,0,0,0,0,0,0,0,0,0,0,215,15,1,11,10,0,0,37,164,0,14,63,4,1,1,4,0,1,11,47,0,5,92,13,1,7,2,0,0,23,62,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00140201,Quinnipiac University,2017,314,33,1,11,14,2,0,61,234,1,18,136,12,0,3,5,1,0,21,106,0,9,178,21,1,8,9,1,0,40,128,1,9,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,124,14,0,3,3,0,0,20,99,0,5,0,0,0,0,0,3,1,0,2,5,0,9,6,0,14,0,0,0,0,0,0,0,0,0,3,0,2,42,0,57,51,0,73,1,0,0,1,5,2,0,3,1,0,0,1,13,5,0,8,21,8,0,13,1,1,0,0,0,0,0,0,0,0,0,0,7,4,0,3,62,29,0,33,41,0,49,90,0,0,0,0,3,1,0,2,10,4,0,6,6,2,0,4,20,7,0,13,1,0,0,1,1,0,0,1,0,0,0,0,6,2,0,4,73,35,0,38,44,0,56,100
00141706,University of Connecticut,2011,616,49,4,58,24,1,0,136,416,10,54,349,26,3,22,11,0,0,62,251,4,32,267,23,1,36,13,1,0,74,165,6,22,,,,,,,,,,,,461,36,2,47,19,1,0,105,308,7,41,155,13,2,11,5,0,0,31,108,3,13,181,11,2,27,8,1,0,49,113,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
