schoolid,schoolname,calendaryear,totaljd,hispanicjd,amindianjd,asianjd,blackjd,nathawjd,twoormorejd,minorityjd,whitejd,nonresalienjd,unknownjd,menjd,hispanicmenjd,amindianmenjd,asianmenjd,blackmenjd,nathawmenjd,twoormoremenjd,minoritymenjd,whitemenjd,nonresalienmenjd,unknownmenjd,womenjd,hispanicwomenjd,amindianwomenjd,asianwomenjd,blackwomenjd,nathawwomenjd,twoormorewomenjd,minoritywomenjd,whitewomenjd,nonresalienwomenjd,unknownwomenjd,otherjd,hispanicotherjd,amindianotherjd,asianotherjd,blackotherjd,nathawotherjd,twoormoreotherjd,minorityotherjd,whiteotherjd,nonresalienotherjd,unknownotherjd,totalftjd,fthispanicjd,ftamindjd,ftasianjd,ftblackjd,ftnathawjd,fttwoormorejd,ftminorityjd,ftwhitejd,ftnonresalienjd,ftunknownjd,totalptjd,pthispanicjd,ptamindjd,ptasianjd,ptblackjd,ptnathawjd,pttwoormorejd,ptminorityjd,ptwhitejd,ptnonresalienjd,ptunknownjd,totaljd1,hispanicjd1,amindianjd1,asianjd1,blackjd1,nathawjd1,twoormorejd1,minorityjd1,whitejd1,nonresalienjd1,unknownjd1,amindianmenjd1,amindianotherjd1,amindianwomenjd1,asianmenjd1,asianotherjd1,asianwomenjd1,blackmenjd1,blackotherjd1,blackwomenjd1,hispanicmenjd1,hispanicotherjd1,hispanicwomenjd1,minoritymenjd1,minorityotherjd1,minoritywomenjd1,nathawmenjd1,nathawotherjd1,nathawwomenjd1,nonresalienmenjd1,nonresalienotherjd1,nonresalienwomenjd1,twoormoremenjd1,twoormoreotherjd1,twoormorewomenjd1,unknownmenjd1,unknownotherjd1,unknownwomenjd1,whitemenjd1,whiteotherjd1,whitewomenjd1,menjd1,otherjd1,womenjd1,amindianjd2,amindianmenjd2,amindianotherjd2,amindianwomenjd2,asianjd2,asianmenjd2,asianotherjd2,asianwomenjd2,blackjd2,blackmenjd2,blackotherjd2,blackwomenjd2,hispanicjd2,hispanicmenjd2,hispanicotherjd2,hispanicwomenjd2,minorityjd2,minoritymenjd2,minorityotherjd2,minoritywomenjd2,nathawjd2,nathawmenjd2,nathawotherjd2,nathawwomenjd2,nonresalienjd2,nonresalienmenjd2,nonresalienotherjd2,nonresalienwomenjd2,twoormorejd2,twoormoremenjd2,twoormoreotherjd2,twoormorewomenjd2,unknownjd2,unknownmenjd2,unknownotherjd2,unknownwomenjd2,whitejd2,whitemenjd2,whiteotherjd2,whitewomenjd2,menjd2,otherjd2,womenjd2,totaljd2,amindianjd3,amindianmenjd3,amindianotherjd3,amindianwomenjd3,asianjd3,asianmenjd3,asianotherjd3,asianwomenjd3,blackjd3,blackmenjd3,blackotherjd3,blackwomenjd3,hispanicjd3,hispanicmenjd3,hispanicotherjd3,hispanicwomenjd3,minorityjd3,minoritymenjd3,minorityotherjd3,minoritywomenjd3,nathawjd3,nathawmenjd3,nathawotherjd3,nathawwomenjd3,nonresalienjd3,nonresalienmenjd3,nonresalienotherjd3,nonresalienwomenjd3,twoormorejd3,twoormoremenjd3,twoormoreotherjd3,twoormorewomenjd3,unknownjd3,unknownmenjd3,unknownotherjd3,unknownwomenjd3,whitejd3,whitemenjd3,whiteotherjd3,whitewomenjd3,menjd3,otherjd3,womenjd3,totaljd3
00250609,Saint Louis University,2012,814,23,0,26,39,0,27,115,692,4,3,436,9,0,7,13,0,10,39,395,1,1,378,14,0,19,26,0,17,76,297,3,2,,,,,,,,,,,,709,22,0,23,28,0,24,97,606,3,3,105,1,0,3,11,0,3,18,86,1,0,196,4,0,8,10,0,9,31,164,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00250609,Saint Louis University,2013,655,28,0,19,37,0,18,102,539,4,10,351,11,0,6,13,0,9,39,303,3,6,304,17,0,13,24,0,9,63,236,1,4,,,,,,,,,,,,559,26,0,18,26,0,16,86,461,3,9,96,2,0,1,11,0,2,16,78,1,1,147,11,0,2,11,0,3,27,115,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00250609,Saint Louis University,2014,533,28,0,13,31,0,14,86,436,4,7,264,8,0,3,11,0,5,27,230,2,5,269,20,0,10,20,0,9,59,206,2,2,0,0,0,0,0,0,0,0,0,0,0,461,26,0,11,21,0,12,70,381,4,6,72,2,0,2,10,0,2,16,55,0,1,169,9,0,2,7,0,4,22,141,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00250609,Saint Louis University,2015,495,31,2,9,35,0,21,98,384,5,8,246,13,1,1,14,0,13,42,196,1,7,249,18,1,8,21,0,8,56,188,4,1,0,0,0,0,0,0,0,0,0,0,0,418,27,2,6,23,0,14,72,334,5,7,77,4,0,3,12,0,7,26,50,0,1,174,10,2,4,11,0,11,38,131,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00250609,Saint Louis University,2016,516,27,1,9,32,1,24,94,411,4,7,249,12,0,4,11,0,11,38,203,2,6,267,15,1,5,21,1,13,56,208,2,1,0,0,0,0,0,0,0,0,0,0,0,447,26,1,8,17,1,19,72,364,4,7,69,1,0,1,15,0,5,22,47,0,0,184,8,0,6,14,1,8,37,143,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00250609,Saint Louis University,2017,520,32,2,11,38,0,24,107,402,6,5,249,19,1,4,12,0,10,46,197,3,3,271,13,1,7,26,0,14,61,205,3,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,195,13,1,5,21,0,8,48,141,5,1,1,0,0,1,0,4,6,0,15,9,0,4,21,0,27,0,0,0,2,0,3,4,0,4,0,0,1,68,0,73,91,0,104,1,0,0,1,6,3,0,3,14,6,0,8,9,5,0,4,41,19,0,22,0,0,0,0,1,1,0,0,11,5,0,6,3,2,0,1,152,79,0,73,101,0,96,197,0,0,0,0,0,0,0,0,3,0,0,3,10,5,0,5,18,6,0,12,0,0,0,0,0,0,0,0,5,1,0,4,1,1,0,0,109,50,0,59,57,0,71,128
00251600,University of Missouri,2011,431,13,1,9,31,0,13,67,346,2,16,269,6,0,4,14,0,10,34,223,0,12,162,7,1,5,17,0,3,33,123,2,4,,,,,,,,,,,,425,13,1,9,30,0,12,65,342,2,16,6,0,0,0,1,0,1,2,4,0,0,141,4,1,1,13,0,6,25,111,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00251600,University of Missouri,2012,412,14,1,5,38,0,20,78,314,1,19,251,5,1,2,18,0,13,39,199,0,13,161,9,0,3,20,0,7,39,115,1,6,,,,,,,,,,,,402,14,1,5,36,0,19,75,309,0,18,10,0,0,0,2,0,1,3,5,1,1,135,6,0,1,14,0,8,29,100,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00251600,University of Missouri,2013,396,11,3,5,32,0,12,63,311,1,21,240,4,3,4,14,0,6,31,193,0,16,156,7,0,1,18,0,6,32,118,1,5,,,,,,,,,,,,384,11,3,5,31,0,12,62,302,0,20,12,0,0,0,1,0,0,1,9,1,1,120,2,1,1,7,0,2,13,100,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00251600,University of Missouri,2014,368,9,1,3,31,0,15,59,294,2,13,224,4,1,2,17,0,9,33,179,0,12,144,5,0,1,14,0,6,26,115,2,1,0,0,0,0,0,0,0,0,0,0,0,351,9,1,2,30,0,13,55,282,1,13,17,0,0,1,1,0,2,4,12,1,0,117,3,0,1,13,0,3,20,93,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00251600,University of Missouri,2015,336,1,1,6,32,1,15,56,264,2,14,204,1,1,2,19,1,11,35,155,0,14,131,0,0,4,13,0,4,21,108,2,0,1,0,0,0,0,0,0,0,1,0,0,324,1,1,5,30,1,14,52,257,1,14,12,0,0,1,2,0,1,4,7,1,0,109,1,0,3,11,0,5,20,84,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00251600,University of Missouri,2016,311,9,0,5,33,1,9,57,238,1,15,186,4,0,1,18,1,7,31,141,0,14,125,5,0,4,15,0,2,26,97,1,1,0,0,0,0,0,0,0,0,0,0,0,300,9,0,5,32,1,9,56,229,1,14,11,0,0,0,1,0,0,1,9,0,1,104,5,0,1,10,0,5,21,78,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00251600,University of Missouri,2017,286,11,0,5,24,0,9,49,223,1,13,163,5,0,0,12,0,6,23,130,0,10,123,6,0,5,12,0,3,26,93,1,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,94,6,0,1,7,0,3,17,74,0,3,0,0,0,0,0,1,4,0,3,3,0,3,9,0,8,0,0,0,0,0,0,2,0,1,1,0,2,43,0,31,53,0,41,0,0,0,0,1,0,0,1,8,3,0,5,4,1,0,3,17,6,0,11,0,0,0,0,0,0,0,0,4,2,0,2,5,4,0,1,74,44,0,30,54,0,42,96,0,0,0,0,3,0,0,3,9,5,0,4,1,1,0,0,15,8,0,7,0,0,0,0,1,0,0,1,2,2,0,0,5,5,0,0,75,43,0,32,56,0,40,96
00251800,University of Missouri-Kansas City,2011,466,15,3,13,20,0,1,52,381,4,29,299,10,2,6,7,0,1,26,248,3,22,167,5,1,7,13,0,0,26,133,1,7,,,,,,,,,,,,438,12,3,13,17,0,1,46,360,3,29,28,3,0,0,3,0,0,6,21,1,0,157,3,2,5,8,0,1,19,128,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00251800,University of Missouri-Kansas City,2012,463,18,2,7,21,0,5,53,381,5,24,289,13,1,3,8,0,4,29,241,2,17,174,5,1,4,13,0,1,24,140,3,7,,,,,,,,,,,,434,18,2,7,19,0,5,51,358,2,23,29,0,0,0,2,0,0,2,23,3,1,165,7,0,0,8,0,3,18,136,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00251800,University of Missouri-Kansas City,2013,475,23,1,8,22,0,5,59,391,4,21,281,15,0,2,7,0,4,28,237,1,15,194,8,1,6,15,0,1,31,154,3,6,,,,,,,,,,,,424,21,1,6,18,0,4,50,354,2,18,51,2,0,2,4,0,1,9,37,2,3,177,12,0,5,8,0,0,25,147,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00251800,University of Missouri-Kansas City,2014,468,31,1,10,21,0,8,71,379,2,16,274,19,1,4,6,0,4,34,229,0,11,194,12,0,6,15,0,4,37,150,2,5,0,0,0,0,0,0,0,0,0,0,0,399,24,1,9,19,0,7,60,324,2,13,69,7,0,1,2,0,1,11,55,0,3,164,15,1,6,7,0,4,33,126,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00251800,University of Missouri-Kansas City,2015,462,38,0,11,22,0,6,77,369,7,9,255,20,0,4,4,0,3,31,215,3,6,207,18,0,7,18,0,3,46,154,4,3,0,0,0,0,0,0,0,0,0,0,0,387,29,0,7,17,0,4,57,319,4,7,75,9,0,4,5,0,2,20,50,3,2,151,13,0,1,9,0,0,23,119,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00251800,University of Missouri-Kansas City,2016,416,36,1,7,21,0,6,71,326,8,11,235,17,0,3,7,0,3,30,194,4,7,181,19,1,4,14,0,3,41,132,4,4,0,0,0,0,0,0,0,0,0,0,0,373,33,1,6,16,0,4,60,295,8,10,43,3,0,1,5,0,2,11,31,0,1,137,15,1,0,8,0,1,25,101,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00251800,University of Missouri-Kansas City,2017,399,31,1,4,23,0,6,65,311,10,13,218,12,0,3,10,0,5,30,176,4,8,181,19,1,1,13,0,1,35,135,6,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,135,7,0,3,7,0,4,21,105,4,5,0,0,0,3,0,0,5,0,2,2,0,5,13,0,8,0,0,0,2,0,2,3,0,1,3,0,2,53,0,52,71,0,64,1,0,0,1,0,0,0,0,7,3,0,4,13,5,0,8,22,9,0,13,0,0,0,0,2,0,0,2,1,1,0,0,6,3,0,3,96,54,0,42,66,0,60,126,0,0,0,0,1,0,0,1,9,2,0,7,11,5,0,6,22,8,0,14,0,0,0,0,4,2,0,2,1,1,0,0,2,2,0,0,110,69,0,41,81,0,57,138
00252000,Washington University,2011,851,19,3,80,92,0,29,223,479,74,75,507,6,2,43,48,0,20,119,303,32,53,344,13,1,37,44,0,9,104,176,42,22,,,,,,,,,,,,847,19,3,77,92,0,29,220,479,73,75,4,0,0,3,0,0,0,3,0,1,0,243,6,1,20,16,0,11,54,169,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00252000,Washington University,2012,773,12,3,72,69,0,35,191,475,68,39,440,4,2,40,33,0,23,102,288,24,26,333,8,1,32,36,0,12,89,187,44,13,,,,,,,,,,,,768,12,3,70,69,0,35,189,474,66,39,5,0,0,2,0,0,0,2,1,2,0,201,0,1,16,13,0,7,37,143,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00252000,Washington University,2013,693,9,5,54,48,0,26,142,445,64,42,382,4,3,27,18,0,9,61,270,22,29,311,5,2,27,30,0,17,81,175,42,13,,,,,,,,,,,,687,9,5,53,48,0,26,141,443,61,42,6,0,0,1,0,0,0,1,2,3,0,189,2,3,18,16,0,4,43,126,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00252000,Washington University,2014,753,25,2,68,48,0,26,169,443,80,61,421,16,1,35,18,0,11,81,271,30,39,332,9,1,33,30,0,15,88,172,50,22,0,0,0,0,0,0,0,0,0,0,0,749,25,2,68,48,0,26,169,442,77,61,4,0,0,0,0,0,0,0,1,3,0,270,18,0,29,18,0,11,76,146,23,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00252000,Washington University,2015,689,35,4,56,53,0,22,170,398,69,52,395,22,3,31,21,0,11,88,244,30,33,293,13,1,25,32,0,11,82,153,39,19,1,0,0,0,0,0,0,0,1,0,0,684,35,4,56,53,0,22,170,397,65,52,5,0,0,0,0,0,0,0,1,4,0,211,15,1,15,22,0,3,56,128,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00252000,Washington University,2016,705,44,3,50,59,0,21,177,402,75,51,374,25,3,24,21,0,6,79,234,31,30,330,19,0,26,38,0,15,98,167,44,21,1,0,0,0,0,0,0,0,1,0,0,701,43,3,50,59,0,21,176,402,72,51,4,1,0,0,0,0,0,1,0,3,0,228,12,0,16,21,0,6,55,140,16,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00252000,Washington University,2017,681,45,3,41,73,0,15,177,400,64,40,344,26,2,18,24,0,3,73,222,26,23,336,19,1,23,49,0,12,104,177,38,17,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,255,17,2,13,30,0,6,68,149,25,13,1,0,1,6,0,7,9,0,21,10,0,7,27,0,41,0,0,0,12,0,13,1,0,5,9,0,4,71,0,78,119,0,136,0,0,0,0,16,7,0,9,21,8,0,13,12,5,0,7,55,20,0,35,0,0,0,0,16,5,0,11,6,0,0,6,14,7,0,7,135,79,1,55,111,1,108,220,1,1,0,0,12,5,0,7,22,7,0,15,16,11,0,5,54,26,0,28,0,0,0,0,23,9,0,14,3,2,0,1,13,7,0,6,116,72,0,44,114,0,92,206
00253600,University of Montana,2011,252,7,8,2,1,0,9,27,223,2,0,149,4,6,0,1,0,2,13,135,1,0,103,3,2,2,0,0,7,14,88,1,0,,,,,,,,,,,,252,7,8,2,1,0,9,27,223,2,0,0,0,0,0,0,0,0,0,0,0,0,85,2,2,0,0,0,6,10,74,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00253600,University of Montana,2012,247,4,10,0,0,0,8,22,150,3,72,142,2,6,0,0,0,2,10,84,2,46,105,2,4,0,0,0,6,12,66,1,26,,,,,,,,,,,,247,4,10,0,0,0,8,22,150,3,72,0,0,0,0,0,0,0,0,0,0,0,80,1,6,0,0,0,0,7,63,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00253600,University of Montana,2013,249,5,11,1,1,1,5,24,186,2,37,139,3,6,1,1,0,1,12,104,1,22,110,2,5,0,0,1,4,12,82,1,15,,,,,,,,,,,,249,5,11,1,1,1,5,24,186,2,37,0,0,0,0,0,0,0,0,0,0,0,83,3,3,1,1,1,0,9,71,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00253600,University of Montana,2014,247,7,18,1,1,1,0,28,201,1,17,141,3,10,1,1,0,0,15,111,1,14,106,4,8,0,0,1,0,13,90,0,3,0,0,0,0,0,0,0,0,0,0,0,247,7,18,1,1,1,0,28,201,1,17,0,0,0,0,0,0,0,0,0,0,0,83,3,8,0,1,0,0,12,67,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00253600,University of Montana,2015,236,14,14,1,2,1,0,32,198,0,6,122,6,8,1,1,0,0,16,100,0,6,114,8,6,0,1,1,0,16,98,0,0,0,0,0,0,0,0,0,0,0,0,0,236,14,14,1,2,1,0,32,198,0,6,0,0,0,0,0,0,0,0,0,0,0,71,7,3,0,1,0,0,11,59,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00253600,University of Montana,2016,230,12,11,1,1,0,0,25,193,0,12,112,6,8,1,0,0,0,15,87,0,10,118,6,3,0,1,0,0,10,106,0,2,0,0,0,0,0,0,0,0,0,0,0,230,12,11,1,1,0,0,25,193,0,12,0,0,0,0,0,0,0,0,0,0,0,76,1,1,1,0,0,0,3,65,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00253600,University of Montana,2017,214,9,9,2,1,0,0,21,183,0,10,107,4,5,2,0,0,0,11,89,0,7,107,5,4,0,1,0,0,10,94,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,72,1,5,1,0,0,0,7,63,0,2,3,0,2,1,0,0,0,0,0,0,0,1,4,0,3,0,0,0,0,0,0,0,0,0,1,0,1,36,0,27,41,0,31,1,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,2,63,25,0,38,33,0,41,74,3,2,0,1,0,0,0,0,1,0,0,1,6,2,0,4,10,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,57,28,0,29,33,0,35,68
00254200,Creighton University,2011,442,17,0,17,13,0,2,49,372,5,16,277,11,0,11,7,0,2,31,233,3,10,165,6,0,6,6,0,0,18,139,2,6,,,,,,,,,,,,431,17,0,17,9,0,2,45,365,5,16,11,0,0,0,4,0,0,4,7,0,0,140,7,0,6,6,0,2,21,109,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00254200,Creighton University,2012,395,15,0,15,14,0,6,50,338,7,0,263,10,0,6,7,0,5,28,230,5,0,132,5,0,9,7,0,1,22,108,2,0,,,,,,,,,,,,385,15,0,15,13,0,6,49,329,7,0,10,0,0,0,1,0,0,1,9,0,0,133,2,0,5,7,0,4,18,112,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00254200,Creighton University,2013,392,16,2,14,16,0,9,57,329,6,0,254,12,2,8,10,0,6,38,212,4,0,138,4,0,6,6,0,3,19,117,2,0,,,,,,,,,,,,382,16,2,14,15,0,9,56,320,6,0,10,0,0,0,1,0,0,1,9,0,0,141,9,2,3,6,0,3,23,116,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00254200,Creighton University,2014,361,20,3,15,16,0,11,65,291,5,0,223,14,3,11,11,0,6,45,176,2,0,138,6,0,4,5,0,5,20,115,3,0,0,0,0,0,0,0,0,0,0,0,0,354,20,3,14,16,0,11,64,285,5,0,7,0,0,1,0,0,0,1,6,0,0,114,10,1,7,4,0,4,26,87,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00254200,Creighton University,2015,347,31,3,12,14,0,12,72,271,4,0,193,17,3,9,6,0,4,39,153,1,0,152,12,0,3,8,0,8,31,118,3,0,2,2,0,0,0,0,0,2,0,0,0,340,31,3,11,14,0,12,71,265,4,0,7,0,0,1,0,0,0,1,6,0,0,120,10,0,3,6,0,5,24,95,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00254200,Creighton University,2016,307,32,1,11,8,0,13,65,240,2,0,176,17,1,7,2,0,4,31,145,0,0,131,15,0,4,6,0,9,34,95,2,0,0,0,0,0,0,0,0,0,0,0,0,299,32,1,10,8,0,13,64,233,2,0,8,0,0,1,0,0,0,1,7,0,0,111,13,0,5,3,0,5,26,85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00254200,Creighton University,2017,292,29,2,9,8,0,13,61,228,1,2,173,20,1,6,2,0,1,30,142,1,0,119,9,1,3,6,0,12,31,86,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,107,10,2,5,1,0,7,25,79,1,2,1,0,1,3,0,2,0,0,1,8,0,2,13,0,12,0,0,0,1,0,0,1,0,6,0,0,2,53,0,26,67,0,40,0,0,0,0,3,3,0,0,3,2,0,1,9,7,0,2,19,12,0,7,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,64,41,0,23,53,0,30,83,0,0,0,0,1,0,0,1,4,0,0,4,10,5,0,5,17,5,0,12,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,85,48,0,37,53,0,49,102
