schoolid,schoolname,calendaryear,transin,transout,transout1l,transjd1gpa75,transjd1gpa50,transjd1gpa25
00222600,Western New England University,2016,2,9,,,,
00222600,Western New England University,2017,2,,7,0,0,0
00225400,Michigan State University,2011,52,13,,,,
00225400,Michigan State University,2012,54,11,,,,
00225400,Michigan State University,2013,20,8,,,,
00225400,Michigan State University,2014,33,18,,3.19,3.05,2.83
00225400,Michigan State University,2015,20,13,,3.08,3,2.83
00225400,Michigan State University,2016,7,16,,,,
00225400,Michigan State University,2017,6,,0,0,0,0
00232300,University of Detroit Mercy,2011,0,25,,,,
00232300,University of Detroit Mercy,2012,1,23,,,,
00232300,University of Detroit Mercy,2013,1,23,,,,
00232300,University of Detroit Mercy,2014,1,19,,,,
00232300,University of Detroit Mercy,2015,0,19,,,,
00232300,University of Detroit Mercy,2016,0,18,,,,
00232300,University of Detroit Mercy,2017,2,,9,0,0,0
00232503,University of Michigan,2011,39,3,,,,
00232503,University of Michigan,2012,33,5,,,,
00232503,University of Michigan,2013,23,3,,,,
00232503,University of Michigan,2014,19,5,,3.91,3.82,3.67
00232503,University of Michigan,2015,15,3,,3.85,3.74,3.57
00232503,University of Michigan,2016,25,2,,3.81,3.64,3.55
00232503,University of Michigan,2017,14,,0,3.85,3.81,3.71
00232902,Wayne State University,2011,5,11,,,,
00232902,Wayne State University,2012,2,7,,,,
00232902,Wayne State University,2013,1,8,,,,
00232902,Wayne State University,2014,3,5,,,,
00232902,Wayne State University,2015,3,4,,,,
00232902,Wayne State University,2016,11,3,,,2.9,
00232902,Wayne State University,2017,3,,7,0,0,0
00234500,University of St. Thomas (Minnesota),2011,3,11,,,,
00234500,University of St. Thomas (Minnesota),2012,1,11,,,,
00234500,University of St. Thomas (Minnesota),2013,3,5,,,,
00234500,University of St. Thomas (Minnesota),2014,1,4,,,,
00234500,University of St. Thomas (Minnesota),2015,2,5,,,,
00234500,University of St. Thomas (Minnesota),2016,1,1,,,,
00234500,University of St. Thomas (Minnesota),2017,1,,4,0,0,0
00235401,Hamline University,2011,3,8,,,,
00235401,Hamline University,2012,4,6,,,,
00235401,Hamline University,2013,1,3,,,,
00235401,Hamline University,2014,3,2,,,,
00235401,Hamline University,2015,1,14,,,,
00239100,William Mitchell College of Law,2011,7,14,,,,
00239100,William Mitchell College of Law,2012,4,23,,,,
00239100,William Mitchell College of Law,2013,1,15,,,,
00239100,William Mitchell College of Law,2014,5,9,,,,
00239100,William Mitchell College of Law,2015,2,6,,,,
00239101,Mitchell Hamline School of Law,2016,5,7,,,,
00239101,Mitchell Hamline School of Law,2017,7,,0,0,0,0
00241501,Mississippi College,2011,0,10,,,,
00241501,Mississippi College,2012,0,11,,,,
00241501,Mississippi College,2013,0,3,,,,
00241501,Mississippi College,2014,1,4,,,,
00241501,Mississippi College,2015,0,7,,,,
00241501,Mississippi College,2016,2,4,,,,
00241501,Mississippi College,2017,2,,2,0,0,0
00244000,University of Mississippi,2011,1,6,,,,
00244000,University of Mississippi,2012,3,3,,,,
00244000,University of Mississippi,2013,4,5,,,,
00244000,University of Mississippi,2014,9,1,,,2.77,
00244000,University of Mississippi,2015,4,5,,,,
00244000,University of Mississippi,2016,4,3,,,,
00244000,University of Mississippi,2017,5,,0,0,0,0
00250609,Saint Louis University,2011,9,17,,,,
00250609,Saint Louis University,2012,3,16,,,,
00250609,Saint Louis University,2013,4,11,,,,
00250609,Saint Louis University,2014,3,7,,,,
00250609,Saint Louis University,2015,3,6,,,,
00250609,Saint Louis University,2016,1,3,,,,
00250609,Saint Louis University,2017,1,,3,0,0,0
00251600,University of Missouri,2011,9,3,,,,
00251600,University of Missouri,2012,8,2,,,,
00251600,University of Missouri,2013,3,2,,,,
00251600,University of Missouri,2014,2,2,,,,
00251600,University of Missouri,2015,7,5,,,2.98,
00251600,University of Missouri,2016,0,6,,,,
00251600,University of Missouri,2017,2,,3,0,0,0
00251800,University of Missouri-Kansas City,2011,9,5,,,,
00251800,University of Missouri-Kansas City,2012,6,1,,,,
00251800,University of Missouri-Kansas City,2013,14,8,,,,
00251800,University of Missouri-Kansas City,2014,3,3,,,,
00251800,University of Missouri-Kansas City,2015,13,3,,3.05,2.89,2.67
00251800,University of Missouri-Kansas City,2016,8,1,,,2.78,
00251800,University of Missouri-Kansas City,2017,9,,1,0,0,0
00252000,Washington University,2011,42,16,,,,
00252000,Washington University,2012,21,18,,,,
00252000,Washington University,2013,44,14,,,,
00252000,Washington University,2014,44,13,,3.43,3.2,3.06
00252000,Washington University,2015,7,32,,,3.4,
00252000,Washington University,2016,4,13,,,,
00252000,Washington University,2017,16,,11,3.45,3.2,3.11
00253600,University of Montana,2011,6,5,,,,
00253600,University of Montana,2012,3,3,,,,
00253600,University of Montana,2013,6,1,,,,
00253600,University of Montana,2014,0,1,,,,
00253600,University of Montana,2015,6,0,,,3.24,
00253600,University of Montana,2016,1,2,,,,
00253600,University of Montana,2017,1,,1,0,0,0
00254200,Creighton University,2011,4,7,,,,
00254200,Creighton University,2012,0,3,,,,
00254200,Creighton University,2013,1,6,,,,
00254200,Creighton University,2014,3,10,,,,
00254200,Creighton University,2015,3,2,,,,
00254200,Creighton University,2016,0,2,,,,
00254200,Creighton University,2017,3,,4,0,0,0
00256500,University of Nebraska,2011,1,2,,,,
00256500,University of Nebraska,2012,1,2,,,,
00256500,University of Nebraska,2013,2,0,,,,
00256500,University of Nebraska,2014,3,1,,,,
00256500,University of Nebraska,2015,0,0,,,,
00256500,University of Nebraska,2016,2,1,,,,
00256500,University of Nebraska,2017,0,,0,0,0,0
00256900,University of Nevada - Las Vegas,2011,5,5,,,,
00256900,University of Nevada - Las Vegas,2012,7,6,,,,
00256900,University of Nevada - Las Vegas,2013,10,7,,,,
00256900,University of Nevada - Las Vegas,2014,6,3,,,3.26,
00256900,University of Nevada - Las Vegas,2015,16,1,,3.17,2.99,2.62
00256900,University of Nevada - Las Vegas,2016,16,5,,3.33,3.18,2.92
00256900,University of Nevada - Las Vegas,2017,6,,2,0,0,0
00258903,University of New Hampshire,2011,0,11,,,,
00258903,University of New Hampshire,2012,1,7,,,,
00258903,University of New Hampshire,2013,3,2,,,,
00258903,University of New Hampshire,2014,2,1,,,,
00258903,University of New Hampshire,2015,2,2,,,,
00258903,University of New Hampshire,2016,1,2,,,,
00258903,University of New Hampshire,2017,0,,2,0,0,0
00262900,Rutgers University,2015,45,11,,3.29,3.05,2.75
00262900,Rutgers University,2016,21,2,,3.24,3.06,2.91
00262900,Rutgers University,2017,19,,2,3.22,3.07,2.92
00262901,Rutgers University-Camden,2011,36,16,,,,
00262901,Rutgers University-Camden,2012,42,13,,,,
00262901,Rutgers University-Camden,2013,24,4,,,,
00262901,Rutgers University-Camden,2014,24,2,,3.03,2.75,2.56
00262902,Rutgers University-Newark,2011,22,8,,,,
00262902,Rutgers University-Newark,2012,28,7,,,,
00262902,Rutgers University-Newark,2013,20,8,,,,
00262902,Rutgers University-Newark,2014,12,7,,3.32,3.15,2.99
00263201,Seton Hall University,2011,16,14,,,,
00263201,Seton Hall University,2012,26,12,,,,
00263201,Seton Hall University,2013,11,7,,,,
00263201,Seton Hall University,2014,24,3,,3.21,2.84,2.69
00263201,Seton Hall University,2015,14,4,,3.17,3.05,3
00263201,Seton Hall University,2016,9,3,,,3.13,
00263201,Seton Hall University,2017,6,,0,0,0,0
00266300,University of New Mexico,2011,4,0,,,,
00266300,University of New Mexico,2012,3,4,,,,
00266300,University of New Mexico,2013,4,3,,,,
00266300,University of New Mexico,2014,4,0,,,,
00266300,University of New Mexico,2015,2,0,,,,
00266300,University of New Mexico,2016,2,2,,,,
00266300,University of New Mexico,2017,6,,1,0,0,0
00267700,Brooklyn Law School,2011,33,20,,,,
00267700,Brooklyn Law School,2012,27,15,,,,
00267700,Brooklyn Law School,2013,14,24,,,,
00267700,Brooklyn Law School,2014,19,14,,3.21,3.11,3.02
00267700,Brooklyn Law School,2015,11,22,,,3.13,
00267700,Brooklyn Law School,2016,12,31,,3.26,3.07,2.89
00267700,Brooklyn Law School,2017,3,,8,0,0,0
00270711,Columbia University,2011,46,2,,,,
00270711,Columbia University,2012,58,1,,,,
00270711,Columbia University,2013,52,2,,,,
00270711,Columbia University,2014,46,5,,3.81,3.75,3.69
00270711,Columbia University,2015,44,2,,3.82,3.76,3.66
00270711,Columbia University,2016,50,4,,3.84,3.71,3.6
00270711,Columbia University,2017,46,,0,3.86,3.76,3.68
00271101,Cornell University,2011,6,10,,,,
00271101,Cornell University,2012,6,13,,,,
00271101,Cornell University,2013,13,17,,,,
00271101,Cornell University,2014,5,17,,,,
00271101,Cornell University,2015,4,8,,,,
00271101,Cornell University,2016,9,7,,,3.47,
00271101,Cornell University,2017,8,,6,0,0,0
00272203,Fordham University,2011,17,10,,,,
00272203,Fordham University,2012,21,20,,,,
00272203,Fordham University,2013,21,15,,,,
00272203,Fordham University,2014,11,20,,,3.49,
00272203,Fordham University,2015,13,20,,3.49,3.33,3.28
00272203,Fordham University,2016,15,17,,3.48,3.4,3.21
00272203,Fordham University,2017,11,,1,0,0,0
00273200,Hofstra University,2011,11,24,,,,
00273200,Hofstra University,2012,24,34,,,,
00273200,Hofstra University,2013,30,36,,,,
00273200,Hofstra University,2014,17,18,,2.93,2.76,2.56
00273200,Hofstra University,2015,18,24,,2.73,2.59,2.26
00273200,Hofstra University,2016,27,16,,3.07,2.65,2.4
00273200,Hofstra University,2017,19,,8,2.67,2.63,2.45
00278300,New York Law School,2011,14,54,,,,
00278300,New York Law School,2012,12,54,,,,
00278300,New York Law School,2013,10,43,,,,
00278300,New York Law School,2014,7,21,,,3.12,
00278300,New York Law School,2015,14,27,,3.07,3.01,2.92
00278300,New York Law School,2016,9,16,,,2.88,
00278300,New York Law School,2017,5,,10,0,0,0
00278500,New York University,2011,56,1,,,,
00278500,New York University,2012,53,3,,,,
00278500,New York University,2013,47,1,,,,
00278500,New York University,2014,50,2,,3.74,3.62,3.47
00278500,New York University,2015,51,4,,3.76,3.68,3.52
00278500,New York University,2016,43,5,,3.72,3.6,3.41
00278500,New York University,2017,58,,0,3.66,3.57,3.49
00279102,Pace University,2011,7,19,,,,
00279102,Pace University,2012,1,25,,,,
00279102,Pace University,2013,9,13,,,,
00279102,Pace University,2014,1,15,,,,
00279102,Pace University,2015,3,11,,,,
00279102,Pace University,2016,2,9,,,,
00279102,Pace University,2017,5,,9,0,0,0
00282300,St. John's University,2011,2,2,,,,
00282300,St. John's University,2012,4,2,,,,
00282300,St. John's University,2013,14,6,,,,
00282300,St. John's University,2014,21,10,,3.55,3.18,3.06
00282300,St. John's University,2015,16,1,,3.45,3.33,3.12
00282300,St. John's University,2016,22,3,,3.58,3.26,3.12
00282300,St. John's University,2017,5,,2,0,0,0
00283700,University of Buffalo-SUNY,2011,24,11,,,,
00283700,University of Buffalo-SUNY,2012,25,8,,,,
00283700,University of Buffalo-SUNY,2013,20,8,,,,
00283700,University of Buffalo-SUNY,2014,14,12,,3.32,2.93,2.82
00283700,University of Buffalo-SUNY,2015,10,5,,,2.74,
00283700,University of Buffalo-SUNY,2016,8,5,,,2.78,
00283700,University of Buffalo-SUNY,2017,8,,3,0,0,0
00288200,Syracuse University,2011,3,17,,,,
00288200,Syracuse University,2012,2,11,,,,
00288200,Syracuse University,2013,4,23,,,,
00288200,Syracuse University,2014,2,3,,,,
00288200,Syracuse University,2015,6,5,,,3.05,
00288200,Syracuse University,2016,3,6,,,,
00288200,Syracuse University,2017,6,,0,0,0,0
00288600,Albany Law School of Union University,2011,4,15,,,,
00288600,Albany Law School of Union University,2012,5,18,,,,
00288600,Albany Law School of Union University,2013,6,7,,,,
00288600,Albany Law School of Union University,2014,3,5,,,,
00288600,Albany Law School of Union University,2015,1,5,,,,
00288600,Albany Law School of Union University,2016,1,4,,,,
00288600,Albany Law School of Union University,2017,0,,0,0,0,0
00290301,Cardozo School of Law,2011,45,13,,,,
00290301,Cardozo School of Law,2012,48,15,,,,
00290301,Cardozo School of Law,2013,38,23,,,,
00290301,Cardozo School of Law,2014,21,10,,3.37,3.23,3.07
00290301,Cardozo School of Law,2015,19,16,,3.56,3.33,3.13
00290301,Cardozo School of Law,2016,9,14,,,3.14,
00290301,Cardozo School of Law,2017,2,,9,0,0,0
00291300,Campbell University,2011,1,3,,,,
00291300,Campbell University,2012,3,4,,,,
00291300,Campbell University,2013,1,2,,,,
00291300,Campbell University,2014,0,4,,,,
00291300,Campbell University,2015,0,3,,,,
00291300,Campbell University,2016,0,3,,,,
00291300,Campbell University,2017,3,,2,0,0,0
00292002,Duke University,2011,7,1,,,,
00292002,Duke University,2012,9,4,,,,
00292002,Duke University,2013,10,1,,,,
00292002,Duke University,2014,10,2,,,3.63,
00292002,Duke University,2015,10,4,,,3.69,
00292002,Duke University,2016,5,1,,,,
00292002,Duke University,2017,4,,0,0,0,0
00292701,Elon University,2011,4,4,,,,
00292701,Elon University,2012,3,11,,,,
00292701,Elon University,2013,2,10,,,,
00292701,Elon University,2014,2,8,,,,
00292701,Elon University,2015,4,9,,,,
00292701,Elon University,2016,3,3,,,,
00292701,Elon University,2017,2,,7,0,0,0
00295000,North Carolina Central University,2011,0,1,,,,
00295000,North Carolina Central University,2012,5,3,,,,
00295000,North Carolina Central University,2013,5,4,,,,
00295000,North Carolina Central University,2014,4,4,,,,
00295000,North Carolina Central University,2015,1,0,,,,
00295000,North Carolina Central University,2016,3,2,,,,
00295000,North Carolina Central University,2017,5,,0,0,0,0
00297400,University of North Carolina,2011,4,6,,,,
00297400,University of North Carolina,2012,9,8,,,,
00297400,University of North Carolina,2013,12,9,,,,
00297400,University of North Carolina,2014,3,6,,,,
00297400,University of North Carolina,2015,5,7,,,,
00297400,University of North Carolina,2016,6,4,,,3.01,
00297400,University of North Carolina,2017,7,,7,0,0,0
00297805,Wake Forest University,2011,8,6,,,,
00297805,Wake Forest University,2012,19,4,,,,
00297805,Wake Forest University,2013,12,4,,,,
00297805,Wake Forest University,2014,14,5,,3.46,3.36,3.23
00297805,Wake Forest University,2015,2,3,,,,
00297805,Wake Forest University,2016,6,0,,,3.28,
00297805,Wake Forest University,2017,8,,0,0,0,0
00300500,University of North Dakota,2011,2,5,,,,
00300500,University of North Dakota,2012,5,3,,,,
00300500,University of North Dakota,2013,3,2,,,,
00300500,University of North Dakota,2014,1,4,,,,
00300500,University of North Dakota,2015,1,4,,,,
00300500,University of North Dakota,2016,3,4,,,,
00300500,University of North Dakota,2017,14,,0,2.91,2.47,2.14
00302302,Capital University,2011,6,10,,,,
00302302,Capital University,2012,3,12,,,,
00302302,Capital University,2013,4,5,,,,
00302302,Capital University,2014,2,10,,,,
00302302,Capital University,2015,2,8,,,,
00302302,Capital University,2016,3,1,,,,
00302302,Capital University,2017,5,,3,0,0,0
00302400,Case Western Reserve University,2011,19,21,,,,
00302400,Case Western Reserve University,2012,12,20,,,,
00302400,Case Western Reserve University,2013,10,16,,,,
00302400,Case Western Reserve University,2014,6,7,,,2.84,
00302400,Case Western Reserve University,2015,6,4,,,2.9,
00302400,Case Western Reserve University,2016,5,5,,,,
00302400,Case Western Reserve University,2017,5,,0,0,0,0
00303200,Cleveland State University,2011,4,3,,,,
00303200,Cleveland State University,2012,5,6,,,,
00303200,Cleveland State University,2013,3,5,,,,
00303200,Cleveland State University,2014,4,2,,,,
00303200,Cleveland State University,2015,1,2,,,,
00303200,Cleveland State University,2016,1,3,,,,
00303200,Cleveland State University,2017,4,,0,0,0,0
00308900,Ohio Northern University,2011,1,3,,,,
00308900,Ohio Northern University,2012,1,4,,,,
00308900,Ohio Northern University,2013,1,9,,,,
00308900,Ohio Northern University,2014,1,1,,,,
00308900,Ohio Northern University,2015,2,0,,,,
00308900,Ohio Northern University,2016,1,3,,,,
00308900,Ohio Northern University,2017,8,,1,0,0,0
00309000,Ohio State University,2011,9,1,,,,
00309000,Ohio State University,2012,11,2,,,,
00309000,Ohio State University,2013,15,4,,,,
00309000,Ohio State University,2014,9,4,,,3.61,
00309000,Ohio State University,2015,6,4,,,3.5,
00309000,Ohio State University,2016,7,6,,,3.11,
00309000,Ohio State University,2017,3,,3,0,0,0
00312300,University of Akron,2011,3,7,,,,
00312300,University of Akron,2012,0,4,,,,
00312300,University of Akron,2013,1,10,,,,
00312300,University of Akron,2014,2,7,,,,
00312300,University of Akron,2015,2,4,,,,
00312300,University of Akron,2016,0,4,,,,
00312300,University of Akron,2017,2,,1,0,0,0
00312500,University of Cincinnati,2011,9,3,,,,
00312500,University of Cincinnati,2012,17,3,,,,
00312500,University of Cincinnati,2013,18,2,,,,
00312500,University of Cincinnati,2014,6,1,,,3.05,
00312500,University of Cincinnati,2015,4,2,,,,
00312500,University of Cincinnati,2016,0,2,,,,
00312500,University of Cincinnati,2017,0,,1,0,0,0
00312700,University of Dayton,2011,2,48,,,,
00312700,University of Dayton,2012,0,14,,,,
00312700,University of Dayton,2013,2,26,,,,
00312700,University of Dayton,2014,2,11,,0,0,0
00312700,University of Dayton,2015,2,9,,,,
00312700,University of Dayton,2016,2,8,,,,
00312700,University of Dayton,2017,2,,2,0,0,0
00313100,University of Toledo,2011,3,22,,,,
00313100,University of Toledo,2012,7,12,,,,
00313100,University of Toledo,2013,6,6,,,,
00313100,University of Toledo,2014,5,9,,,,
00313100,University of Toledo,2015,4,1,,,,
00313100,University of Toledo,2016,4,5,,,,
00313100,University of Toledo,2017,13,,2,3.36,3.15,2.9
00316614,Oklahoma City University,2011,4,24,,,,
00316614,Oklahoma City University,2012,2,16,,,,
00316614,Oklahoma City University,2013,2,10,,,,
00316614,Oklahoma City University,2014,1,5,,,,
00316614,Oklahoma City University,2015,0,17,,,,
00316614,Oklahoma City University,2016,1,21,,,,
00316614,Oklahoma City University,2017,2,,15,0,0,0
00318400,University of Oklahoma,2011,13,1,,,,
00318400,University of Oklahoma,2012,13,1,,,,
00318400,University of Oklahoma,2013,6,4,,,,
00318400,University of Oklahoma,2014,6,1,,,2.91,
00318400,University of Oklahoma,2015,13,5,,3.35,3.01,2.61
00318400,University of Oklahoma,2016,18,5,,3.18,2.99,2.86
00318400,University of Oklahoma,2017,11,,3,0,0,0
00318500,University of Tulsa,2011,2,9,,,,
00318500,University of Tulsa,2012,1,7,,,,
00318500,University of Tulsa,2013,1,4,,,,
00318500,University of Tulsa,2014,2,2,,,,
00318500,University of Tulsa,2015,2,3,,,,
00318500,University of Tulsa,2016,2,1,,,,
00318500,University of Tulsa,2017,5,,0,0,0,0
00319100,Concordia Law School,2013,3,1,,,,
00319100,Concordia Law School,2014,1,24,,,,
00319100,Concordia Law School,2015,6,15,,,3.03,
00319100,Concordia Law School,2016,3,5,,,,
00319100,Concordia Law School,2017,1,,1,0,0,0
00319700,Lewis and Clark College,2011,30,6,,,,
00319700,Lewis and Clark College,2012,17,0,,,,
00319700,Lewis and Clark College,2013,6,3,,,,
00319700,Lewis and Clark College,2014,16,3,,3.34,3.03,2.83
00319700,Lewis and Clark College,2015,13,7,,3.09,2.63,2.06
00319700,Lewis and Clark College,2016,9,3,,,2.88,
00319700,Lewis and Clark College,2017,14,,0,3.27,2.87,2.83
00322300,University of Oregon,2011,4,7,,,,
00322300,University of Oregon,2012,2,7,,,,
00322300,University of Oregon,2013,4,8,,,,
00322300,University of Oregon,2014,8,5,,,2.85,
00322300,University of Oregon,2015,1,5,,,,
00322300,University of Oregon,2016,2,1,,,,
00322300,University of Oregon,2017,1,,0,0,0,0
00322700,Willamette University,2011,4,15,,,,
00322700,Willamette University,2012,3,16,,,,
00322700,Willamette University,2013,4,8,,,,
00322700,Willamette University,2014,0,8,,,,
00322700,Willamette University,2015,2,3,,,,
00322700,Willamette University,2016,2,3,,,,
00322700,Willamette University,2017,5,,8,0,0,0
00325600,Drexel University,2011,0,5,,,,
00325600,Drexel University,2012,4,3,,,,
00325600,Drexel University,2013,7,4,,,,
00325600,Drexel University,2014,2,4,,,,
00325600,Drexel University,2015,3,3,,,,
00325600,Drexel University,2016,2,3,,,,
00325600,Drexel University,2017,1,,2,0,0,0
00325800,Duquesne University,2011,0,14,,,,
00325800,Duquesne University,2012,2,6,,,,
00325800,Duquesne University,2013,2,2,,,,
00325800,Duquesne University,2014,2,1,,,,
00325800,Duquesne University,2015,2,1,,,,
00325800,Duquesne University,2016,0,3,,,,
00325800,Duquesne University,2017,2,,0,0,0,0
00331301,Widener University-Delaware,2011,2,40,,,,
00331301,Widener University-Delaware,2012,3,40,,,,
00331301,Widener University-Delaware,2013,4,35,,,,
00331301,Widener University-Delaware,2014,0,26,,,,
00331301,Widener University-Delaware,2015,1,19,,,,
00331301,Widener University-Delaware,2016,1,19,,,,
00331301,Widener University-Delaware,2017,1,,10,0,0,0
00331302,Widener Commonwealth,2011,1,17,,,,
00331302,Widener Commonwealth,2012,1,9,,,,
00331302,Widener Commonwealth,2013,4,2,,,,
00331302,Widener Commonwealth,2014,2,2,,,,
00331302,Widener Commonwealth,2015,2,8,,,,
00331302,Widener Commonwealth,2016,0,0,,,,
00331302,Widener Commonwealth,2017,8,,2,0,0,0
00332900,Pennsylvania State University-Penn State Law,2015,0,5,,,,
00332900,Pennsylvania State University-Penn State Law,2016,0,3,,,,
00332900,Pennsylvania State University-Penn State Law,2017,0,,2,0,0,0
00332922,Pennsylvania State University,2011,5,20,,,,
00332922,Pennsylvania State University,2012,4,8,,,,
00332922,Pennsylvania State University,2013,9,8,,,,
00332922,Pennsylvania State University,2014,1,5,,,,
00332923,Pennsylvania State University-Dickinson School of Law,2015,0,2,,,,
00332923,Pennsylvania State University-Dickinson School of Law,2016,0,0,,,,
00332923,Pennsylvania State University-Dickinson School of Law,2017,2,,1,0,0,0
00337101,Temple University,2011,3,7,,,,
00337101,Temple University,2012,4,8,,,,
00337101,Temple University,2013,7,6,,,,
00337101,Temple University,2014,6,8,,,3.17,
00337101,Temple University,2015,11,3,,,3.36,
00337101,Temple University,2016,8,3,,,3.21,
00337101,Temple University,2017,5,,0,0,0,0
00337800,University of Pennsylvania,2011,25,4,,,,
00337800,University of Pennsylvania,2012,24,6,,,,
00337800,University of Pennsylvania,2013,12,3,,,,
00337800,University of Pennsylvania,2014,12,2,,3.77,3.73,3.63
00337800,University of Pennsylvania,2015,16,2,,3.72,3.67,3.64
00337800,University of Pennsylvania,2016,15,4,,3.88,3.71,3.67
00337800,University of Pennsylvania,2017,9,,4,0,0,0
00337900,University of Pittsburgh,2011,10,10,,,,
00337900,University of Pittsburgh,2012,6,4,,,,
00337900,University of Pittsburgh,2013,3,6,,,,
00337900,University of Pittsburgh,2014,6,3,,,3.08,
00337900,University of Pittsburgh,2015,5,3,,,,
00337900,University of Pittsburgh,2016,4,1,,,,
00337900,University of Pittsburgh,2017,1,,6,0,0,0
00338801,Villanova University,2011,20,17,,,,
00338801,Villanova University,2012,14,5,,,,
00338801,Villanova University,2013,14,4,,,,
00338801,Villanova University,2014,5,0,,,,
00338801,Villanova University,2015,11,3,,,2.93,
00338801,Villanova University,2016,5,1,,,,
00338801,Villanova University,2017,3,,4,0,0,0
00341001,Roger Williams University,2011,5,11,,,,
00341001,Roger Williams University,2012,5,5,,,,
00341001,Roger Williams University,2013,0,6,,,,
00341001,Roger Williams University,2014,4,4,,,,
00341001,Roger Williams University,2015,5,8,,,,
00341001,Roger Williams University,2016,3,4,,,,
00341001,Roger Williams University,2017,4,,8,0,0,0
00344800,University of South Carolina,2011,9,5,,,,
00344800,University of South Carolina,2012,8,7,,,,
00344800,University of South Carolina,2013,14,3,,,,
00344800,University of South Carolina,2014,10,5,,,3.22,
00344800,University of South Carolina,2015,13,6,,3.47,3.37,3.13
00344800,University of South Carolina,2016,3,6,,,,
00344800,University of South Carolina,2017,9,,2,0,0,0
00347400,University of South Dakota,2011,2,1,,,,
00347400,University of South Dakota,2012,2,5,,,,
00347400,University of South Dakota,2013,1,1,,,,
00347400,University of South Dakota,2014,1,4,,,,
00347400,University of South Dakota,2015,3,4,,,,
00347400,University of South Dakota,2016,2,1,,,,
00347400,University of South Dakota,2017,1,,0,0,0,0
00347900,Belmont University,2011,0,0,,,,
00347900,Belmont University,2012,2,0,,,,
00347900,Belmont University,2013,6,0,,,,
00347900,Belmont University,2014,1,2,,,,
00347900,Belmont University,2015,4,1,,,,
00347900,Belmont University,2016,2,2,,,,
00347900,Belmont University,2017,1,,2,0,0,0
00350200,Lincoln Memorial University,2014,1,0,,,,
00350200,Lincoln Memorial University,2015,4,0,,,,
00350200,Lincoln Memorial University,2016,6,0,,,2.63,
00350200,Lincoln Memorial University,2017,33,,0,2.74,2.42,2.27
00350900,University of Memphis,2011,2,2,,,,
00350900,University of Memphis,2012,4,7,,,,
00350900,University of Memphis,2013,2,0,,,,
00350900,University of Memphis,2014,1,3,,,,
00350900,University of Memphis,2015,3,5,,,,
00350900,University of Memphis,2016,1,3,,,,
00350900,University of Memphis,2017,4,,1,0,0,0
00353000,University of Tennessee,2011,7,3,,,,
00353000,University of Tennessee,2012,6,3,,,,
00353000,University of Tennessee,2013,5,0,,,,
00353000,University of Tennessee,2014,11,3,,,2.96,
00353000,University of Tennessee,2015,7,1,,,3.19,
00353000,University of Tennessee,2016,5,2,,,,
00353000,University of Tennessee,2017,1,,1,0,0,0
00353500,Vanderbilt University,2011,13,4,,,,
00353500,Vanderbilt University,2012,10,2,,,,
00353500,Vanderbilt University,2013,7,3,,,,
00353500,Vanderbilt University,2014,9,3,,,3.38,
00353500,Vanderbilt University,2015,16,1,,3.5,3.42,3.33
00353500,Vanderbilt University,2016,13,4,,3.54,3.39,3.35
00353500,Vanderbilt University,2017,8,,3,0,0,0
00354500,Baylor University,2011,0,3,,,,
00354500,Baylor University,2012,1,4,,,,
00354500,Baylor University,2013,2,2,,,,
00354500,Baylor University,2014,3,9,,,,
00354500,Baylor University,2015,1,4,,,,
00354500,Baylor University,2016,0,1,,,,
00354500,Baylor University,2017,0,,1,0,0,0
00361300,Southern Methodist University,2011,21,2,,,,
00361300,Southern Methodist University,2012,31,4,,,,
00361300,Southern Methodist University,2013,29,7,,,,
00361300,Southern Methodist University,2014,22,4,,3.42,3.16,2.95
00361300,Southern Methodist University,2015,20,4,,3.15,2.93,2.8
00361300,Southern Methodist University,2016,26,3,,3.28,3.15,3.08
00361300,Southern Methodist University,2017,42,,0,3.34,2.9,2.74
00362300,St. Mary's University,2011,4,5,,,,
00362300,St. Mary's University,2012,3,5,,,,
00362300,St. Mary's University,2013,5,20,,,,
00362300,St. Mary's University,2014,4,16,,,,
00362300,St. Mary's University,2015,9,5,,,146,
00362300,St. Mary's University,2016,7,12,,,2.61,
00362300,St. Mary's University,2017,6,,2,0,0,0
00364200,Texas Southern University,2011,1,4,,,,
00364200,Texas Southern University,2012,5,13,,,,
00364200,Texas Southern University,2013,2,12,,,,
00364200,Texas Southern University,2014,0,14,,,,
00364200,Texas Southern University,2015,0,13,,,,
00364200,Texas Southern University,2016,0,14,,,,
00364200,Texas Southern University,2017,0,,19,0,0,0
00364400,Texas Tech University,2011,9,2,,,,
00364400,Texas Tech University,2012,3,5,,,,
00364400,Texas Tech University,2013,5,9,,,,
00364400,Texas Tech University,2014,4,7,,,,
00364400,Texas Tech University,2015,2,12,,,,
00364400,Texas Tech University,2016,5,6,,,,
00364400,Texas Tech University,2017,4,,5,0,0,0
00364500,Texas A&M University,2011,5,14,,,,
00364500,Texas A&M University,2012,6,13,,,,
00364500,Texas A&M University,2013,7,9,,,,
00364500,Texas A&M University,2014,0,4,,,,
00364500,Texas A&M University,2015,0,6,,,,
00364500,Texas A&M University,2016,0,3,,,,
00364500,Texas A&M University,2017,2,,0,0,0,0
00365200,University of Houston,2011,24,3,,,,
00365200,University of Houston,2012,22,2,,,,
00365200,University of Houston,2013,23,4,,,,
00365200,University of Houston,2014,27,6,,3.39,3.09,2.98
